event_id,hcp_id,registered,verified_attended,duration,engagement
EV2058,HCP102162,1,1,65,67
EV2058,HCP100853,1,1,68,33
EV2058,HCP101096,0,0,0,0
EV2058,HCP100715,1,1,51,22
EV2058,HCP100626,1,1,61,68
EV2058,HCP100854,1,1,51,42
EV2058,HCP101632,1,0,0,0
EV2058,HCP102191,1,1,61,33
EV2058,HCP101327,0,0,0,0
EV2058,HCP100588,1,1,69,43
EV2058,HCP100911,1,0,0,0
EV2058,HCP101368,1,1,54,40
EV2058,HCP100873,1,1,54,39
EV2058,HCP101626,1,0,0,0
EV2058,HCP100177,1,0,0,0
EV2058,HCP101624,1,1,76,61
EV2058,HCP102172,0,0,0,0
EV2058,HCP102236,0,0,0,0
EV2058,HCP101667,0,0,0,0
EV2058,HCP101828,1,1,59,53
EV2058,HCP100077,0,0,0,0
EV2058,HCP100787,1,1,67,48
EV2058,HCP100861,0,0,0,0
EV2058,HCP101662,1,1,61,44
EV2058,HCP101966,1,1,61,60
EV2058,HCP101433,1,1,65,32
EV2059,HCP102386,1,1,64,39
EV2059,HCP101093,1,1,53,51
EV2059,HCP102389,1,1,71,64
EV2059,HCP101479,1,1,69,50
EV2059,HCP101836,1,1,68,53
EV2059,HCP101271,1,1,69,57
EV2059,HCP102011,1,1,51,56
EV2059,HCP101941,1,1,49,17
EV2059,HCP100699,1,1,68,38
EV2059,HCP101595,0,0,0,0
EV2059,HCP102178,1,1,59,45
EV2059,HCP101635,1,1,58,40
EV2059,HCP100420,1,0,0,0
EV2059,HCP101318,1,1,71,61
EV2059,HCP101129,0,0,0,0
EV2059,HCP102492,1,1,68,60
EV2059,HCP100517,1,1,67,70
EV2059,HCP102196,1,0,0,0
EV2059,HCP101622,1,1,46,37
EV2059,HCP100358,1,1,60,24
EV2059,HCP101119,0,0,0,0
EV2059,HCP102457,1,1,71,59
EV2059,HCP100186,1,1,54,33
EV2059,HCP102096,1,1,65,22
EV2059,HCP100757,1,1,62,53
EV2059,HCP102102,1,1,49,25
EV2059,HCP100049,1,1,53,40
EV2059,HCP101065,0,0,0,0
EV2059,HCP100247,1,1,48,40
EV2059,HCP101986,1,0,0,0
EV2059,HCP101615,1,1,53,50
EV2059,HCP100661,1,1,47,39
EV2059,HCP101488,1,1,71,77
EV2059,HCP101664,1,0,0,0
EV2059,HCP101372,1,1,59,56
EV2059,HCP100605,1,0,0,0
EV2059,HCP100955,1,0,0,0
EV2059,HCP100202,1,1,55,60
EV2059,HCP100776,1,1,54,35
EV2060,HCP102447,1,1,82,35
EV2060,HCP101564,0,0,0,0
EV2060,HCP100541,1,1,71,57
EV2060,HCP101746,1,0,0,0
EV2060,HCP101393,1,0,0,0
EV2060,HCP101968,1,0,0,0
EV2060,HCP100177,1,1,88,25
EV2060,HCP101875,1,1,71,41
EV2060,HCP102238,1,1,79,34
EV2060,HCP101778,1,1,99,70
EV2060,HCP100133,1,0,0,0
EV2060,HCP101138,1,0,0,0
EV2060,HCP102353,1,1,80,70
EV2060,HCP101460,0,0,0,0
EV2060,HCP101293,0,0,0,0
EV2060,HCP102193,1,1,90,70
EV2061,HCP100431,1,1,63,91
EV2061,HCP101612,0,0,0,0
EV2061,HCP102477,1,1,66,24
EV2061,HCP101519,1,1,54,50
EV2061,HCP100351,1,1,63,31
EV2061,HCP101444,1,1,54,38
EV2061,HCP101157,1,1,52,34
EV2061,HCP100807,0,0,0,0
EV2061,HCP101212,0,0,0,0
EV2061,HCP102400,1,0,0,0
EV2061,HCP100428,1,1,53,39
EV2061,HCP100703,1,1,67,56
EV2061,HCP101792,1,1,70,51
EV2061,HCP101914,0,0,0,0
EV2061,HCP100870,1,1,73,55
EV2061,HCP101632,0,0,0,0
EV2061,HCP101199,1,1,61,38
EV2061,HCP100050,1,0,0,0
EV2061,HCP102330,0,0,0,0
EV2061,HCP100148,1,0,0,0
EV2061,HCP102037,0,0,0,0
EV2061,HCP100216,1,1,53,40
EV2061,HCP101950,1,1,44,37
EV2061,HCP100515,1,1,67,33
EV2061,HCP100258,1,0,0,0
EV2061,HCP101221,1,1,62,57
EV2061,HCP101985,1,0,0,0
EV2061,HCP100792,1,1,58,52
EV2061,HCP101100,1,1,68,100
EV2061,HCP100581,1,1,68,64
EV2061,HCP101460,1,0,0,0
EV2061,HCP100542,1,1,58,48
EV2061,HCP101451,0,0,0,0
EV2061,HCP100697,0,0,0,0
EV2061,HCP101074,1,1,63,62
EV2061,HCP101141,1,0,0,0
EV2061,HCP102413,1,0,0,0
EV2061,HCP100416,1,1,65,63
EV2061,HCP102245,1,1,67,61
EV2061,HCP101990,1,0,0,0
EV2061,HCP101743,1,1,67,45
EV2061,HCP100531,0,0,0,0
EV2061,HCP100058,1,1,68,45
EV2061,HCP101641,1,1,63,60
EV2061,HCP100983,1,1,57,16
EV2061,HCP101504,1,1,72,52
EV2061,HCP101675,1,1,69,51
EV2061,HCP102101,0,0,0,0
EV2061,HCP101086,1,1,66,77
EV2061,HCP100011,1,1,56,39
EV2061,HCP101610,1,1,70,52
EV2061,HCP101747,1,1,60,58
EV2061,HCP100525,0,0,0,0
EV2061,HCP101905,1,0,0,0
EV2062,HCP100057,1,1,68,58
EV2062,HCP101906,1,1,52,42
EV2062,HCP101548,1,1,67,11
EV2062,HCP101404,1,1,68,69
EV2062,HCP101174,1,1,58,68
EV2062,HCP100176,1,0,0,0
EV2062,HCP100548,1,1,57,5
EV2062,HCP101914,1,1,61,40
EV2062,HCP100959,1,0,0,0
EV2062,HCP100527,1,0,0,0
EV2062,HCP102482,1,1,71,32
EV2062,HCP100125,1,1,68,72
EV2062,HCP100763,1,1,46,22
EV2062,HCP102084,1,0,0,0
EV2062,HCP100051,1,1,58,51
EV2062,HCP101537,0,0,0,0
EV2062,HCP100814,1,0,0,0
EV2062,HCP100512,1,1,63,54
EV2062,HCP101168,1,1,49,47
EV2062,HCP101440,1,1,60,48
EV2062,HCP100028,0,0,0,0
EV2062,HCP102126,0,0,0,0
EV2062,HCP101141,1,1,59,63
EV2062,HCP100690,1,0,0,0
EV2062,HCP101172,1,0,0,0
EV2062,HCP100525,1,1,74,45
EV2062,HCP101327,1,1,62,30
EV2062,HCP101436,1,0,0,0
EV2062,HCP102328,1,1,68,42
EV2062,HCP100640,0,0,0,0
EV2062,HCP100842,0,0,0,0
EV2062,HCP100153,1,1,75,63
EV2062,HCP101096,1,1,68,50
EV2062,HCP100162,1,1,75,57
EV2062,HCP101097,1,1,51,30
EV2062,HCP101981,1,1,64,54
EV2062,HCP101760,1,1,72,54
EV2062,HCP100265,1,1,58,31
EV2062,HCP100820,1,0,0,0
EV2062,HCP101393,1,1,72,44
EV2062,HCP101612,1,0,0,0
EV2062,HCP101356,1,1,63,40
EV2062,HCP100283,0,0,0,0
EV2062,HCP102459,1,0,0,0
EV2062,HCP100578,1,1,55,56
EV2062,HCP100424,0,0,0,0
EV2062,HCP101859,0,0,0,0
EV2062,HCP100258,1,0,0,0
EV2062,HCP100143,1,1,56,43
EV2062,HCP100807,1,1,55,13
EV2062,HCP102065,0,0,0,0
EV2062,HCP101411,1,0,0,0
EV2062,HCP100297,1,1,60,26
EV2062,HCP101086,1,1,56,53
EV2062,HCP100319,0,0,0,0
EV2062,HCP101764,1,0,0,0
EV2062,HCP102048,1,1,72,69
EV2062,HCP101190,0,0,0,0
EV2062,HCP101140,1,0,0,0
EV2062,HCP100639,1,1,66,84
EV2062,HCP100221,1,0,0,0
EV2062,HCP101055,1,1,74,33
EV2062,HCP100163,1,0,0,0
EV2062,HCP100066,1,0,0,0
EV2062,HCP101313,0,0,0,0
EV2062,HCP101064,1,1,64,50
EV2062,HCP100042,0,0,0,0
EV2062,HCP102244,1,0,0,0
EV2062,HCP101447,0,0,0,0
EV2062,HCP100921,1,1,64,34
EV2062,HCP100539,1,1,59,44
EV2062,HCP101564,1,1,72,50
EV2062,HCP102124,1,0,0,0
EV2062,HCP100140,1,1,60,49
EV2062,HCP102306,1,1,67,25
EV2062,HCP100674,1,1,56,48
EV2062,HCP101517,1,1,66,36
EV2062,HCP102012,1,0,0,0
EV2062,HCP100181,1,1,70,54
EV2062,HCP100979,1,1,56,63
EV2062,HCP100305,1,1,64,40
EV2062,HCP101157,1,0,0,0
EV2062,HCP102249,1,1,63,21
EV2062,HCP102383,1,1,65,58
EV2062,HCP101504,1,1,75,97
EV2062,HCP101106,1,1,50,34
EV2062,HCP100045,1,1,58,32
EV2062,HCP100511,0,0,0,0
EV2062,HCP100889,1,1,67,46
EV2062,HCP100560,1,1,71,43
EV2062,HCP100816,1,0,0,0
EV2062,HCP100646,0,0,0,0
EV2062,HCP100008,1,1,73,60
EV2063,HCP102326,0,0,0,0
EV2063,HCP100559,1,1,108,67
EV2063,HCP101885,0,0,0,0
EV2063,HCP101604,1,1,93,39
EV2063,HCP102489,1,1,92,45
EV2063,HCP102190,1,0,0,0
EV2063,HCP101109,1,0,0,0
EV2063,HCP100222,1,1,113,51
EV2063,HCP102139,1,1,93,45
EV2063,HCP100758,1,1,105,24
EV2063,HCP100046,1,0,0,0
EV2063,HCP102053,1,0,0,0
EV2063,HCP101472,0,0,0,0
EV2063,HCP102043,1,1,110,57
EV2064,HCP101155,0,0,0,0
EV2064,HCP102478,0,0,0,0
EV2064,HCP100595,1,0,0,0
EV2064,HCP100413,1,1,63,66
EV2064,HCP100900,1,1,55,33
EV2064,HCP102351,1,1,53,36
EV2064,HCP100327,1,1,56,23
EV2064,HCP101013,1,1,48,27
EV2064,HCP100014,1,1,70,58
EV2064,HCP101767,1,1,61,38
EV2064,HCP102411,1,1,61,17
EV2064,HCP101503,1,1,68,57
EV2064,HCP100818,0,0,0,0
EV2064,HCP100777,1,1,60,38
EV2064,HCP100577,1,1,56,46
EV2064,HCP100311,1,1,69,35
EV2064,HCP100499,1,0,0,0
EV2064,HCP101031,1,1,54,40
EV2064,HCP101073,1,1,53,40
EV2064,HCP101949,1,1,49,40
EV2064,HCP101343,1,1,61,33
EV2064,HCP102458,1,1,74,32
EV2064,HCP102110,1,1,65,74
EV2064,HCP100429,1,1,58,46
EV2064,HCP100551,1,1,66,48
EV2064,HCP101652,1,1,64,18
EV2064,HCP100470,1,0,0,0
EV2064,HCP101735,0,0,0,0
EV2064,HCP100859,1,1,58,61
EV2064,HCP100060,1,1,64,57
EV2064,HCP101300,1,1,66,59
EV2064,HCP100502,1,1,57,57
EV2064,HCP100516,1,0,0,0
EV2064,HCP100680,1,1,62,45
EV2064,HCP100613,0,0,0,0
EV2065,HCP100115,0,0,0,0
EV2065,HCP101971,1,0,0,0
EV2065,HCP101062,0,0,0,0
EV2065,HCP100157,1,0,0,0
EV2065,HCP101027,0,0,0,0
EV2065,HCP101636,0,0,0,0
EV2065,HCP101275,0,0,0,0
EV2065,HCP100420,0,0,0,0
EV2065,HCP100640,1,1,86,47
EV2065,HCP102133,1,0,0,0
EV2065,HCP101873,1,0,0,0
EV2065,HCP101860,1,1,93,46
EV2065,HCP100199,0,0,0,0
EV2065,HCP101885,1,1,91,35
EV2065,HCP102292,1,0,0,0
EV2065,HCP100944,1,1,73,37
EV2065,HCP101277,1,1,91,45
EV2065,HCP100583,1,1,89,15
EV2065,HCP101120,1,1,76,50
EV2065,HCP101865,1,1,93,40
EV2065,HCP102426,0,0,0,0
EV2065,HCP100064,1,1,91,35
EV2065,HCP102273,1,0,0,0
EV2065,HCP101944,0,0,0,0
EV2065,HCP102379,0,0,0,0
EV2065,HCP101105,1,1,78,40
EV2065,HCP101532,1,0,0,0
EV2065,HCP100260,0,0,0,0
EV2065,HCP102207,1,1,78,46
EV2065,HCP102375,1,1,90,59
EV2065,HCP100478,1,0,0,0
EV2065,HCP102020,1,1,88,44
EV2065,HCP102304,1,1,85,39
EV2065,HCP102346,1,0,0,0
EV2065,HCP100508,0,0,0,0
EV2065,HCP101623,1,1,72,78
EV2065,HCP100693,0,0,0,0
EV2065,HCP101457,0,0,0,0
EV2065,HCP101926,1,1,94,78
EV2065,HCP100138,1,1,82,30
EV2065,HCP101220,1,1,94,51
EV2065,HCP101637,1,0,0,0
EV2065,HCP102073,1,1,80,82
EV2065,HCP100934,1,1,104,86
EV2065,HCP100601,1,1,96,61
EV2065,HCP102283,0,0,0,0
EV2065,HCP100102,1,1,89,70
EV2065,HCP102239,1,1,84,38
EV2065,HCP101790,0,0,0,0
EV2065,HCP101919,1,1,92,33
EV2065,HCP100756,0,0,0,0
EV2065,HCP102355,1,1,91,85
EV2065,HCP102138,1,1,88,53
EV2065,HCP102125,0,0,0,0
EV2065,HCP100194,0,0,0,0
EV2065,HCP100600,0,0,0,0
EV2066,HCP100933,1,1,112,57
EV2066,HCP101426,1,0,0,0
EV2066,HCP100344,1,1,99,57
EV2066,HCP101491,1,1,96,53
EV2066,HCP101906,1,1,82,47
EV2066,HCP101450,1,0,0,0
EV2066,HCP100492,1,0,0,0
EV2066,HCP100633,0,0,0,0
EV2066,HCP100760,0,0,0,0
EV2066,HCP100053,0,0,0,0
EV2066,HCP102117,1,0,0,0
EV2066,HCP102142,1,0,0,0
EV2066,HCP101096,1,1,102,34
EV2066,HCP100671,0,0,0,0
EV2066,HCP100167,0,0,0,0
EV2066,HCP100627,0,0,0,0
EV2066,HCP100870,1,0,0,0
EV2066,HCP100024,0,0,0,0
EV2067,HCP100794,1,1,91,63
EV2067,HCP100040,0,0,0,0
EV2067,HCP100148,0,0,0,0
EV2067,HCP101212,1,1,77,64
EV2067,HCP101878,1,1,77,58
EV2067,HCP100897,1,1,93,46
EV2067,HCP100774,1,0,0,0
EV2067,HCP102095,1,1,98,60
EV2067,HCP102037,1,1,82,24
EV2067,HCP102258,1,0,0,0
EV2067,HCP100697,0,0,0,0
EV2067,HCP100221,1,1,94,48
EV2067,HCP100843,1,0,0,0
EV2067,HCP101487,1,1,81,45
EV2067,HCP101962,1,0,0,0
EV2067,HCP102162,1,1,92,69
EV2067,HCP100143,1,1,90,25
EV2067,HCP102379,0,0,0,0
EV2067,HCP102425,1,1,90,64
EV2067,HCP102084,1,1,73,37
EV2067,HCP101177,1,1,83,34
EV2067,HCP100053,0,0,0,0
EV2067,HCP101409,1,1,85,40
EV2067,HCP102250,1,0,0,0
EV2067,HCP100842,1,1,96,43
EV2067,HCP100122,1,1,89,36
EV2067,HCP101608,1,1,97,69
EV2068,HCP100320,1,1,81,56
EV2068,HCP101502,1,1,95,61
EV2068,HCP100130,1,1,72,22
EV2068,HCP102187,0,0,0,0
EV2068,HCP102221,1,0,0,0
EV2068,HCP101120,1,1,81,70
EV2068,HCP102053,1,0,0,0
EV2068,HCP100960,1,0,0,0
EV2068,HCP100659,1,1,96,62
EV2068,HCP101137,1,1,82,48
EV2068,HCP102121,1,1,76,34
EV2068,HCP102438,1,1,84,56
EV2068,HCP101851,1,0,0,0
EV2068,HCP101163,0,0,0,0
EV2068,HCP100462,1,1,96,80
EV2068,HCP100337,0,0,0,0
EV2068,HCP101723,1,0,0,0
EV2068,HCP100039,1,0,0,0
EV2068,HCP101363,1,1,79,56
EV2068,HCP101668,1,1,96,55
EV2068,HCP102302,0,0,0,0
EV2068,HCP102397,1,1,89,33
EV2068,HCP101918,1,1,82,91
EV2068,HCP101419,1,1,85,42
EV2068,HCP101421,1,0,0,0
EV2068,HCP102149,1,0,0,0
EV2068,HCP101490,0,0,0,0
EV2068,HCP100390,1,1,96,31
EV2068,HCP100817,1,1,70,36
EV2068,HCP100671,1,1,81,62
EV2068,HCP101156,1,1,94,73
EV2069,HCP102159,1,1,72,36
EV2069,HCP101172,1,1,60,34
EV2069,HCP101048,1,1,73,55
EV2069,HCP102392,1,0,0,0
EV2069,HCP100284,1,1,67,71
EV2069,HCP102125,1,1,64,23
EV2069,HCP100568,1,1,65,65
EV2069,HCP101602,1,1,61,65
EV2069,HCP101595,0,0,0,0
EV2069,HCP101720,1,1,52,35
EV2069,HCP102202,1,1,68,48
EV2069,HCP100345,1,0,0,0
EV2069,HCP100321,1,1,66,74
EV2069,HCP101509,0,0,0,0
EV2069,HCP100614,1,1,57,35
EV2069,HCP100984,1,1,62,74
EV2069,HCP101616,0,0,0,0
EV2069,HCP102466,1,1,56,45
EV2069,HCP101952,0,0,0,0
EV2069,HCP102480,1,1,69,54
EV2069,HCP100940,1,0,0,0
EV2069,HCP101119,1,0,0,0
EV2069,HCP101606,1,1,67,41
EV2069,HCP100635,1,0,0,0
EV2070,HCP100632,1,0,0,0
EV2070,HCP101135,1,1,92,48
EV2070,HCP100866,1,0,0,0
EV2070,HCP100397,1,0,0,0
EV2070,HCP100263,1,1,110,48
EV2070,HCP101630,0,0,0,0
EV2070,HCP102450,0,0,0,0
EV2070,HCP101777,1,1,105,47
EV2070,HCP102194,1,1,93,47
EV2070,HCP101230,1,0,0,0
EV2070,HCP101653,1,0,0,0
EV2070,HCP102478,1,0,0,0
EV2070,HCP102222,1,0,0,0
EV2070,HCP100565,1,1,107,55
EV2070,HCP102313,1,1,103,67
EV2070,HCP101204,1,1,100,76
EV2070,HCP100891,1,0,0,0
EV2070,HCP101934,1,0,0,0
EV2070,HCP100056,0,0,0,0
EV2070,HCP102409,1,1,94,25
EV2070,HCP100154,0,0,0,0
EV2070,HCP101503,1,0,0,0
EV2070,HCP102056,0,0,0,0
EV2070,HCP102379,1,0,0,0
EV2070,HCP101395,1,0,0,0
EV2070,HCP101985,0,0,0,0
EV2070,HCP101268,1,1,92,57
EV2070,HCP101280,1,0,0,0
EV2070,HCP101599,1,0,0,0
EV2070,HCP102114,1,1,89,7
EV2070,HCP101808,0,0,0,0
EV2070,HCP102315,1,1,95,53
EV2071,HCP100007,1,1,70,56
EV2071,HCP100074,1,0,0,0
EV2071,HCP101278,1,1,63,39
EV2071,HCP101297,1,1,54,33
EV2071,HCP100481,1,1,65,18
EV2071,HCP100439,0,0,0,0
EV2071,HCP101098,1,0,0,0
EV2071,HCP100123,1,0,0,0
EV2071,HCP101321,0,0,0,0
EV2071,HCP102268,1,1,68,33
EV2071,HCP100154,1,1,62,37
EV2071,HCP101234,1,1,56,51
EV2071,HCP101949,1,1,55,27
EV2071,HCP101678,1,0,0,0
EV2071,HCP101740,1,0,0,0
EV2071,HCP100313,1,1,76,52
EV2072,HCP100774,1,0,0,0
EV2072,HCP100903,1,0,0,0
EV2072,HCP100507,1,1,89,54
EV2072,HCP102084,1,0,0,0
EV2072,HCP100312,1,0,0,0
EV2072,HCP102074,1,0,0,0
EV2072,HCP102258,1,0,0,0
EV2072,HCP102475,1,0,0,0
EV2072,HCP102054,1,0,0,0
EV2072,HCP100612,1,0,0,0
EV2072,HCP101255,1,0,0,0
EV2072,HCP100759,1,0,0,0
EV2072,HCP100122,1,0,0,0
EV2072,HCP100707,1,0,0,0
EV2072,HCP101542,1,0,0,0
EV2072,HCP100203,1,0,0,0
EV2072,HCP100207,1,0,0,0
EV2072,HCP100021,1,0,0,0
EV2072,HCP100843,1,0,0,0
EV2072,HCP102271,1,0,0,0
EV2072,HCP101422,1,0,0,0
EV2072,HCP100066,1,0,0,0
EV2072,HCP101079,1,0,0,0
EV2072,HCP101952,1,0,0,0
EV2073,HCP101876,1,1,96,74
EV2073,HCP100199,1,1,101,51
EV2073,HCP101082,1,1,111,43
EV2073,HCP102059,0,0,0,0
EV2073,HCP102273,0,0,0,0
EV2073,HCP100648,0,0,0,0
EV2073,HCP101595,1,0,0,0
EV2073,HCP101149,1,1,99,33
EV2073,HCP101636,1,1,97,29
EV2073,HCP101884,1,1,84,31
EV2073,HCP100656,1,1,92,10
EV2073,HCP100343,1,1,105,57
EV2073,HCP100047,1,1,90,46
EV2073,HCP100291,0,0,0,0
EV2073,HCP102448,1,1,111,60
EV2073,HCP100101,0,0,0,0
EV2073,HCP101272,1,1,102,22
EV2073,HCP101342,1,0,0,0
EV2073,HCP100054,1,1,101,43
EV2073,HCP100848,0,0,0,0
EV2073,HCP101447,1,1,87,53
EV2073,HCP101763,1,1,93,71
EV2073,HCP102175,1,1,90,66
EV2073,HCP101017,1,1,102,50
EV2073,HCP100166,0,0,0,0
EV2073,HCP100026,1,1,110,34
EV2073,HCP101417,1,1,96,39
EV2073,HCP101346,0,0,0,0
EV2073,HCP100802,0,0,0,0
EV2073,HCP101484,1,0,0,0
EV2073,HCP100824,1,1,95,51
EV2073,HCP100034,1,0,0,0
EV2073,HCP100110,0,0,0,0
EV2073,HCP101931,0,0,0,0
EV2073,HCP101590,1,1,103,46
EV2073,HCP101731,0,0,0,0
EV2073,HCP101315,1,0,0,0
EV2073,HCP100293,1,1,81,5
EV2073,HCP100606,0,0,0,0
EV2073,HCP102367,1,0,0,0
EV2074,HCP102120,1,1,85,61
EV2074,HCP102005,1,0,0,0
EV2074,HCP101975,0,0,0,0
EV2074,HCP101510,1,1,82,29
EV2074,HCP102030,1,1,110,50
EV2074,HCP102186,1,1,99,87
EV2074,HCP102499,1,0,0,0
EV2074,HCP100249,1,0,0,0
EV2074,HCP100718,1,1,107,53
EV2074,HCP101549,0,0,0,0
EV2074,HCP100460,1,0,0,0
EV2074,HCP100240,1,0,0,0
EV2074,HCP102493,0,0,0,0
EV2074,HCP100859,1,1,102,83
EV2074,HCP100951,1,0,0,0
EV2074,HCP101209,1,0,0,0
EV2074,HCP100370,1,1,95,53
EV2074,HCP101702,0,0,0,0
EV2074,HCP100586,1,0,0,0
EV2074,HCP102279,0,0,0,0
EV2074,HCP102326,1,1,99,48
EV2075,HCP101572,1,0,0,0
EV2075,HCP100508,1,0,0,0
EV2075,HCP101358,1,1,102,28
EV2075,HCP102067,1,1,88,50
EV2075,HCP100380,0,0,0,0
EV2075,HCP102392,1,1,102,66
EV2075,HCP102246,0,0,0,0
EV2075,HCP102255,1,1,81,30
EV2075,HCP102133,0,0,0,0
EV2075,HCP101707,1,0,0,0
EV2075,HCP100845,0,0,0,0
EV2075,HCP100678,1,0,0,0
EV2075,HCP100694,0,0,0,0
EV2075,HCP100727,1,1,97,5
EV2075,HCP100652,1,1,108,77
EV2075,HCP102430,0,0,0,0
EV2075,HCP100337,0,0,0,0
EV2075,HCP100381,1,1,97,19
EV2075,HCP100356,1,0,0,0
EV2075,HCP102022,1,0,0,0
EV2075,HCP102421,1,0,0,0
EV2075,HCP102225,1,0,0,0
EV2075,HCP100397,0,0,0,0
EV2075,HCP101030,0,0,0,0
EV2075,HCP101285,1,0,0,0
EV2075,HCP100589,1,0,0,0
EV2075,HCP101133,1,0,0,0
EV2075,HCP101152,1,0,0,0
EV2075,HCP101113,1,0,0,0
EV2075,HCP100307,1,1,101,70
EV2075,HCP100435,1,0,0,0
EV2075,HCP101119,1,0,0,0
EV2075,HCP101129,1,1,82,43
EV2075,HCP100909,1,1,111,48
EV2075,HCP101731,0,0,0,0
EV2075,HCP101529,1,0,0,0
EV2075,HCP101475,1,0,0,0
EV2075,HCP101317,1,1,105,59
EV2075,HCP100388,1,0,0,0
EV2075,HCP101977,0,0,0,0
EV2075,HCP101900,1,1,109,30
EV2075,HCP100822,1,1,89,33
EV2075,HCP101976,1,1,88,27
EV2075,HCP101945,1,1,93,69
EV2075,HCP101579,1,1,95,36
EV2075,HCP101235,1,0,0,0
EV2075,HCP100756,1,1,99,45
EV2075,HCP101511,1,1,88,30
EV2075,HCP100249,1,1,85,45
EV2075,HCP100883,1,1,97,62
EV2075,HCP101296,1,0,0,0
EV2075,HCP101568,1,0,0,0
EV2075,HCP100023,1,1,102,47
EV2075,HCP101694,1,0,0,0
EV2075,HCP101629,1,0,0,0
EV2075,HCP100033,1,1,89,24
EV2075,HCP101105,1,1,83,59
EV2075,HCP101069,0,0,0,0
EV2075,HCP101609,1,0,0,0
EV2075,HCP100377,0,0,0,0
EV2075,HCP102223,1,0,0,0
EV2076,HCP102353,1,1,75,58
EV2076,HCP100028,1,0,0,0
EV2076,HCP101840,1,1,67,44
EV2076,HCP101229,1,0,0,0
EV2076,HCP100197,0,0,0,0
EV2076,HCP100434,1,1,72,31
EV2076,HCP100867,1,1,63,47
EV2076,HCP101943,1,1,65,49
EV2076,HCP101497,0,0,0,0
EV2076,HCP101212,1,0,0,0
EV2076,HCP102477,0,0,0,0
EV2076,HCP101962,1,0,0,0
EV2076,HCP101612,1,1,55,51
EV2076,HCP102168,1,1,73,52
EV2076,HCP101302,0,0,0,0
EV2076,HCP101086,1,1,65,39
EV2076,HCP102318,0,0,0,0
EV2076,HCP101226,1,1,67,51
EV2076,HCP102095,1,1,66,51
EV2076,HCP101375,0,0,0,0
EV2076,HCP100213,1,1,63,59
EV2076,HCP100774,1,1,60,23
EV2076,HCP101061,1,0,0,0
EV2076,HCP102382,1,1,73,46
EV2076,HCP102107,1,1,67,48
EV2076,HCP100344,1,1,72,76
EV2076,HCP102033,0,0,0,0
EV2076,HCP100347,1,1,59,61
EV2076,HCP101097,1,1,54,49
EV2076,HCP101599,0,0,0,0
EV2076,HCP102115,1,1,47,24
EV2076,HCP100725,1,1,60,45
EV2076,HCP101747,1,1,67,71
EV2076,HCP100323,1,1,64,35
EV2076,HCP100640,1,1,71,76
EV2076,HCP100878,1,1,43,14
EV2076,HCP101458,1,1,58,63
EV2076,HCP101460,1,1,57,38
EV2076,HCP101202,1,0,0,0
EV2076,HCP102229,0,0,0,0
EV2076,HCP100203,1,0,0,0
EV2076,HCP100409,1,1,63,95
EV2076,HCP100633,1,1,69,56
EV2077,HCP101507,1,1,61,65
EV2077,HCP102224,1,0,0,0
EV2077,HCP101952,1,1,49,47
EV2077,HCP100999,1,1,59,58
EV2077,HCP102135,1,1,59,6
EV2077,HCP101152,1,1,54,69
EV2077,HCP101276,0,0,0,0
EV2077,HCP101140,1,1,56,58
EV2077,HCP100285,1,1,67,78
EV2077,HCP101443,1,1,63,60
EV2077,HCP100376,1,0,0,0
EV2077,HCP102390,0,0,0,0
EV2077,HCP100551,1,1,76,50
EV2077,HCP102239,1,1,64,65
EV2077,HCP101389,1,1,67,50
EV2077,HCP100101,0,0,0,0
EV2077,HCP101475,1,1,76,34
EV2077,HCP100194,0,0,0,0
EV2077,HCP100405,1,1,65,59
EV2077,HCP102385,1,0,0,0
EV2077,HCP101757,0,0,0,0
EV2077,HCP100917,1,1,65,66
EV2077,HCP102153,0,0,0,0
EV2078,HCP100420,0,0,0,0
EV2078,HCP101215,1,0,0,0
EV2078,HCP102055,1,0,0,0
EV2078,HCP101648,1,1,86,57
EV2078,HCP102179,1,1,76,55
EV2078,HCP101489,1,1,89,42
EV2078,HCP100635,0,0,0,0
EV2078,HCP101916,0,0,0,0
EV2078,HCP100620,1,1,84,44
EV2078,HCP102386,1,1,89,35
EV2078,HCP100516,0,0,0,0
EV2078,HCP101617,1,1,83,47
EV2078,HCP102092,0,0,0,0
EV2078,HCP102156,0,0,0,0
EV2078,HCP100104,1,1,74,59
EV2078,HCP101845,1,1,86,17
EV2078,HCP101251,1,0,0,0
EV2078,HCP101296,1,1,83,43
EV2078,HCP101062,0,0,0,0
EV2078,HCP101053,1,1,82,34
EV2078,HCP100606,0,0,0,0
EV2078,HCP100189,1,0,0,0
EV2078,HCP100009,1,1,91,100
EV2078,HCP101572,0,0,0,0
EV2078,HCP102134,1,1,93,52
EV2078,HCP102001,1,1,90,59
EV2078,HCP101551,1,0,0,0
EV2078,HCP102000,0,0,0,0
EV2078,HCP102350,1,1,90,53
EV2078,HCP102022,1,1,94,80
EV2078,HCP100520,1,1,86,35
EV2078,HCP101214,1,1,86,36
EV2078,HCP102190,1,1,68,38
EV2078,HCP100949,0,0,0,0
EV2078,HCP102452,1,1,76,61
EV2078,HCP101913,1,1,97,52
EV2078,HCP101848,1,0,0,0
EV2078,HCP100208,1,1,91,49
EV2078,HCP100694,1,1,74,57
EV2078,HCP101925,1,0,0,0
EV2078,HCP101179,1,1,84,50
EV2079,HCP101034,1,1,101,58
