event_id,hcp_id,true_event_effect_nrx,true_event_effect_trx
EV2035,HCP101187,0.0156,0.0459
EV2035,HCP101217,0.4482,1.0295
EV2035,HCP101423,-0.5365,-1.0301
EV2035,HCP101428,0.1429,0.2542
EV2035,HCP101439,1.7861,3.4318
EV2035,HCP101669,4.0898,14.9109
EV2035,HCP101686,-0.388,-0.9316
EV2035,HCP101800,-0.9593,-2.3803
EV2035,HCP101835,-0.2184,-0.4777
EV2035,HCP101926,-1.5078,-3.3471
EV2035,HCP101984,1.2745,3.332
EV2035,HCP102144,0.1071,0.263
EV2035,HCP102219,0.6552,1.5903
EV2035,HCP102264,0.5433,1.3996
EV2035,HCP102361,0.2681,0.5222
EV2035,HCP102433,2.8337,5.7834
EV2035,HCP102491,-0.4798,-1.0614
EV2035,HCP102500,0.0413,0.1042
EV2036,HCP100021,3.0996,6.8591
EV2036,HCP100054,31.0021,70.9504
EV2036,HCP100356,5.503,15.1297
EV2036,HCP100639,34.3777,80.8997
EV2036,HCP100712,3.4364,7.2418
EV2036,HCP100775,2.8029,5.6355
EV2036,HCP100812,4.7588,9.224
EV2036,HCP101226,4.9712,9.3191
EV2036,HCP101456,3.4485,8.456
EV2036,HCP101468,2.3657,6.1817
EV2036,HCP101489,5.126,11.4628
EV2036,HCP101545,3.0572,6.782
EV2036,HCP101644,13.7599,39.2769
EV2036,HCP102087,3.3873,7.5622
EV2036,HCP102189,2.9972,7.3857
EV2037,HCP100135,4.9293,13.3612
EV2037,HCP100270,-2.7126,-4.9144
EV2037,HCP100406,-0.6278,-1.6868
EV2037,HCP100440,-0.2055,-0.4235
EV2037,HCP100496,-1.043,-3.2794
EV2037,HCP100540,0.177,0.4416
EV2037,HCP100788,0.4305,1.3051
EV2037,HCP100815,0.5447,0.8964
EV2037,HCP100908,-1.9259,-5.5366
EV2037,HCP101049,0.1041,0.2861
EV2037,HCP101083,0.8328,2.0165
EV2037,HCP101508,-9.5311,-21.3018
EV2037,HCP102038,0.1915,0.4235
EV2037,HCP102159,2.4375,5.9054
EV2037,HCP102161,-0.3641,-0.9171
EV2037,HCP102327,0.1614,0.4005
EV2038,HCP100139,1.4247,2.846
EV2038,HCP100224,1.932,4.2362
EV2038,HCP100408,-0.0736,-0.1646
EV2038,HCP100435,-2.1128,-4.5385
EV2038,HCP100450,-0.4319,-0.7696
EV2038,HCP100454,0.3035,0.7112
EV2038,HCP100631,0.8943,1.604
EV2038,HCP100652,1.9389,3.2451
EV2038,HCP100695,-0.1984,-0.3461
EV2038,HCP100710,-2.2722,-6.0023
EV2038,HCP100888,0.164,0.3215
EV2038,HCP100908,6.7119,21.6087
EV2038,HCP100929,0.6677,1.7447
EV2038,HCP100947,7.9598,18.6923
EV2038,HCP101081,-0.598,-1.4441
EV2038,HCP101095,-0.1456,-0.4044
EV2038,HCP101262,0.2845,0.5737
EV2038,HCP101317,-3.1307,-6.6295
EV2038,HCP101364,0.4919,0.8747
EV2038,HCP101432,0.0865,0.2434
EV2038,HCP102099,0.0765,0.1861
EV2038,HCP102100,0.0744,0.169
EV2038,HCP102153,-0.1073,-0.31
EV2038,HCP102285,0.5339,1.1687
EV2038,HCP102480,1.2249,2.5189
EV2038,HCP102484,0.2536,0.5558
EV2039,HCP100103,2.557,6.3481
EV2039,HCP100160,7.4913,17.2637
EV2039,HCP100164,6.8498,20.8949
EV2039,HCP100191,1.9334,7.33
EV2039,HCP100252,3.8161,11.311
EV2039,HCP100261,8.4865,14.4133
EV2039,HCP100301,0.5805,1.2577
EV2039,HCP100465,4.2762,9.7955
EV2039,HCP100488,0.4733,1.1997
EV2039,HCP100712,0.1721,0.3678
EV2039,HCP100718,3.1478,9.3451
EV2039,HCP100722,0.2983,0.5585
EV2039,HCP100726,2.6336,6.8052
EV2039,HCP100769,10.8354,17.6312
EV2039,HCP100771,0.6942,1.6673
EV2039,HCP100791,2.118,5.1502
EV2039,HCP100883,0.5885,1.1667
EV2039,HCP100894,0.9844,2.5944
EV2039,HCP100906,0.4552,1.0611
EV2039,HCP100918,0.7953,1.4952
EV2039,HCP100949,1.5682,2.6247
EV2039,HCP101000,1.0125,1.9764
EV2039,HCP101014,20.6189,45.1293
EV2039,HCP101016,1.9207,3.5931
EV2039,HCP101098,1.4077,3.3852
EV2039,HCP101207,0.7936,2.8635
EV2039,HCP101283,3.4949,8.8942
EV2039,HCP101416,23.1715,62.7067
EV2039,HCP101493,2.4113,5.9581
EV2039,HCP101599,18.156,39.9384
EV2039,HCP101608,1.6246,3.3205
EV2039,HCP101775,1.7212,3.0659
EV2039,HCP101810,0.2004,0.3692
EV2039,HCP101838,1.2461,2.3499
EV2039,HCP101889,5.7155,15.2653
EV2039,HCP101949,5.3667,9.5748
EV2039,HCP101963,2.5717,4.8391
EV2039,HCP102155,1.4017,3.2593
EV2039,HCP102171,2.6141,5.1452
EV2039,HCP102206,1.8238,3.9128
EV2039,HCP102266,2.5036,9.057
EV2039,HCP102319,2.7036,5.3695
EV2039,HCP102343,0.4832,1.2295
EV2039,HCP102378,0.863,1.9429
EV2039,HCP102472,5.8887,14.7148
EV2039,HCP102490,1.194,2.2078
EV2040,HCP100213,5.7636,16.3308
EV2040,HCP100245,1.4491,5.3331
EV2040,HCP100288,0.4702,0.9185
EV2040,HCP100409,0.2356,0.6233
EV2040,HCP100591,0.8526,1.8121
EV2040,HCP100927,0.4587,1.3856
EV2040,HCP101055,4.1462,8.4928
EV2040,HCP101092,0.1521,0.3236
EV2040,HCP101368,2.3356,5.4636
EV2040,HCP101373,0.1536,0.2698
EV2040,HCP101542,1.0941,2.3991
EV2040,HCP101811,0.6988,1.5598
EV2040,HCP101831,2.8194,8.0493
EV2040,HCP101943,2.4455,4.985
EV2040,HCP102299,0.5294,1.2951
EV2041,HCP100104,17.0786,33.3551
EV2041,HCP100156,2.6894,5.9771
EV2041,HCP100230,2.3811,5.918
EV2041,HCP100284,-2.0208,-5.3957
EV2041,HCP100353,0.7323,1.9089
EV2041,HCP100616,3.6654,8.402
EV2041,HCP100619,-2.1482,-6.3037
EV2041,HCP100847,1.5653,3.0759
EV2041,HCP100939,-2.0661,-5.6238
EV2041,HCP101102,-2.4956,-4.9999
EV2041,HCP101521,4.1583,10.3352
EV2041,HCP101568,0.7349,1.6809
EV2041,HCP101589,0.5734,1.4882
EV2041,HCP101736,0.2835,0.6411
EV2041,HCP102106,-0.1948,-0.4381
EV2041,HCP102147,-0.0572,-0.189
EV2041,HCP102311,-0.2105,-0.4182
EV2041,HCP102320,7.1885,13.8425
EV2041,HCP102367,4.7329,9.8623
EV2042,HCP100075,18.2912,32.9952
EV2042,HCP100169,4.5506,12.3648
EV2042,HCP100300,1.5924,5.1501
EV2042,HCP100568,5.9475,10.5801
EV2042,HCP100777,1.2343,2.7355
EV2042,HCP100839,39.3297,94.7516
EV2042,HCP100923,11.231,19.0572
EV2042,HCP101448,20.5333,44.1954
EV2042,HCP101453,30.778,77.9168
EV2042,HCP101654,13.291,29.9865
EV2042,HCP101795,3.4241,7.2352
EV2042,HCP101836,4.0856,9.7257
EV2042,HCP102097,14.9988,26.9135
EV2042,HCP102331,1.6285,4.1784
EV2042,HCP102363,8.5164,20.5962
EV2042,HCP102368,8.8926,20.2862
EV2042,HCP102391,4.0299,8.8933
EV2043,HCP100522,-0.0463,-0.1058
EV2043,HCP100572,-0.2236,-0.4657
EV2043,HCP100609,0.5362,1.1864
EV2043,HCP100978,-0.1082,-0.2837
EV2043,HCP101060,0.9498,2.7325
EV2043,HCP101181,0.851,1.6025
EV2043,HCP101367,0.4037,1.1184
EV2043,HCP101382,-0.3581,-0.8256
EV2043,HCP101530,-2.1069,-6.6522
EV2043,HCP101742,-1.4977,-3.5132
EV2043,HCP101793,-0.1527,-0.2968
EV2043,HCP102020,-0.9144,-1.968
EV2043,HCP102109,-0.6467,-1.4378
EV2043,HCP102129,-0.2,-0.4153
EV2043,HCP102317,-0.3935,-0.6637
EV2043,HCP102345,0.8065,1.6982
EV2043,HCP102397,-1.6064,-3.4006
EV2044,HCP100065,-0.0968,-0.2635
EV2044,HCP100126,-5.4579,-11.3226
EV2044,HCP100146,-3.7753,-7.9692
EV2044,HCP100213,-0.232,-0.6152
EV2044,HCP100335,-0.3799,-1.4324
EV2044,HCP100459,-4.5609,-10.872
EV2044,HCP100480,-1.1698,-2.5577
EV2044,HCP100963,-3.0064,-7.0275
EV2044,HCP100999,0.3756,0.726
EV2044,HCP101048,-9.7358,-23.0572
EV2044,HCP101572,-7.9131,-20.5698
EV2044,HCP101576,0.0171,0.0447
EV2044,HCP101697,-1.5371,-3.5722
EV2044,HCP101959,-15.6659,-34.6672
EV2044,HCP102253,-2.7522,-6.8357
EV2044,HCP102294,-3.215,-5.0699
EV2044,HCP102362,-1.6311,-4.6523
EV2044,HCP102448,-16.2049,-32.4115
EV2045,HCP100076,4.0245,8.8076
EV2045,HCP100164,10.0773,33.0767
EV2045,HCP100460,7.5107,20.6649
EV2045,HCP101340,17.8083,48.2329
EV2045,HCP101430,14.9557,29.5447
EV2045,HCP101461,0.806,1.7317
EV2045,HCP101877,6.2918,15.9115
EV2046,HCP100111,37.0532,102.9633
EV2046,HCP100922,3.7913,7.8285
EV2046,HCP101580,3.7326,7.65
EV2046,HCP101618,14.6091,36.5179
EV2046,HCP101759,13.6327,30.3117
EV2046,HCP102332,3.6667,9.4049
EV2046,HCP102367,7.2433,14.9063
EV2046,HCP102487,1.358,2.4362
EV2047,HCP100160,10.0905,22.6151
EV2047,HCP100328,4.1383,9.5762
EV2047,HCP100818,6.9787,15.2947
EV2047,HCP100880,1.9046,4.0497
EV2047,HCP100962,15.85,26.2999
EV2047,HCP100964,6.8637,14.0381
EV2047,HCP100992,5.9226,11.5781
EV2047,HCP101018,3.7789,7.1229
EV2047,HCP101698,0.6415,1.2998
EV2047,HCP101726,1.5688,3.2715
EV2047,HCP101808,17.7372,31.0735
EV2047,HCP101965,0.5009,1.6715
EV2047,HCP102001,1.6,3.3163
EV2047,HCP102110,24.0725,57.5031
EV2047,HCP102137,2.6651,8.9901
EV2047,HCP102330,36.4432,91.5453
EV2047,HCP102357,10.9131,24.7649
EV2047,HCP102376,5.4434,12.2298
EV2048,HCP100252,15.8647,46.7757
EV2048,HCP100304,23.4428,71.7941
EV2048,HCP100330,4.5775,11.2309
EV2048,HCP100363,20.0357,44.495
EV2048,HCP100389,10.9611,24.5555
EV2048,HCP100564,14.1962,29.874
EV2048,HCP100631,6.072,10.4252
EV2048,HCP100645,19.1519,42.4864
EV2048,HCP100719,3.6366,8.2956
EV2048,HCP100748,3.4309,7.4293
EV2048,HCP100907,13.1099,29.0476
EV2048,HCP100936,5.4084,12.8992
EV2048,HCP101010,18.6641,40.4776
EV2048,HCP101015,8.3536,19.6639
EV2048,HCP101028,1.8385,3.9737
EV2048,HCP101040,9.6149,19.5764
EV2048,HCP101102,53.9354,114.7167
EV2048,HCP101134,1.7178,4.0481
EV2048,HCP101435,1.1654,3.3729
EV2048,HCP101513,4.1075,9.0228
EV2048,HCP101539,7.4288,17.7111
EV2048,HCP101596,11.9691,27.1693
EV2048,HCP101680,19.6964,51.3421
EV2048,HCP101837,13.6222,30.0039
EV2048,HCP101891,5.5105,10.478
EV2048,HCP101942,6.1702,13.3143
EV2048,HCP102004,1.6937,4.1177
EV2048,HCP102131,27.8244,70.8493
EV2048,HCP102132,7.6515,15.6305
EV2048,HCP102160,34.3656,90.7816
EV2048,HCP102176,16.9321,44.9593
EV2048,HCP102204,4.0581,8.744
EV2048,HCP102217,22.5491,56.127
EV2048,HCP102399,6.22,12.1001
EV2048,HCP102401,3.3115,7.1612
EV2048,HCP102466,51.4962,94.703
EV2049,HCP100342,4.9753,13.5961
EV2049,HCP100579,2.0548,5.3076
EV2049,HCP100601,14.6255,37.0471
EV2049,HCP101189,3.5373,8.0892
EV2049,HCP101476,4.2627,13.4746
EV2049,HCP102081,0.7407,1.8673
EV2049,HCP102248,23.6178,47.5739
EV2050,HCP100032,12.0068,25.1435
EV2050,HCP100279,1.1107,3.0395
EV2050,HCP100395,9.9363,25.1591
EV2050,HCP100414,1.4701,3.2768
EV2050,HCP100625,1.8107,3.756
EV2050,HCP101089,33.2103,92.1764
EV2050,HCP101219,0.2686,0.7928
EV2050,HCP101498,2.0432,4.0544
EV2050,HCP101894,3.9112,8.9075
EV2050,HCP102170,12.6397,41.8077
EV2050,HCP102466,46.0844,95.9416
EV2051,HCP100078,0.6586,1.9959
EV2051,HCP100121,1.859,3.5027
EV2051,HCP100122,2.6874,5.8617
EV2051,HCP100183,0.1256,0.3679
EV2051,HCP100436,3.2046,6.3129
EV2051,HCP100800,0.1874,0.4859
EV2051,HCP100874,0.2138,0.5309
EV2051,HCP101224,0.7252,1.3841
EV2051,HCP101305,1.3055,3.198
EV2051,HCP101426,4.1526,9.4723
EV2051,HCP101504,11.8947,22.4329
EV2051,HCP101585,4.0611,8.3372
EV2051,HCP101627,0.7588,1.9582
EV2051,HCP101778,4.7536,11.0303
EV2051,HCP101788,0.9651,3.3621
EV2051,HCP102028,0.9114,1.6131
EV2051,HCP102074,0.7092,1.2777
EV2051,HCP102078,0.4658,1.1698
EV2051,HCP102474,1.3017,2.6584
EV2052,HCP100081,1.497,3.9606
EV2052,HCP100161,-1.6557,-3.0177
EV2052,HCP100198,-2.2266,-4.4837
EV2052,HCP100388,0.2601,0.611
EV2052,HCP100497,-8.722,-17.2224
EV2052,HCP100559,-1.9824,-4.0068
EV2052,HCP100676,1.1452,2.7922
EV2052,HCP101046,1.9255,3.7976
EV2052,HCP101085,0.348,0.6113
EV2052,HCP101087,1.0915,2.0464
EV2052,HCP101116,-0.7339,-1.5703
EV2052,HCP101167,-1.931,-4.2381
EV2052,HCP101236,0.1228,0.3336
EV2052,HCP101696,-2.9159,-7.3099
EV2052,HCP101714,1.8264,4.7342
EV2052,HCP101761,-0.065,-0.1892
EV2052,HCP101844,0.544,1.0289
EV2052,HCP101849,1.1501,2.8722
EV2052,HCP101928,-0.0016,-0.0031
EV2052,HCP101947,0.1615,0.458
EV2052,HCP102013,2.8116,6.543
EV2052,HCP102140,-0.1751,-0.3235
EV2052,HCP102143,0.0486,0.0925
EV2052,HCP102230,-0.5471,-1.2884
EV2052,HCP102434,0.6915,1.3062
EV2052,HCP102439,0.468,0.8407
EV2054,HCP100133,7.8025,15.3153
EV2054,HCP100344,7.9462,15.4042
EV2054,HCP100391,3.3949,6.9224
EV2054,HCP100511,0.738,1.363
EV2054,HCP100542,0.1749,0.4091
EV2054,HCP100748,3.0353,5.8506
EV2054,HCP100932,6.5507,16.165
EV2054,HCP100942,0.647,1.6495
EV2054,HCP101074,8.7236,16.248
EV2054,HCP101092,0.4591,1.1508
EV2054,HCP101222,0.0546,0.1262
EV2054,HCP101300,0.216,0.4665
EV2054,HCP101348,2.6853,6.7608
EV2054,HCP101422,2.2987,3.9166
EV2054,HCP101781,4.7596,11.9066
EV2054,HCP101803,1.4724,3.753
EV2054,HCP101882,0.3837,0.9435
EV2054,HCP102417,5.6414,10.7816
EV2055,HCP100139,17.8385,31.0744
EV2055,HCP100151,3.8657,8.2286
EV2055,HCP100152,30.5713,79.3609
EV2055,HCP100315,17.5189,37.7201
EV2055,HCP100466,6.15,11.1974
EV2055,HCP100467,2.5616,6.324
EV2055,HCP100628,4.7497,11.8474
EV2055,HCP100686,1.182,3.0376
EV2055,HCP100799,41.5559,98.4503
EV2055,HCP100822,5.9445,15.3679
EV2055,HCP100914,28.4807,57.4893
EV2055,HCP100970,8.5893,21.3486
EV2055,HCP100975,17.0694,39.2397
EV2055,HCP101022,12.0395,33.4748
EV2055,HCP101049,53.9354,168.9466
EV2055,HCP101194,23.4204,49.4343
EV2055,HCP101238,22.7471,90.4115
EV2055,HCP101326,17.5862,35.0159
EV2055,HCP101349,13.6749,28.5086
EV2055,HCP101361,9.5098,25.1295
EV2055,HCP101382,3.6377,8.86
EV2055,HCP101392,31.0043,85.2422
EV2055,HCP101466,5.1512,12.1389
EV2055,HCP101508,33.7097,73.4642
EV2055,HCP101606,19.9751,47.5182
EV2055,HCP101741,0.6731,1.5521
EV2055,HCP101786,4.4055,8.4436
EV2055,HCP101867,26.4476,54.1289
EV2055,HCP101984,11.9147,29.0467
EV2055,HCP102174,3.1718,8.533
EV2055,HCP102195,17.4894,32.2095
EV2055,HCP102217,23.5345,56.4772
EV2055,HCP102234,3.8698,7.8465
EV2055,HCP102272,6.3415,13.4743
EV2055,HCP102290,1.9097,3.6357
EV2055,HCP102329,39.6884,73.1255
EV2055,HCP102342,3.1156,10.8859
EV2055,HCP102344,8.8024,15.1147
EV2055,HCP102373,8.7368,17.8746
EV2055,HCP102374,35.3817,104.7991
EV2055,HCP102403,8.6697,19.1466
EV2055,HCP102424,35.4317,123.5541
EV2055,HCP102453,2.5585,6.7735
EV2055,HCP102464,1.6969,4.664
EV2056,HCP100234,-0.9034,-1.9348
EV2056,HCP100289,-1.5016,-2.7655
EV2056,HCP100556,0.0163,0.0473
EV2056,HCP100611,-0.9153,-1.9229
EV2056,HCP100681,-2.1479,-3.8213
EV2056,HCP100896,-1.8181,-3.6156
EV2056,HCP100926,-0.5578,-0.9375
EV2056,HCP101213,-0.2482,-0.4723
EV2056,HCP101249,-10.1071,-20.6914
EV2056,HCP101462,-7.6224,-16.663
EV2056,HCP101463,-0.2407,-0.5427
EV2056,HCP101713,-0.5242,-1.1226
EV2056,HCP101782,-0.9593,-1.6523
EV2056,HCP101807,-7.082,-19.1824
EV2056,HCP102108,-0.265,-0.593
EV2056,HCP102358,-15.7297,-35.0541
EV2057,HCP100039,0.2953,0.5949
EV2057,HCP100086,2.1107,4.4926
EV2057,HCP100351,12.0257,24.6149
EV2057,HCP100550,2.4884,6.8009
EV2057,HCP100674,10.9292,27.193
EV2057,HCP100770,1.0884,2.7408
EV2057,HCP100901,0.4678,0.9011
EV2057,HCP100928,1.2924,2.4842
EV2057,HCP100991,1.2559,3.0929
EV2057,HCP101099,2.059,4.4699
EV2057,HCP101289,2.7467,4.7047
EV2057,HCP101355,0.5192,1.0819
EV2057,HCP101385,0.1314,0.3068
EV2057,HCP101491,0.8209,1.6536
EV2057,HCP101531,1.0352,2.9467
EV2057,HCP101781,2.2695,6.4283
EV2057,HCP101815,1.0385,2.4256
EV2057,HCP102191,0.5292,1.3764
EV2057,HCP102415,4.0593,7.5174
EV2057,HCP102474,1.1556,2.1731
EV2058,HCP100155,0.337,0.8473
EV2058,HCP100225,1.4964,3.8419
EV2058,HCP100475,0.3843,0.8162
EV2058,HCP100560,0.1542,0.3114
EV2058,HCP100588,0.1248,0.2179
EV2058,HCP100626,1.0523,1.8455
EV2058,HCP100715,0.4072,0.7143
EV2058,HCP100752,3.6518,7.6957
EV2058,HCP100787,0.4204,0.7425
EV2058,HCP100853,0.0906,0.2354
EV2058,HCP100854,1.5525,4.9524
EV2058,HCP100873,2.8534,6.9984
EV2058,HCP101057,5.3004,11.2969
EV2058,HCP101247,0.9504,2.084
EV2058,HCP101368,5.2425,14.5095
EV2058,HCP101433,0.5828,1.1626
EV2058,HCP101624,0.5884,1.1729
EV2058,HCP101662,0.9879,2.3625
EV2058,HCP101701,2.2367,4.7134
EV2058,HCP101812,1.6712,3.3165
EV2058,HCP101828,0.1988,0.5875
EV2058,HCP101871,1.1129,2.1972
EV2058,HCP101966,0.6167,1.3472
EV2058,HCP102162,-1.38,-3.0965
EV2058,HCP102191,0.0733,0.175
EV2058,HCP102265,3.0184,7.9542
EV2058,HCP102425,6.0645,10.9247
EV2059,HCP100049,2.6227,5.1527
EV2059,HCP100186,1.2395,2.5285
EV2059,HCP100202,2.6243,5.5562
EV2059,HCP100247,1.244,3.2995
EV2059,HCP100358,1.0965,2.4778
EV2059,HCP100517,7.3873,15.5683
EV2059,HCP100661,2.6721,5.4096
EV2059,HCP100699,22.262,59.6646
EV2059,HCP100757,12.7333,32.3607
EV2059,HCP100776,1.4231,4.8638
EV2059,HCP101093,2.2979,5.4881
EV2059,HCP101271,15.9502,40.5399
EV2059,HCP101318,4.595,8.1717
EV2059,HCP101372,16.454,37.941
EV2059,HCP101479,2.5659,4.7086
EV2059,HCP101488,4.9841,11.9811
EV2059,HCP101615,0.6084,1.4656
EV2059,HCP101622,13.7688,27.8155
EV2059,HCP101635,0.4431,0.9286
EV2059,HCP101836,1.117,2.9176
EV2059,HCP101941,0.0524,0.1105
EV2059,HCP102011,3.0763,5.2885
EV2059,HCP102096,0.1764,0.3432
EV2059,HCP102102,3.12,7.8522
EV2059,HCP102178,2.8335,5.4515
EV2059,HCP102336,6.4694,13.7152
EV2059,HCP102386,5.168,12.119
EV2059,HCP102389,3.2526,5.8927
EV2059,HCP102457,6.3958,15.0646
EV2059,HCP102492,6.1462,18.5932
EV2060,HCP100177,-0.0174,-0.0442
EV2060,HCP100541,-0.4175,-0.8277
EV2060,HCP100626,0.2076,0.3555
EV2060,HCP100878,0.0281,0.0527
EV2060,HCP101778,-0.4657,-1.1403
EV2060,HCP101875,-1.4221,-3.251
EV2060,HCP102193,-0.2247,-0.4838
EV2060,HCP102238,0.0453,0.1031
EV2060,HCP102353,-0.4899,-1.4878
EV2060,HCP102447,0.5121,0.8166
EV2061,HCP100011,-0.6634,-1.6562
EV2061,HCP100058,-0.3487,-0.6976
EV2061,HCP100216,-0.1069,-0.3156
EV2061,HCP100351,-1.4638,-2.8197
EV2061,HCP100416,-0.0848,-0.2225
EV2061,HCP100428,-0.7445,-1.4949
EV2061,HCP100431,-2.3975,-7.1867
EV2061,HCP100515,-0.409,-0.9659
EV2061,HCP100542,-0.0733,-0.1768
EV2061,HCP100581,-1.3399,-2.3437
EV2061,HCP100703,-0.2017,-0.3936
EV2061,HCP100792,-0.0369,-0.1043
EV2061,HCP100870,-1.6614,-4.0293
EV2061,HCP100983,-0.1525,-0.3646
EV2061,HCP101074,-5.1949,-10.3115
EV2061,HCP101086,-0.0515,-0.1133
EV2061,HCP101100,-0.3389,-0.8213
EV2061,HCP101157,-1.6053,-3.8475
EV2061,HCP101199,-0.3575,-0.7013
EV2061,HCP101221,-0.1278,-0.3144
EV2061,HCP101444,-0.1669,-0.4301
EV2061,HCP101504,-3.1896,-5.5592
EV2061,HCP101519,-5.8852,-13.9149
EV2061,HCP101610,-1.2246,-2.6173
EV2061,HCP101641,-1.5103,-3.6095
EV2061,HCP101675,-3.7169,-8.5006
EV2061,HCP101743,-0.7926,-1.9662
EV2061,HCP101747,-0.2804,-0.6808
EV2061,HCP101792,-0.2159,-0.4512
EV2061,HCP101950,-0.1037,-0.2597
EV2061,HCP102245,-0.4768,-1.0614
EV2061,HCP102477,-0.5846,-1.4229
EV2062,HCP100008,1.0456,3.109
EV2062,HCP100045,1.4547,6.1705
EV2062,HCP100051,0.8204,1.9981
EV2062,HCP100057,1.397,4.4993
EV2062,HCP100125,6.8649,16.6345
EV2062,HCP100140,1.2956,2.9027
EV2062,HCP100143,2.4735,5.7224
EV2062,HCP100153,2.5596,6.1601
EV2062,HCP100162,0.5595,1.3137
EV2062,HCP100181,2.1044,3.9408
EV2062,HCP100265,1.008,2.3868
EV2062,HCP100297,0.4048,0.8026
EV2062,HCP100305,1.4441,3.6336
EV2062,HCP100512,1.6466,3.5558
EV2062,HCP100525,2.3292,5.441
EV2062,HCP100539,0.1991,0.417
EV2062,HCP100548,2.7736,7.8139
EV2062,HCP100560,0.8633,2.0734
EV2062,HCP100578,1.1257,2.5674
EV2062,HCP100639,5.9917,13.7833
EV2062,HCP100674,15.1605,40.8164
EV2062,HCP100763,0.2813,0.7324
EV2062,HCP100807,3.4396,7.3893
EV2062,HCP100889,0.2628,0.6663
EV2062,HCP100921,1.0118,2.4814
EV2062,HCP100979,1.6614,3.6681
EV2062,HCP101055,6.8506,16.2573
EV2062,HCP101064,0.5614,1.1878
EV2062,HCP101086,1.3844,2.9567
EV2062,HCP101096,3.5601,8.0957
EV2062,HCP101097,8.9134,15.8247
EV2062,HCP101106,1.0371,2.1517
EV2062,HCP101141,3.7492,6.9075
EV2062,HCP101168,0.0592,0.1216
EV2062,HCP101174,1.5237,2.8672
EV2062,HCP101327,0.5298,1.2485
EV2062,HCP101356,2.4879,5.7511
EV2062,HCP101393,8.7103,19.2499
EV2062,HCP101404,5.5046,15.0513
EV2062,HCP101440,5.6021,13.16
EV2062,HCP101504,14.4338,28.0501
EV2062,HCP101517,0.8353,2.6273
EV2062,HCP101548,8.6366,18.8816
EV2062,HCP101564,1.597,3.3325
EV2062,HCP101760,0.6215,1.2376
EV2062,HCP101906,6.6825,13.6982
EV2062,HCP101914,0.4883,1.3914
EV2062,HCP101981,0.2858,0.6317
EV2062,HCP102048,2.9113,6.8383
EV2062,HCP102249,0.604,1.2457
EV2062,HCP102306,5.1394,12.6675
EV2062,HCP102328,0.0997,0.1758
EV2062,HCP102383,0.633,1.5579
EV2062,HCP102482,0.1324,0.2555
EV2063,HCP100222,-5.1302,-10.2302
EV2063,HCP100559,-16.4528,-34.4649
EV2063,HCP100758,-3.7133,-8.3833
EV2063,HCP100847,-3.1816,-6.9147
EV2063,HCP101604,-14.3252,-40.0102
EV2063,HCP102043,-2.467,-5.5647
EV2063,HCP102139,-0.5013,-1.02
EV2063,HCP102489,-3.8718,-7.2412
EV2064,HCP100014,-1.1412,-3.1061
EV2064,HCP100060,-2.2692,-5.8679
EV2064,HCP100311,-6.7257,-19.3491
EV2064,HCP100327,-0.0471,-0.129
EV2064,HCP100413,0.8335,2.1493
EV2064,HCP100429,-0.2123,-0.5006
EV2064,HCP100502,-0.4708,-1.3249
EV2064,HCP100551,-1.0349,-2.4938
EV2064,HCP100577,-0.0841,-0.1453
EV2064,HCP100680,-4.9278,-9.8449
EV2064,HCP100777,-0.6212,-1.3631
EV2064,HCP100859,-12.5046,-33.7831
EV2064,HCP100900,-0.0404,-0.0877
EV2064,HCP101013,-1.2811,-2.2845
EV2064,HCP101031,-4.7281,-11.061
EV2064,HCP101073,-0.5837,-1.1993
EV2064,HCP101300,3.5021,7.8002
EV2064,HCP101343,-1.3906,-3.7301
EV2064,HCP101503,-3.0307,-7.5145
EV2064,HCP101652,-1.9413,-3.5129
EV2064,HCP101767,-1.0305,-2.2059
EV2064,HCP101949,-0.2368,-0.4743
EV2064,HCP102110,-8.19,-19.6145
EV2064,HCP102351,-0.4337,-0.702
EV2064,HCP102411,-0.3543,-0.7653
EV2064,HCP102458,-3.2556,-9.6962
EV2065,HCP100064,13.3095,25.2327
EV2065,HCP100102,32.6621,110.2112
EV2065,HCP100138,0.881,2.3516
EV2065,HCP100583,1.3827,2.6982
EV2065,HCP100601,23.0332,57.6768
EV2065,HCP100640,27.4939,56.3142
EV2065,HCP100934,16.2325,29.9042
EV2065,HCP100944,2.6295,5.826
EV2065,HCP101105,16.9689,37.3428
EV2065,HCP101120,20.0058,44.3137
EV2065,HCP101220,24.0205,47.0684
EV2065,HCP101277,4.9505,12.7921
EV2065,HCP101476,4.6611,12.722
EV2065,HCP101623,9.4503,23.1292
EV2065,HCP101860,13.7132,40.2476
EV2065,HCP101865,7.4182,13.8048
EV2065,HCP101885,9.5868,20.2604
EV2065,HCP101919,1.3167,3.0212
EV2065,HCP101926,8.7116,19.2249
EV2065,HCP102020,3.0515,5.5773
EV2065,HCP102073,7.0462,15.5
EV2065,HCP102138,12.58,27.8594
EV2065,HCP102207,6.1421,11.6573
EV2065,HCP102239,31.9425,70.8342
EV2065,HCP102304,15.282,33.7792
EV2065,HCP102355,51.9472,177.22
EV2065,HCP102375,53.9354,116.3585
EV2066,HCP100344,9.6705,20.3118
EV2066,HCP100933,1.0565,2.2472
EV2066,HCP101096,1.0463,2.5771
EV2066,HCP101491,0.3466,0.709
EV2066,HCP101906,1.9782,4.2813
