event_id,hcp_id,invited_at,channel,eligible_reason
EV2034,HCP100778,2024-10-16,Email,Product affinity
EV2034,HCP101666,2024-10-12,Email,Combination of factors
EV2034,HCP102346,2024-10-04,Email,Combination of factors
EV2034,HCP101346,2024-09-17,Rep,Product affinity
EV2034,HCP100451,2024-10-03,Email,Product affinity
EV2034,HCP100395,2024-09-02,Rep,Product affinity
EV2034,HCP100009,2024-10-10,Portal,Prior engagement
EV2034,HCP100450,2024-10-12,Email,Patient-volume threshold
EV2034,HCP100497,2024-10-10,Email,Product affinity
EV2034,HCP100975,2024-10-06,Email,Product affinity
EV2034,HCP100786,2024-09-28,Portal,Combination of factors
EV2034,HCP101970,2024-10-24,Phone,Combination of factors
EV2034,HCP102466,2024-09-19,Rep,Patient-volume threshold
EV2034,HCP101285,2024-10-11,Portal,Combination of factors
EV2034,HCP101604,2024-10-07,Portal,Product affinity
EV2034,HCP101347,2024-09-22,Rep,Specialty match
EV2034,HCP100131,2024-09-05,Rep,Combination of factors
EV2034,HCP101839,2024-09-28,Rep,Product affinity
EV2034,HCP102355,2024-09-17,Rep,Product affinity
EV2034,HCP101931,2024-10-04,Email,Product affinity
EV2034,HCP101010,2024-10-17,Phone,Patient-volume threshold
EV2034,HCP100237,2024-10-03,Rep,Product affinity
EV2034,HCP102155,2024-10-04,Portal,Product affinity
EV2034,HCP101479,2024-10-02,Email,Combination of factors
EV2034,HCP100139,2024-10-17,Phone,Patient-volume threshold
EV2034,HCP101093,2024-09-06,Rep,Product affinity
EV2034,HCP101394,2024-09-20,Rep,Combination of factors
EV2034,HCP101457,2024-10-02,Email,Combination of factors
EV2034,HCP102475,2024-09-28,Portal,Product affinity
EV2034,HCP100817,2024-09-24,Rep,Product affinity
EV2034,HCP101067,2024-09-09,Rep,Patient-volume threshold
EV2034,HCP101125,2024-09-30,Rep,Product affinity
EV2034,HCP100541,2024-09-16,Portal,Patient-volume threshold
EV2034,HCP100478,2024-10-06,Email,Product affinity
EV2034,HCP100103,2024-10-18,Email,Patient-volume threshold
EV2034,HCP101076,2024-10-01,Email,Combination of factors
EV2034,HCP100711,2024-10-11,Email,Specialty match
EV2034,HCP100806,2024-10-02,Email,Product affinity
EV2034,HCP100343,2024-09-26,Portal,Specialty match
EV2034,HCP102142,2024-10-15,Email,Combination of factors
EV2034,HCP100517,2024-09-27,Email,Product affinity
EV2034,HCP100714,2024-10-02,Email,Product affinity
EV2034,HCP102424,2024-10-06,Email,Product affinity
EV2034,HCP101034,2024-10-10,Email,Product affinity
EV2034,HCP101113,2024-10-19,Email,Product affinity
EV2034,HCP101550,2024-10-04,Email,Prior engagement
EV2034,HCP102225,2024-10-19,Portal,Product affinity
EV2034,HCP100984,2024-09-30,Email,Combination of factors
EV2034,HCP101565,2024-09-28,Email,Combination of factors
EV2034,HCP100166,2024-10-09,Email,Patient-volume threshold
EV2034,HCP100115,2024-09-11,Rep,Product affinity
EV2034,HCP102457,2024-10-11,Email,Combination of factors
EV2034,HCP100126,2024-09-14,Portal,Product affinity
EV2034,HCP102430,2024-09-24,Email,Combination of factors
EV2034,HCP101916,2024-09-24,Email,Specialty match
EV2034,HCP102433,2024-09-27,Rep,Patient-volume threshold
EV2034,HCP102363,2024-10-04,Email,Combination of factors
EV2034,HCP100128,2024-09-28,Email,Combination of factors
EV2034,HCP101811,2024-10-02,Email,Combination of factors
EV2034,HCP100758,2024-10-04,Email,Combination of factors
EV2034,HCP100971,2024-10-17,Phone,Prior engagement
EV2034,HCP100393,2024-10-08,Email,Combination of factors
EV2034,HCP100398,2024-10-05,Email,Combination of factors
EV2034,HCP100796,2024-10-06,Email,Specialty match
EV2034,HCP102045,2024-09-23,Rep,Specialty match
EV2034,HCP101163,2024-10-01,Email,Combination of factors
EV2034,HCP101590,2024-10-15,Portal,Product affinity
EV2034,HCP102031,2024-10-16,Email,Product affinity
EV2034,HCP100307,2024-10-05,Phone,Product affinity
EV2034,HCP100504,2024-09-25,Rep,Product affinity
EV2034,HCP100953,2024-10-03,Email,Combination of factors
EV2034,HCP101790,2024-10-05,Email,Product affinity
EV2034,HCP100389,2024-10-18,Email,Product affinity
EV2034,HCP102347,2024-10-11,Email,Combination of factors
EV2034,HCP101700,2024-10-20,Phone,Combination of factors
EV2034,HCP101046,2024-09-16,Portal,Product affinity
EV2034,HCP101860,2024-09-16,Rep,Product affinity
EV2034,HCP100065,2024-10-01,Email,Specialty match
EV2034,HCP101033,2024-10-21,Email,Specialty match
EV2034,HCP100054,2024-09-29,Portal,Product affinity
EV2034,HCP100249,2024-10-09,Email,Product affinity
EV2034,HCP101248,2024-10-16,Phone,Product affinity
EV2034,HCP102096,2024-09-24,Email,Product affinity
EV2034,HCP101663,2024-10-10,Email,Specialty match
EV2034,HCP100701,2024-09-10,Rep,Combination of factors
EV2034,HCP100114,2024-10-06,Email,Product affinity
EV2034,HCP101877,2024-09-11,Rep,Patient-volume threshold
EV2034,HCP101122,2024-10-18,Portal,Product affinity
EV2034,HCP100062,2024-09-29,Rep,Product affinity
EV2034,HCP102294,2024-09-24,Rep,Product affinity
EV2034,HCP100775,2024-09-29,Email,Combination of factors
EV2034,HCP101317,2024-09-29,Rep,Product affinity
EV2034,HCP101783,2024-10-12,Email,Combination of factors
EV2034,HCP100055,2024-10-16,Email,Product affinity
EV2034,HCP102127,2024-09-24,Email,Product affinity
EV2034,HCP100656,2024-10-22,Email,Product affinity
EV2034,HCP102001,2024-10-08,Rep,Product affinity
EV2034,HCP100640,2024-10-17,Portal,Product affinity
EV2034,HCP100467,2024-10-04,Email,Product affinity
EV2034,HCP100463,2024-09-17,Portal,Combination of factors
EV2034,HCP100269,2024-09-20,Rep,Combination of factors
EV2034,HCP102168,2024-10-16,Phone,Combination of factors
EV2034,HCP100081,2024-09-24,Portal,Product affinity
EV2034,HCP100220,2024-10-06,Email,Combination of factors
EV2034,HCP101432,2024-09-27,Email,Combination of factors
EV2034,HCP102190,2024-09-25,Email,Specialty match
EV2034,HCP101797,2024-10-23,Phone,Product affinity
EV2034,HCP102274,2024-09-28,Rep,Product affinity
EV2034,HCP102189,2024-10-23,Phone,Product affinity
EV2034,HCP100377,2024-08-31,Rep,Specialty match
EV2034,HCP101234,2024-10-12,Portal,Specialty match
EV2034,HCP102022,2024-09-30,Email,Specialty match
EV2034,HCP100262,2024-10-14,Portal,Combination of factors
EV2034,HCP101763,2024-09-14,Portal,Product affinity
EV2034,HCP101698,2024-10-22,Email,Specialty match
EV2034,HCP100659,2024-10-05,Rep,Product affinity
EV2034,HCP100242,2024-09-28,Email,Combination of factors
EV2034,HCP101266,2024-10-01,Email,Product affinity
EV2034,HCP101365,2024-09-09,Rep,Product affinity
EV2034,HCP100676,2024-10-10,Phone,Prior engagement
EV2034,HCP100999,2024-10-07,Rep,Product affinity
EV2034,HCP100202,2024-09-28,Rep,Product affinity
EV2034,HCP100799,2024-09-22,Rep,Patient-volume threshold
EV2034,HCP101881,2024-10-09,Email,Specialty match
EV2034,HCP100435,2024-09-02,Rep,Product affinity
EV2034,HCP101734,2024-10-15,Email,Product affinity
EV2034,HCP100376,2024-10-12,Email,Combination of factors
EV2034,HCP101124,2024-10-23,Phone,Combination of factors
EV2034,HCP102015,2024-10-12,Phone,Combination of factors
EV2034,HCP100970,2024-10-04,Email,Product affinity
EV2035,HCP100241,2024-09-02,Rep,Product affinity
EV2035,HCP101793,2024-09-22,Rep,Specialty match
EV2035,HCP100697,2024-09-30,Rep,Patient-volume threshold
EV2035,HCP102457,2024-10-14,Email,Patient-volume threshold
EV2035,HCP100873,2024-10-12,Portal,Patient-volume threshold
EV2035,HCP101602,2024-09-25,Rep,Specialty match
EV2035,HCP101835,2024-10-09,Rep,Combination of factors
EV2035,HCP100815,2024-10-03,Email,Product affinity
EV2035,HCP101137,2024-10-06,Phone,Product affinity
EV2035,HCP101770,2024-10-15,Portal,Specialty match
EV2035,HCP101941,2024-10-11,Email,Specialty match
EV2035,HCP100558,2024-10-05,Email,Product affinity
EV2035,HCP100361,2024-09-05,Rep,Combination of factors
EV2035,HCP100230,2024-10-09,Email,Product affinity
EV2035,HCP100672,2024-10-23,Email,Specialty match
EV2035,HCP100783,2024-10-17,Email,Combination of factors
EV2035,HCP100075,2024-09-05,Rep,Product affinity
EV2035,HCP102250,2024-10-23,Phone,Product affinity
EV2035,HCP100963,2024-10-03,Portal,Combination of factors
EV2035,HCP100642,2024-10-03,Email,Specialty match
EV2035,HCP100426,2024-10-15,Email,Specialty match
EV2035,HCP100342,2024-10-08,Email,Combination of factors
EV2035,HCP100464,2024-10-13,Email,Specialty match
EV2035,HCP101096,2024-10-11,Email,Combination of factors
EV2035,HCP101271,2024-09-13,Rep,Patient-volume threshold
EV2035,HCP102433,2024-10-01,Rep,Product affinity
EV2035,HCP101800,2024-10-14,Email,Combination of factors
EV2035,HCP100232,2024-10-05,Rep,Product affinity
EV2035,HCP102144,2024-09-27,Email,Product affinity
EV2035,HCP101669,2024-10-16,Portal,Combination of factors
EV2035,HCP100440,2024-09-27,Rep,Product affinity
EV2035,HCP100385,2024-09-09,Rep,Specialty match
EV2035,HCP100406,2024-10-20,Email,Product affinity
EV2035,HCP102380,2024-09-20,Rep,Specialty match
EV2035,HCP100015,2024-09-27,Email,Combination of factors
EV2035,HCP101178,2024-10-06,Email,Combination of factors
EV2035,HCP100698,2024-09-27,Rep,Combination of factors
EV2035,HCP102001,2024-09-26,Email,Patient-volume threshold
EV2035,HCP102424,2024-10-09,Rep,Product affinity
EV2035,HCP102266,2024-10-03,Rep,Specialty match
EV2035,HCP100790,2024-09-28,Email,Product affinity
EV2035,HCP102349,2024-10-18,Email,Combination of factors
EV2035,HCP100753,2024-09-27,Email,Product affinity
EV2035,HCP100811,2024-10-22,Email,Combination of factors
EV2035,HCP102255,2024-10-08,Email,Specialty match
EV2035,HCP102264,2024-10-05,Rep,Specialty match
EV2035,HCP102361,2024-09-24,Rep,Specialty match
EV2035,HCP101122,2024-10-01,Email,Combination of factors
EV2035,HCP102204,2024-09-26,Email,Specialty match
EV2035,HCP101754,2024-09-15,Rep,Specialty match
EV2035,HCP101027,2024-10-01,Email,Product affinity
EV2035,HCP100758,2024-09-18,Rep,Product affinity
EV2035,HCP100994,2024-10-05,Phone,Specialty match
EV2035,HCP100396,2024-10-14,Phone,Combination of factors
EV2035,HCP101736,2024-10-20,Phone,Product affinity
EV2035,HCP102253,2024-09-25,Email,Product affinity
EV2035,HCP100688,2024-10-10,Email,Product affinity
EV2035,HCP102491,2024-10-11,Email,Combination of factors
EV2035,HCP100245,2024-10-03,Rep,Patient-volume threshold
EV2035,HCP101046,2024-10-13,Email,Product affinity
EV2035,HCP102500,2024-10-01,Email,Specialty match
EV2035,HCP100534,2024-10-21,Email,Combination of factors
EV2035,HCP101851,2024-10-18,Email,Specialty match
EV2035,HCP100803,2024-10-04,Portal,Product affinity
EV2035,HCP100027,2024-09-28,Email,Product affinity
EV2035,HCP100692,2024-09-25,Email,Specialty match
EV2035,HCP100458,2024-10-09,Rep,Specialty match
EV2035,HCP101412,2024-09-18,Portal,Product affinity
EV2035,HCP100940,2024-10-10,Email,Product affinity
EV2035,HCP101656,2024-10-01,Email,Specialty match
EV2035,HCP100546,2024-10-20,Phone,Product affinity
EV2035,HCP100638,2024-09-06,Rep,Combination of factors
EV2035,HCP102020,2024-09-12,Rep,Product affinity
EV2035,HCP100858,2024-09-26,Email,Combination of factors
EV2035,HCP100437,2024-10-06,Portal,Combination of factors
EV2035,HCP101423,2024-10-23,Phone,Combination of factors
EV2035,HCP101331,2024-10-04,Email,Combination of factors
EV2035,HCP101721,2024-09-26,Email,Specialty match
EV2035,HCP101984,2024-09-07,Rep,Combination of factors
EV2035,HCP101400,2024-10-05,Email,Combination of factors
EV2035,HCP101442,2024-10-05,Email,Combination of factors
EV2035,HCP101947,2024-10-07,Phone,Product affinity
EV2035,HCP101439,2024-09-21,Rep,Product affinity
EV2035,HCP102199,2024-10-12,Email,Specialty match
EV2035,HCP101187,2024-10-11,Email,Specialty match
EV2035,HCP101376,2024-09-25,Email,Combination of factors
EV2035,HCP100551,2024-10-13,Email,Specialty match
EV2035,HCP101447,2024-09-26,Portal,Patient-volume threshold
EV2035,HCP100847,2024-10-23,Phone,Specialty match
EV2035,HCP100124,2024-09-05,Rep,Combination of factors
EV2035,HCP100569,2024-10-12,Email,Product affinity
EV2035,HCP100682,2024-10-21,Email,Combination of factors
EV2035,HCP101156,2024-10-14,Phone,Product affinity
EV2035,HCP101010,2024-09-03,Rep,Product affinity
EV2035,HCP102438,2024-10-10,Email,Combination of factors
EV2035,HCP100888,2024-10-20,Email,Specialty match
EV2035,HCP101926,2024-09-15,Rep,Combination of factors
EV2035,HCP100539,2024-10-13,Email,Product affinity
EV2035,HCP100081,2024-09-11,Rep,Combination of factors
EV2035,HCP100907,2024-10-18,Email,Combination of factors
EV2035,HCP101217,2024-10-02,Rep,Product affinity
EV2035,HCP100189,2024-09-30,Rep,Specialty match
EV2035,HCP100451,2024-10-04,Rep,Product affinity
EV2035,HCP101558,2024-09-28,Email,Product affinity
EV2035,HCP101686,2024-10-16,Email,Product affinity
EV2036,HCP100135,2024-10-12,Email,Product affinity
EV2036,HCP102134,2024-09-09,Rep,Combination of factors
EV2036,HCP102102,2024-09-17,Rep,Combination of factors
EV2036,HCP100814,2024-10-02,Rep,Combination of factors
EV2036,HCP100619,2024-09-23,Portal,Product affinity
EV2036,HCP101882,2024-10-26,Email,Geographic proximity
EV2036,HCP100712,2024-10-25,Phone,Product affinity
EV2036,HCP102085,2024-10-08,Portal,Combination of factors
EV2036,HCP101339,2024-10-12,Rep,Specialty match
EV2036,HCP100342,2024-09-22,Rep,Combination of factors
EV2036,HCP102087,2024-10-03,Email,Combination of factors
EV2036,HCP101226,2024-10-12,Email,Product affinity
EV2036,HCP101498,2024-10-06,Portal,Product affinity
EV2036,HCP100822,2024-10-26,Phone,Combination of factors
EV2036,HCP101455,2024-10-21,Email,Combination of factors
EV2036,HCP102424,2024-09-12,Rep,Product affinity
EV2036,HCP100293,2024-10-19,Phone,Product affinity
EV2036,HCP100328,2024-09-10,Rep,Combination of factors
EV2036,HCP100775,2024-10-26,Email,Combination of factors
EV2036,HCP100021,2024-10-02,Email,Combination of factors
EV2036,HCP100054,2024-10-26,Email,Product affinity
EV2036,HCP101644,2024-10-11,Portal,Product affinity
EV2036,HCP102385,2024-09-13,Rep,Prior engagement
EV2036,HCP101858,2024-09-24,Rep,Product affinity
EV2036,HCP102038,2024-10-18,Email,Combination of factors
EV2036,HCP100056,2024-10-06,Email,Combination of factors
EV2036,HCP101456,2024-10-01,Email,Specialty match
EV2036,HCP101009,2024-09-09,Rep,Combination of factors
EV2036,HCP100975,2024-10-13,Rep,Product affinity
EV2036,HCP101489,2024-09-25,Rep,Product affinity
EV2036,HCP102189,2024-10-10,Email,Product affinity
EV2036,HCP101468,2024-10-16,Portal,Specialty match
EV2036,HCP100356,2024-10-14,Phone,Combination of factors
EV2036,HCP100615,2024-10-17,Phone,Geographic proximity
EV2036,HCP100785,2024-09-28,Rep,Product affinity
EV2036,HCP102273,2024-10-07,Email,Product affinity
EV2036,HCP100639,2024-09-19,Rep,Patient-volume threshold
EV2036,HCP100568,2024-09-18,Rep,Combination of factors
EV2036,HCP101122,2024-10-27,Email,Product affinity
EV2036,HCP101845,2024-10-19,Email,Product affinity
EV2036,HCP100395,2024-10-04,Rep,Product affinity
EV2036,HCP102266,2024-09-05,Rep,Combination of factors
EV2036,HCP101062,2024-09-10,Rep,Combination of factors
EV2036,HCP100812,2024-10-12,Rep,Combination of factors
EV2036,HCP101576,2024-10-06,Rep,Product affinity
EV2036,HCP101545,2024-10-03,Email,Product affinity
EV2036,HCP101275,2024-10-16,Email,Product affinity
EV2036,HCP100116,2024-10-06,Rep,Geographic proximity
EV2037,HCP100766,2024-10-05,Rep,Combination of factors
EV2037,HCP101615,2024-10-10,Email,Combination of factors
EV2037,HCP100605,2024-10-13,Portal,Combination of factors
EV2037,HCP101083,2024-10-10,Rep,Product affinity
EV2037,HCP102407,2024-10-11,Email,Product affinity
EV2037,HCP100839,2024-10-14,Rep,Product affinity
EV2037,HCP100166,2024-09-15,Rep,Combination of factors
EV2037,HCP101182,2024-10-05,Email,Combination of factors
EV2037,HCP100628,2024-10-29,Phone,Product affinity
EV2037,HCP101095,2024-10-20,Phone,Combination of factors
EV2037,HCP102351,2024-10-12,Phone,Specialty match
EV2037,HCP101942,2024-10-10,Portal,Product affinity
EV2037,HCP101854,2024-10-18,Email,Combination of factors
EV2037,HCP101674,2024-09-11,Rep,Specialty match
EV2037,HCP101845,2024-10-02,Email,Specialty match
EV2037,HCP101517,2024-10-06,Rep,Patient-volume threshold
EV2037,HCP100270,2024-10-10,Email,Combination of factors
EV2037,HCP100648,2024-09-11,Rep,Specialty match
EV2037,HCP100363,2024-10-10,Email,Product affinity
EV2037,HCP102272,2024-10-11,Email,Specialty match
EV2037,HCP101059,2024-10-24,Email,Product affinity
EV2037,HCP100817,2024-09-13,Rep,Combination of factors
EV2037,HCP101699,2024-09-08,Rep,Specialty match
EV2037,HCP101189,2024-09-23,Rep,Specialty match
EV2037,HCP101375,2024-10-18,Portal,Combination of factors
EV2037,HCP102038,2024-10-06,Email,Specialty match
EV2037,HCP100199,2024-09-17,Rep,Specialty match
EV2037,HCP100887,2024-10-27,Email,Specialty match
EV2037,HCP100139,2024-09-08,Rep,Combination of factors
EV2037,HCP102010,2024-09-12,Rep,Combination of factors
EV2037,HCP101417,2024-10-26,Phone,Product affinity
EV2037,HCP101194,2024-09-30,Rep,Product affinity
EV2037,HCP101081,2024-10-03,Email,Combination of factors
EV2037,HCP102159,2024-10-10,Email,Combination of factors
EV2037,HCP100467,2024-10-16,Email,Specialty match
EV2037,HCP101508,2024-10-07,Email,Product affinity
EV2037,HCP100593,2024-10-11,Rep,Specialty match
EV2037,HCP101503,2024-09-25,Rep,Prior engagement
EV2037,HCP100040,2024-10-05,Email,Specialty match
EV2037,HCP101206,2024-09-06,Rep,Product affinity
EV2037,HCP102345,2024-10-16,Email,Combination of factors
EV2037,HCP100798,2024-09-16,Rep,Product affinity
EV2037,HCP100304,2024-10-04,Rep,Combination of factors
EV2037,HCP101288,2024-10-14,Portal,Combination of factors
EV2037,HCP100180,2024-10-24,Phone,Product affinity
EV2037,HCP100315,2024-09-08,Rep,Product affinity
EV2037,HCP101328,2024-10-13,Rep,Patient-volume threshold
EV2037,HCP100478,2024-09-13,Rep,Combination of factors
EV2037,HCP101606,2024-09-22,Rep,Patient-volume threshold
EV2037,HCP100922,2024-10-09,Email,Specialty match
EV2037,HCP101749,2024-10-17,Phone,Combination of factors
EV2037,HCP100252,2024-10-14,Portal,Combination of factors
EV2037,HCP102327,2024-10-28,Email,Specialty match
EV2037,HCP102449,2024-09-12,Rep,Product affinity
EV2037,HCP100118,2024-10-25,Email,Specialty match
EV2037,HCP101236,2024-10-26,Email,Combination of factors
EV2037,HCP100440,2024-10-06,Email,Product affinity
EV2037,HCP100383,2024-10-01,Portal,Specialty match
EV2037,HCP101547,2024-10-02,Email,Combination of factors
EV2037,HCP100385,2024-10-22,Email,Specialty match
EV2037,HCP100299,2024-10-09,Portal,Specialty match
EV2037,HCP100406,2024-09-19,Rep,Product affinity
EV2037,HCP102195,2024-10-05,Email,Product affinity
EV2037,HCP100496,2024-10-20,Email,Combination of factors
EV2037,HCP100908,2024-10-08,Rep,Product affinity
EV2037,HCP101795,2024-10-14,Email,Product affinity
EV2037,HCP101049,2024-10-21,Email,Product affinity
EV2037,HCP101239,2024-10-07,Rep,Combination of factors
EV2037,HCP101602,2024-10-25,Email,Specialty match
EV2037,HCP100673,2024-10-06,Email,Specialty match
EV2037,HCP102209,2024-10-21,Email,Product affinity
EV2037,HCP100975,2024-10-12,Rep,Combination of factors
EV2037,HCP101761,2024-09-24,Rep,Combination of factors
EV2037,HCP100025,2024-10-03,Rep,Specialty match
EV2037,HCP102226,2024-09-30,Rep,Combination of factors
EV2037,HCP100572,2024-09-30,Email,Combination of factors
EV2037,HCP100230,2024-09-15,Rep,Product affinity
EV2037,HCP100688,2024-09-21,Rep,Product affinity
EV2037,HCP100226,2024-10-15,Email,Product affinity
EV2037,HCP100815,2024-10-03,Email,Product affinity
EV2037,HCP101456,2024-10-06,Rep,Product affinity
EV2037,HCP100631,2024-10-02,Email,Combination of factors
EV2037,HCP100179,2024-10-13,Email,Combination of factors
EV2037,HCP101131,2024-10-24,Email,Product affinity
EV2037,HCP102344,2024-09-14,Rep,Specialty match
EV2037,HCP102368,2024-10-07,Email,Product affinity
EV2037,HCP101714,2024-10-12,Email,Product affinity
EV2037,HCP100729,2024-10-18,Email,Specialty match
EV2037,HCP100169,2024-10-25,Email,Combination of factors
EV2037,HCP102297,2024-10-01,Email,Specialty match
EV2037,HCP100902,2024-10-06,Portal,Combination of factors
EV2037,HCP100309,2024-10-08,Email,Patient-volume threshold
EV2037,HCP100449,2024-09-26,Rep,Specialty match
EV2037,HCP100608,2024-10-07,Email,Specialty match
EV2037,HCP101298,2024-10-14,Rep,Specialty match
EV2037,HCP102230,2024-10-15,Portal,Combination of factors
EV2037,HCP100175,2024-10-04,Rep,Combination of factors
EV2037,HCP101787,2024-09-22,Rep,Product affinity
EV2037,HCP100381,2024-09-12,Rep,Specialty match
EV2037,HCP101102,2024-09-25,Portal,Product affinity
EV2037,HCP101145,2024-10-17,Email,Combination of factors
EV2037,HCP100234,2024-10-06,Email,Combination of factors
EV2037,HCP100804,2024-10-03,Email,Prior engagement
EV2037,HCP100969,2024-10-03,Email,Combination of factors
EV2037,HCP101453,2024-09-24,Rep,Product affinity
EV2037,HCP100913,2024-10-03,Email,Combination of factors
EV2037,HCP100748,2024-10-24,Phone,Patient-volume threshold
EV2037,HCP100026,2024-10-01,Email,Combination of factors
EV2037,HCP101087,2024-09-24,Portal,Combination of factors
EV2037,HCP100923,2024-10-14,Rep,Combination of factors
EV2037,HCP101783,2024-10-19,Email,Geographic proximity
EV2037,HCP101436,2024-10-05,Email,Prior engagement
EV2037,HCP100384,2024-09-24,Rep,Combination of factors
EV2037,HCP100286,2024-10-04,Email,Specialty match
EV2037,HCP101585,2024-10-04,Email,Patient-volume threshold
EV2037,HCP102255,2024-10-03,Email,Specialty match
EV2037,HCP102373,2024-10-05,Rep,Combination of factors
EV2037,HCP101867,2024-10-19,Phone,Product affinity
EV2037,HCP100978,2024-09-21,Rep,Combination of factors
EV2037,HCP101442,2024-10-16,Portal,Combination of factors
EV2037,HCP100788,2024-10-03,Rep,Product affinity
EV2037,HCP100500,2024-10-24,Phone,Combination of factors
EV2037,HCP102121,2024-10-17,Email,Combination of factors
EV2037,HCP100135,2024-10-09,Rep,Combination of factors
EV2037,HCP101951,2024-09-25,Rep,Specialty match
EV2037,HCP100786,2024-10-25,Email,Combination of factors
EV2037,HCP102004,2024-10-21,Email,Combination of factors
EV2037,HCP100540,2024-10-10,Email,Specialty match
EV2037,HCP102475,2024-10-13,Rep,Combination of factors
EV2037,HCP102013,2024-10-20,Email,Product affinity
EV2037,HCP100232,2024-10-06,Portal,Product affinity
EV2037,HCP101938,2024-09-06,Rep,Combination of factors
EV2037,HCP102161,2024-10-12,Portal,Product affinity
EV2037,HCP100950,2024-10-26,Email,Combination of factors
EV2037,HCP100873,2024-10-05,Email,Patient-volume threshold
EV2037,HCP100894,2024-10-23,Phone,Combination of factors
EV2037,HCP100595,2024-10-12,Rep,Geographic proximity
EV2037,HCP102147,2024-10-24,Phone,Combination of factors
EV2037,HCP101654,2024-10-08,Rep,Combination of factors
EV2037,HCP101046,2024-10-22,Phone,Product affinity
EV2037,HCP102335,2024-09-16,Rep,Combination of factors
EV2037,HCP101733,2024-10-06,Email,Product affinity
EV2037,HCP101299,2024-10-02,Email,Combination of factors
EV2038,HCP102430,2024-10-24,Email,Product affinity
EV2038,HCP100929,2024-10-17,Email,Product affinity
EV2038,HCP100009,2024-10-23,Email,Combination of factors
EV2038,HCP101867,2024-09-21,Rep,Product affinity
EV2038,HCP100139,2024-09-10,Rep,Combination of factors
EV2038,HCP100969,2024-10-08,Rep,Combination of factors
EV2038,HCP101651,2024-10-04,Email,Combination of factors
EV2038,HCP100872,2024-10-04,Email,Combination of factors
EV2038,HCP102424,2024-09-20,Rep,Product affinity
EV2038,HCP102253,2024-10-07,Email,Product affinity
EV2038,HCP101169,2024-09-20,Rep,Product affinity
EV2038,HCP102013,2024-10-06,Rep,Product affinity
EV2038,HCP101805,2024-09-19,Rep,Combination of factors
EV2038,HCP102228,2024-10-11,Portal,Product affinity
EV2038,HCP100673,2024-10-30,Phone,Specialty match
EV2038,HCP100749,2024-09-25,Rep,Specialty match
EV2038,HCP100936,2024-10-11,Email,Combination of factors
EV2038,HCP100710,2024-10-14,Phone,Product affinity
EV2038,HCP101094,2024-09-25,Rep,Combination of factors
EV2038,HCP101108,2024-10-06,Email,Combination of factors
EV2038,HCP102390,2024-10-14,Rep,Product affinity
EV2038,HCP100652,2024-10-14,Portal,Combination of factors
EV2038,HCP101218,2024-10-10,Email,Prior engagement
EV2038,HCP100315,2024-10-29,Email,Product affinity
EV2038,HCP101215,2024-10-21,Portal,Combination of factors
EV2038,HCP101095,2024-10-18,Email,Combination of factors
EV2038,HCP101886,2024-09-29,Rep,Specialty match
EV2038,HCP101046,2024-10-02,Rep,Product affinity
EV2038,HCP100783,2024-11-01,Phone,Combination of factors
EV2038,HCP101196,2024-10-30,Email,Geographic proximity
EV2038,HCP101093,2024-09-20,Rep,Specialty match
EV2038,HCP101040,2024-10-19,Portal,Product affinity
EV2038,HCP100217,2024-10-25,Email,Product affinity
EV2038,HCP101759,2024-09-26,Portal,Product affinity
EV2038,HCP101808,2024-10-27,Email,Combination of factors
EV2038,HCP101317,2024-10-24,Email,Combination of factors
EV2038,HCP102100,2024-10-08,Email,Specialty match
EV2038,HCP100942,2024-10-25,Email,Geographic proximity
EV2038,HCP100489,2024-10-01,Portal,Combination of factors
EV2038,HCP100382,2024-10-13,Email,Combination of factors
EV2038,HCP101568,2024-09-07,Rep,Combination of factors
EV2038,HCP101456,2024-09-13,Rep,Product affinity
EV2038,HCP101037,2024-10-08,Portal,Combination of factors
EV2038,HCP100865,2024-09-14,Rep,Product affinity
EV2038,HCP102099,2024-10-08,Email,Specialty match
EV2038,HCP101163,2024-09-26,Rep,Combination of factors
EV2038,HCP102480,2024-09-13,Rep,Specialty match
EV2038,HCP102479,2024-10-21,Email,Specialty match
EV2038,HCP100840,2024-10-24,Email,Specialty match
EV2038,HCP101608,2024-10-10,Email,Combination of factors
EV2038,HCP102421,2024-09-19,Rep,Combination of factors
EV2038,HCP100230,2024-10-16,Rep,Product affinity
EV2038,HCP100965,2024-10-09,Rep,Specialty match
EV2038,HCP100808,2024-10-22,Email,Specialty match
EV2038,HCP102039,2024-10-01,Rep,Specialty match
EV2038,HCP100450,2024-10-12,Portal,Combination of factors
EV2038,HCP101845,2024-10-22,Email,Specialty match
EV2038,HCP100631,2024-10-15,Portal,Combination of factors
EV2038,HCP102320,2024-10-13,Email,Product affinity
EV2038,HCP102153,2024-10-18,Email,Specialty match
EV2038,HCP102283,2024-10-23,Email,Specialty match
EV2038,HCP101081,2024-10-30,Email,Combination of factors
EV2038,HCP101262,2024-10-12,Email,Specialty match
EV2038,HCP102136,2024-10-18,Email,Product affinity
EV2038,HCP100908,2024-10-26,Portal,Product affinity
EV2038,HCP100729,2024-09-25,Rep,Specialty match
EV2038,HCP102345,2024-10-09,Email,Combination of factors
EV2038,HCP100408,2024-09-12,Rep,Specialty match
EV2038,HCP100922,2024-10-25,Email,Specialty match
EV2038,HCP101190,2024-09-17,Rep,Product affinity
