hcp_id,date,rep_calls,emails,samples,other_events
HCP100637,2024-12-01,1,3,2,1
HCP100637,2025-01-01,4,7,4,0
HCP100637,2025-02-01,1,3,1,1
HCP100637,2025-03-01,1,4,3,1
HCP100637,2025-04-01,6,4,16,1
HCP100637,2025-05-01,2,4,4,0
HCP100637,2025-06-01,0,7,0,0
HCP100637,2025-07-01,0,2,0,1
HCP100637,2025-08-01,2,7,5,1
HCP100637,2025-09-01,2,6,3,0
HCP100637,2025-10-01,4,4,3,1
HCP100637,2025-11-01,0,7,0,0
HCP100637,2025-12-01,1,9,1,1
HCP100637,2026-01-01,1,7,0,0
HCP100637,2026-02-01,1,6,2,2
HCP100637,2026-03-01,1,1,1,1
HCP100637,2026-04-01,5,6,5,0
HCP100637,2026-05-01,3,5,13,1
HCP100637,2026-06-01,5,6,12,0
HCP100637,2026-07-01,2,4,3,0
HCP100637,2026-08-01,3,1,6,1
HCP100638,2024-01-01,0,0,0,0
HCP100638,2024-02-01,0,2,0,0
HCP100638,2024-03-01,0,2,0,0
HCP100638,2024-04-01,0,2,0,1
HCP100638,2024-05-01,1,2,2,0
HCP100638,2024-06-01,1,2,3,0
HCP100638,2024-07-01,0,1,0,0
HCP100638,2024-08-01,0,1,0,0
HCP100638,2024-09-01,0,2,0,0
HCP100638,2024-10-01,1,3,3,0
HCP100638,2024-11-01,0,0,0,0
HCP100638,2024-12-01,1,3,2,0
HCP100638,2025-01-01,1,2,3,1
HCP100638,2025-02-01,0,1,0,0
HCP100638,2025-03-01,0,2,0,0
HCP100638,2025-04-01,0,2,0,0
HCP100638,2025-05-01,0,2,0,0
HCP100638,2025-06-01,0,1,0,0
HCP100638,2025-07-01,0,2,0,0
HCP100638,2025-08-01,0,1,0,0
HCP100638,2025-09-01,0,2,0,0
HCP100638,2025-10-01,0,4,0,0
HCP100638,2025-11-01,0,3,0,0
HCP100638,2025-12-01,0,3,0,0
HCP100638,2026-01-01,0,0,0,0
HCP100638,2026-02-01,1,1,4,0
HCP100638,2026-03-01,0,1,0,0
HCP100638,2026-04-01,0,0,0,0
HCP100638,2026-05-01,0,2,0,0
HCP100638,2026-06-01,0,1,0,0
HCP100638,2026-07-01,0,0,0,0
HCP100638,2026-08-01,0,1,0,0
HCP100639,2024-01-01,25,6,77,2
HCP100639,2024-02-01,20,3,51,1
HCP100639,2024-03-01,28,3,110,0
HCP100639,2024-04-01,13,3,41,2
HCP100639,2024-05-01,28,1,90,0
HCP100639,2024-06-01,22,2,72,0
HCP100639,2024-07-01,20,5,62,1
HCP100639,2024-08-01,28,3,89,1
HCP100639,2024-09-01,24,3,65,1
HCP100639,2024-10-01,26,1,84,0
HCP100639,2024-11-01,28,5,98,1
HCP100639,2024-12-01,23,1,63,0
HCP100639,2025-01-01,17,4,61,0
HCP100639,2025-02-01,31,1,81,2
HCP100639,2025-03-01,27,4,84,3
HCP100639,2025-04-01,24,4,85,1
HCP100639,2025-05-01,23,7,80,1
HCP100639,2025-06-01,22,6,76,0
HCP100639,2025-07-01,26,4,72,0
HCP100639,2025-08-01,28,8,88,1
HCP100639,2025-09-01,26,6,85,0
HCP100639,2025-10-01,26,8,75,0
HCP100639,2025-11-01,22,5,72,2
HCP100639,2025-12-01,24,2,63,0
HCP100639,2026-01-01,23,4,73,0
HCP100639,2026-02-01,27,4,82,0
HCP100639,2026-03-01,21,6,53,2
HCP100639,2026-04-01,27,3,78,1
HCP100639,2026-05-01,24,3,65,0
HCP100639,2026-06-01,18,8,56,1
HCP100639,2026-07-01,19,5,62,2
HCP100639,2026-08-01,25,2,78,0
HCP100640,2024-01-01,9,6,30,0
HCP100640,2024-02-01,6,4,25,0
HCP100640,2024-03-01,10,4,42,1
HCP100640,2024-04-01,8,5,30,0
HCP100640,2024-05-01,7,2,25,2
HCP100640,2024-06-01,6,5,22,0
HCP100640,2024-07-01,7,3,28,0
HCP100640,2024-08-01,13,5,35,0
HCP100640,2024-09-01,6,4,18,2
HCP100640,2024-10-01,13,6,39,1
HCP100640,2024-11-01,8,4,38,1
HCP100640,2024-12-01,6,6,19,0
HCP100640,2025-01-01,12,3,38,1
HCP100640,2025-02-01,14,4,52,0
HCP100640,2025-03-01,8,4,22,0
HCP100640,2025-04-01,13,1,45,1
HCP100640,2025-05-01,8,3,14,1
HCP100640,2025-06-01,6,4,20,2
HCP100640,2025-07-01,9,8,34,2
HCP100640,2025-08-01,12,5,44,2
HCP100640,2025-09-01,12,3,31,0
HCP100640,2025-10-01,8,9,23,0
HCP100640,2025-11-01,9,2,22,1
HCP100640,2025-12-01,7,6,22,0
HCP100640,2026-01-01,10,8,38,0
HCP100640,2026-02-01,13,6,41,0
HCP100640,2026-03-01,14,9,38,0
HCP100640,2026-04-01,10,4,20,1
HCP100640,2026-05-01,5,4,19,1
HCP100640,2026-06-01,12,4,45,0
HCP100640,2026-07-01,6,2,19,0
HCP100640,2026-08-01,6,6,22,0
HCP100641,2024-01-01,3,9,4,0
HCP100641,2024-02-01,1,6,3,0
HCP100641,2024-03-01,4,2,6,0
HCP100641,2024-04-01,2,5,2,0
HCP100641,2024-05-01,0,6,0,0
HCP100641,2024-06-01,2,9,4,0
HCP100641,2024-07-01,3,5,4,0
HCP100641,2024-08-01,0,7,0,1
HCP100641,2024-09-01,0,1,0,0
HCP100641,2024-10-01,2,1,1,1
HCP100641,2024-11-01,4,5,4,1
HCP100641,2024-12-01,1,5,0,0
HCP100641,2025-01-01,1,5,2,2
HCP100641,2025-02-01,3,5,3,0
HCP100641,2025-03-01,1,5,0,3
HCP100641,2025-04-01,0,5,0,0
HCP100641,2025-05-01,1,4,0,1
HCP100641,2025-06-01,2,5,4,0
HCP100641,2025-07-01,1,2,1,1
HCP100641,2025-08-01,0,7,0,0
HCP100641,2025-09-01,3,4,4,0
HCP100641,2025-10-01,1,3,2,0
HCP100641,2025-11-01,1,1,1,1
HCP100641,2025-12-01,1,5,1,1
HCP100641,2026-01-01,1,5,0,1
HCP100641,2026-02-01,2,4,4,1
HCP100641,2026-03-01,1,3,0,1
HCP100641,2026-04-01,1,3,1,2
HCP100641,2026-05-01,1,2,0,0
HCP100641,2026-06-01,2,8,2,0
HCP100641,2026-07-01,0,6,0,1
HCP100641,2026-08-01,3,3,5,0
HCP100642,2024-01-01,0,9,0,1
HCP100642,2024-02-01,1,0,4,0
HCP100642,2024-03-01,0,4,0,0
HCP100642,2024-04-01,0,5,0,0
HCP100642,2024-05-01,1,6,2,0
HCP100642,2024-06-01,2,4,3,0
HCP100642,2024-07-01,0,3,0,0
HCP100642,2024-08-01,0,4,0,0
HCP100642,2024-09-01,0,5,0,0
HCP100642,2024-10-01,1,3,5,1
HCP100642,2024-11-01,2,1,5,1
HCP100642,2024-12-01,0,3,0,1
HCP100642,2025-01-01,1,6,2,0
HCP100642,2025-02-01,0,1,0,0
HCP100642,2025-03-01,0,7,0,0
HCP100642,2025-04-01,1,5,0,0
HCP100642,2025-05-01,0,4,0,0
HCP100642,2025-06-01,0,5,0,1
HCP100642,2025-07-01,0,4,0,0
HCP100642,2025-08-01,0,2,0,0
HCP100642,2025-09-01,1,5,2,0
HCP100642,2025-10-01,1,7,0,0
HCP100642,2025-11-01,0,6,0,0
HCP100642,2025-12-01,1,5,5,0
HCP100642,2026-01-01,1,3,2,2
HCP100642,2026-02-01,1,8,0,0
HCP100642,2026-03-01,0,2,0,0
HCP100642,2026-04-01,0,2,0,0
HCP100642,2026-05-01,1,8,3,0
HCP100642,2026-06-01,0,4,0,0
HCP100642,2026-07-01,0,1,0,0
HCP100642,2026-08-01,2,3,5,0
HCP100643,2024-01-01,0,7,0,1
HCP100643,2024-02-01,2,5,8,2
HCP100643,2024-03-01,0,6,0,0
HCP100643,2024-04-01,0,7,0,1
HCP100643,2024-05-01,1,7,5,1
HCP100643,2024-06-01,0,5,0,0
HCP100643,2024-07-01,0,9,0,3
HCP100643,2024-08-01,0,3,0,0
HCP100643,2024-09-01,2,6,6,0
HCP100643,2024-10-01,2,7,8,1
HCP100643,2024-11-01,1,7,4,1
HCP100643,2024-12-01,2,1,10,0
HCP100643,2025-01-01,2,4,7,0
HCP100643,2025-02-01,1,7,5,2
HCP100643,2025-03-01,1,5,1,0
HCP100643,2025-04-01,0,7,0,2
HCP100643,2025-05-01,2,6,10,0
HCP100643,2025-06-01,0,4,0,1
HCP100643,2025-07-01,1,4,3,0
HCP100643,2025-08-01,1,8,3,2
HCP100643,2025-09-01,0,8,0,0
HCP100643,2025-10-01,1,7,2,1
HCP100643,2025-11-01,2,4,5,0
HCP100643,2025-12-01,0,7,0,1
HCP100643,2026-01-01,0,6,0,0
HCP100643,2026-02-01,0,10,0,2
HCP100643,2026-03-01,1,12,1,1
HCP100643,2026-04-01,0,4,0,0
HCP100643,2026-05-01,1,8,4,0
HCP100643,2026-06-01,1,6,1,2
HCP100643,2026-07-01,0,7,0,1
HCP100643,2026-08-01,0,6,0,1
HCP100644,2024-01-01,2,4,4,1
HCP100644,2024-02-01,1,2,1,0
HCP100644,2024-03-01,2,5,5,1
HCP100644,2024-04-01,1,7,3,0
HCP100644,2024-05-01,1,4,4,2
HCP100644,2024-06-01,0,1,0,0
HCP100644,2024-07-01,0,2,0,0
HCP100644,2024-08-01,0,5,0,2
HCP100644,2024-09-01,0,2,0,0
HCP100644,2024-10-01,2,4,2,0
HCP100644,2024-11-01,3,2,8,1
HCP100644,2024-12-01,0,3,0,0
HCP100644,2025-01-01,1,7,1,1
HCP100644,2025-02-01,0,5,0,0
HCP100644,2025-03-01,1,5,2,1
HCP100644,2025-04-01,2,3,5,0
HCP100644,2025-05-01,0,2,0,0
HCP100644,2025-06-01,1,4,3,0
HCP100644,2025-07-01,0,2,0,0
HCP100644,2025-08-01,1,5,5,0
HCP100644,2025-09-01,0,5,0,0
HCP100644,2025-10-01,1,6,1,5
HCP100644,2025-11-01,0,6,0,0
HCP100644,2025-12-01,0,4,0,0
HCP100644,2026-01-01,0,6,0,1
HCP100644,2026-02-01,3,3,8,0
HCP100644,2026-03-01,0,5,0,1
HCP100644,2026-04-01,1,1,1,0
HCP100644,2026-05-01,1,7,1,1
HCP100644,2026-06-01,0,5,0,2
HCP100644,2026-07-01,1,4,4,0
HCP100644,2026-08-01,0,1,0,0
HCP100645,2024-01-01,1,3,1,0
HCP100645,2024-02-01,1,5,6,0
HCP100645,2024-03-01,3,6,12,0
HCP100645,2024-04-01,2,9,3,0
HCP100645,2024-05-01,1,8,4,0
HCP100645,2024-06-01,0,2,0,0
HCP100645,2024-07-01,3,4,11,0
HCP100645,2024-08-01,5,4,13,0
HCP100645,2024-09-01,4,1,12,0
HCP100645,2024-10-01,4,3,8,0
HCP100645,2024-11-01,1,4,3,2
HCP100645,2024-12-01,2,3,5,0
HCP100645,2025-01-01,4,7,10,0
HCP100645,2025-02-01,1,4,0,0
HCP100645,2025-03-01,1,1,1,0
HCP100645,2025-04-01,3,4,8,2
HCP100645,2025-05-01,1,6,3,0
HCP100645,2025-06-01,2,4,6,0
HCP100645,2025-07-01,0,0,0,0
HCP100645,2025-08-01,1,6,3,1
HCP100645,2025-09-01,3,3,7,0
HCP100645,2025-10-01,3,5,6,0
HCP100645,2025-11-01,4,5,6,1
HCP100645,2025-12-01,3,3,10,0
HCP100645,2026-01-01,3,9,6,1
HCP100645,2026-02-01,3,5,4,1
HCP100645,2026-03-01,1,6,4,2
HCP100645,2026-04-01,1,2,6,0
HCP100645,2026-05-01,0,2,0,0
HCP100645,2026-06-01,4,2,11,3
HCP100645,2026-07-01,3,3,12,1
HCP100645,2026-08-01,1,5,0,0
HCP100646,2024-01-01,6,7,9,0
HCP100646,2024-02-01,5,9,8,3
HCP100646,2024-03-01,4,8,10,1
HCP100646,2024-04-01,3,6,3,2
HCP100646,2024-05-01,7,8,14,1
HCP100646,2024-06-01,4,5,6,1
HCP100646,2024-07-01,5,5,15,2
HCP100646,2024-08-01,3,6,7,0
HCP100646,2024-09-01,7,4,19,0
HCP100646,2024-10-01,1,13,1,0
HCP100646,2024-11-01,5,9,17,1
HCP100646,2024-12-01,4,7,7,1
HCP100646,2025-01-01,5,5,18,1
HCP100646,2025-02-01,1,8,4,0
HCP100646,2025-03-01,5,7,16,0
HCP100646,2025-04-01,5,11,12,0
HCP100646,2025-05-01,8,10,22,1
HCP100646,2025-06-01,6,3,21,0
HCP100646,2025-07-01,3,7,5,1
HCP100646,2025-08-01,3,4,2,1
HCP100646,2025-09-01,7,9,11,3
HCP100646,2025-10-01,11,12,15,2
HCP100646,2025-11-01,8,8,20,0
HCP100646,2025-12-01,0,3,0,0
HCP100646,2026-01-01,6,10,13,0
HCP100646,2026-02-01,6,8,14,0
HCP100646,2026-03-01,5,8,10,2
HCP100646,2026-04-01,9,9,15,1
HCP100646,2026-05-01,7,8,15,4
HCP100646,2026-06-01,3,10,5,0
HCP100646,2026-07-01,3,8,4,0
HCP100646,2026-08-01,4,7,8,1
HCP100647,2024-01-01,1,5,4,3
HCP100647,2024-02-01,1,5,1,0
HCP100647,2024-03-01,3,8,14,1
HCP100647,2024-04-01,1,5,2,0
HCP100647,2024-05-01,0,9,0,1
HCP100647,2024-06-01,1,2,4,0
HCP100647,2024-07-01,0,4,0,0
HCP100647,2024-08-01,0,7,0,0
HCP100647,2024-09-01,0,1,0,2
HCP100647,2024-10-01,1,3,4,0
HCP100647,2024-11-01,2,8,5,1
HCP100647,2024-12-01,1,4,1,1
HCP100647,2025-01-01,0,4,0,0
HCP100647,2025-02-01,1,3,1,2
HCP100647,2025-03-01,1,4,4,1
HCP100647,2025-04-01,1,5,3,0
HCP100647,2025-05-01,0,4,0,0
HCP100647,2025-06-01,1,5,1,1
HCP100647,2025-07-01,2,2,6,0
HCP100647,2025-08-01,2,6,3,0
HCP100647,2025-09-01,0,3,0,2
HCP100647,2025-10-01,1,9,0,0
HCP100647,2025-11-01,2,4,5,0
HCP100647,2025-12-01,0,4,0,0
HCP100647,2026-01-01,0,2,0,0
HCP100647,2026-02-01,1,8,4,0
HCP100647,2026-03-01,2,3,3,1
HCP100647,2026-04-01,1,5,1,1
HCP100647,2026-05-01,0,2,0,2
HCP100647,2026-06-01,1,1,1,1
HCP100647,2026-07-01,1,4,1,0
HCP100647,2026-08-01,1,3,2,0
HCP100648,2024-01-01,2,8,4,0
HCP100648,2024-02-01,0,3,0,0
HCP100648,2024-03-01,1,3,5,0
HCP100648,2024-04-01,1,2,2,0
HCP100648,2024-05-01,0,7,0,1
HCP100648,2024-06-01,0,6,0,0
HCP100648,2024-07-01,0,4,0,1
HCP100648,2024-08-01,2,9,4,0
HCP100648,2024-09-01,2,3,3,1
HCP100648,2024-10-01,1,7,1,0
HCP100648,2024-11-01,1,5,2,4
HCP100648,2024-12-01,3,3,7,0
HCP100648,2025-01-01,2,6,3,0
HCP100648,2025-02-01,2,3,4,0
HCP100648,2025-03-01,3,10,13,0
HCP100648,2025-04-01,2,5,4,0
HCP100648,2025-05-01,2,3,3,0
HCP100648,2025-06-01,3,6,12,1
HCP100648,2025-07-01,2,4,8,1
HCP100648,2025-08-01,1,4,1,1
HCP100648,2025-09-01,1,6,0,0
HCP100648,2025-10-01,1,5,4,0
HCP100648,2025-11-01,1,4,2,0
HCP100648,2025-12-01,3,6,9,0
HCP100648,2026-01-01,1,6,6,1
HCP100648,2026-02-01,4,4,12,0
HCP100648,2026-03-01,2,7,4,0
HCP100648,2026-04-01,1,2,3,0
HCP100648,2026-05-01,1,4,4,0
HCP100648,2026-06-01,1,3,4,0
HCP100648,2026-07-01,4,5,16,1
HCP100648,2026-08-01,2,4,5,0
HCP100649,2024-01-01,0,1,0,1
HCP100649,2024-02-01,0,2,0,1
HCP100649,2024-03-01,0,1,0,0
HCP100649,2024-04-01,0,1,0,0
HCP100649,2024-05-01,1,0,0,0
HCP100649,2024-06-01,0,6,0,0
HCP100649,2024-07-01,0,1,0,0
HCP100649,2024-08-01,0,5,0,0
HCP100649,2024-09-01,0,1,0,0
HCP100649,2024-10-01,0,5,0,0
HCP100649,2024-11-01,0,1,0,0
HCP100649,2024-12-01,0,3,0,0
HCP100649,2025-01-01,0,0,0,0
HCP100649,2025-02-01,0,2,0,0
HCP100649,2025-03-01,0,3,0,0
HCP100649,2025-04-01,0,6,0,0
HCP100649,2025-05-01,0,1,0,0
HCP100649,2025-06-01,0,4,0,0
HCP100649,2025-07-01,1,2,0,0
HCP100649,2025-08-01,0,2,0,0
HCP100649,2025-09-01,0,4,0,0
HCP100649,2025-10-01,0,1,0,0
HCP100649,2025-11-01,0,3,0,0
HCP100649,2025-12-01,0,2,0,0
HCP100649,2026-01-01,0,2,0,0
HCP100649,2026-02-01,0,3,0,0
HCP100649,2026-03-01,0,2,0,0
HCP100649,2026-04-01,0,2,0,0
HCP100649,2026-05-01,0,3,0,0
HCP100649,2026-06-01,0,2,0,0
HCP100649,2026-07-01,0,3,0,0
HCP100649,2026-08-01,1,3,0,0
HCP100650,2024-01-01,4,9,4,1
HCP100650,2024-02-01,7,2,12,1
HCP100650,2024-03-01,4,2,5,1
HCP100650,2024-04-01,2,5,4,0
HCP100650,2024-05-01,4,4,4,0
HCP100650,2024-06-01,4,10,6,1
HCP100650,2024-07-01,2,7,3,0
HCP100650,2024-08-01,0,4,0,0
HCP100650,2024-09-01,3,4,6,0
HCP100650,2024-10-01,3,1,1,1
HCP100650,2024-11-01,4,13,8,2
HCP100650,2024-12-01,9,5,14,0
HCP100650,2025-01-01,7,4,14,0
HCP100650,2025-02-01,2,6,1,1
HCP100650,2025-03-01,3,3,6,0
HCP100650,2025-04-01,7,4,13,0
HCP100650,2025-05-01,6,7,9,1
HCP100650,2025-06-01,9,6,15,4
HCP100650,2025-07-01,3,1,5,1
HCP100650,2025-08-01,3,5,3,0
HCP100650,2025-09-01,1,4,3,0
HCP100650,2025-10-01,5,8,4,0
HCP100650,2025-11-01,2,7,2,0
HCP100650,2025-12-01,3,4,7,0
HCP100650,2026-01-01,8,5,9,1
HCP100650,2026-02-01,4,5,8,0
HCP100650,2026-03-01,7,7,9,0
HCP100650,2026-04-01,3,6,3,0
HCP100650,2026-05-01,6,4,6,0
HCP100650,2026-06-01,3,6,4,0
HCP100650,2026-07-01,1,8,0,2
HCP100650,2026-08-01,8,5,9,1
HCP100651,2024-01-01,2,3,0,0
HCP100651,2024-02-01,1,2,1,0
HCP100651,2024-03-01,1,1,5,0
HCP100651,2024-04-01,2,3,2,1
HCP100651,2024-05-01,4,5,3,0
HCP100651,2024-06-01,2,5,2,0
HCP100651,2024-07-01,2,3,2,0
HCP100651,2024-08-01,1,2,2,1
HCP100651,2024-09-01,1,6,2,0
HCP100651,2024-10-01,1,9,0,0
HCP100651,2024-11-01,2,2,1,0
HCP100651,2024-12-01,0,4,0,0
HCP100651,2025-01-01,0,6,0,0
HCP100651,2025-02-01,3,7,4,1
HCP100651,2025-03-01,3,6,6,0
HCP100651,2025-04-01,0,5,0,0
HCP100651,2025-05-01,1,3,4,0
HCP100651,2025-06-01,1,4,2,0
HCP100651,2025-07-01,3,9,5,0
HCP100651,2025-08-01,5,4,5,0
HCP100651,2025-09-01,2,4,2,0
HCP100651,2025-10-01,2,6,2,0
HCP100651,2025-11-01,1,1,1,0
HCP100651,2025-12-01,1,3,1,1
HCP100651,2026-01-01,2,3,6,0
HCP100651,2026-02-01,4,5,5,0
HCP100651,2026-03-01,2,2,6,0
HCP100651,2026-04-01,3,2,4,0
HCP100651,2026-05-01,1,3,3,0
HCP100651,2026-06-01,2,5,3,0
HCP100651,2026-07-01,1,1,1,1
HCP100651,2026-08-01,0,3,0,0
HCP100652,2024-01-01,1,5,2,1
HCP100652,2024-02-01,2,5,1,1
HCP100652,2024-03-01,1,3,3,1
HCP100652,2024-04-01,2,3,4,1
HCP100652,2024-05-01,2,8,4,1
HCP100652,2024-06-01,1,4,2,0
HCP100652,2024-07-01,0,1,0,1
HCP100652,2024-08-01,3,7,2,0
HCP100652,2024-09-01,4,5,7,1
HCP100652,2024-10-01,2,8,1,0
HCP100652,2024-11-01,5,7,6,0
HCP100652,2024-12-01,1,5,2,1
HCP100652,2025-01-01,0,7,0,4
HCP100652,2025-02-01,2,4,5,1
HCP100652,2025-03-01,3,5,4,1
HCP100652,2025-04-01,1,6,4,0
HCP100652,2025-05-01,5,8,8,3
HCP100652,2025-06-01,2,10,5,0
HCP100652,2025-07-01,1,5,0,0
HCP100652,2025-08-01,2,5,2,0
HCP100652,2025-09-01,2,8,3,0
HCP100652,2025-10-01,2,5,2,0
HCP100652,2025-11-01,1,10,2,0
HCP100652,2025-12-01,2,9,4,2
HCP100652,2026-01-01,0,7,0,0
HCP100652,2026-02-01,2,6,5,1
HCP100652,2026-03-01,4,5,3,0
HCP100652,2026-04-01,3,6,5,0
HCP100652,2026-05-01,4,11,6,0
HCP100652,2026-06-01,5,5,11,1
HCP100652,2026-07-01,5,7,9,1
HCP100652,2026-08-01,0,4,0,0
HCP100653,2024-01-01,0,2,0,0
HCP100653,2024-02-01,0,1,0,0
HCP100653,2024-03-01,0,3,0,0
HCP100653,2024-04-01,0,2,0,0
HCP100653,2024-05-01,0,0,0,0
HCP100653,2024-06-01,0,0,0,0
HCP100653,2024-07-01,0,4,0,0
HCP100653,2024-08-01,0,3,0,0
HCP100653,2024-09-01,0,0,0,0
HCP100653,2024-10-01,0,0,0,0
HCP100653,2024-11-01,0,0,0,0
HCP100653,2024-12-01,0,0,0,0
HCP100653,2025-01-01,0,0,0,0
HCP100653,2025-02-01,0,4,0,0
HCP100653,2025-03-01,0,0,0,0
HCP100653,2025-04-01,0,4,0,0
HCP100653,2025-05-01,0,1,0,0
HCP100653,2025-06-01,0,0,0,0
HCP100653,2025-07-01,0,0,0,0
HCP100653,2025-08-01,0,3,0,0
HCP100653,2025-09-01,0,2,0,0
HCP100653,2025-10-01,0,3,0,1
HCP100653,2025-11-01,0,0,0,0
HCP100653,2025-12-01,0,4,0,0
HCP100653,2026-01-01,0,0,0,0
HCP100653,2026-02-01,0,0,0,0
HCP100653,2026-03-01,0,0,0,0
HCP100653,2026-04-01,0,5,0,0
HCP100653,2026-05-01,0,0,0,1
HCP100653,2026-06-01,0,1,0,1
HCP100653,2026-07-01,0,2,0,0
HCP100653,2026-08-01,0,4,0,0
HCP100654,2024-01-01,3,5,6,1
HCP100654,2024-02-01,3,5,8,0
HCP100654,2024-03-01,0,5,0,1
HCP100654,2024-04-01,0,4,0,1
HCP100654,2024-05-01,2,6,5,1
HCP100654,2024-06-01,0,5,0,1
HCP100654,2024-07-01,0,3,0,0
HCP100654,2024-08-01,0,6,0,2
HCP100654,2024-09-01,1,4,1,0
HCP100654,2024-10-01,0,2,0,0
HCP100654,2024-11-01,3,6,8,0
HCP100654,2024-12-01,0,3,0,1
HCP100654,2025-01-01,1,8,1,0
HCP100654,2025-02-01,2,0,5,2
HCP100654,2025-03-01,0,5,0,1
HCP100654,2025-04-01,1,2,1,0
HCP100654,2025-05-01,0,5,0,1
HCP100654,2025-06-01,0,3,0,0
HCP100654,2025-07-01,2,5,4,0
HCP100654,2025-08-01,1,2,4,0
HCP100654,2025-09-01,2,3,4,0
HCP100654,2025-10-01,0,2,0,1
HCP100654,2025-11-01,2,4,7,0
HCP100654,2025-12-01,2,4,4,0
HCP100654,2026-01-01,1,9,0,0
HCP100654,2026-02-01,0,3,0,0
HCP100654,2026-03-01,0,6,0,1
HCP100654,2026-04-01,0,4,0,0
HCP100654,2026-05-01,1,8,5,1
HCP100654,2026-06-01,0,2,0,0
HCP100654,2026-07-01,1,5,5,0
HCP100654,2026-08-01,0,5,0,2
HCP100655,2024-01-01,1,1,3,0
HCP100655,2024-02-01,0,1,0,0
HCP100655,2024-03-01,0,2,0,0
HCP100655,2024-04-01,1,2,3,0
HCP100655,2024-05-01,0,4,0,0
HCP100655,2024-06-01,1,1,3,0
HCP100655,2024-07-01,0,1,0,0
HCP100655,2024-08-01,0,4,0,0
HCP100655,2024-09-01,0,3,0,0
HCP100655,2024-10-01,0,0,0,0
HCP100655,2024-11-01,0,0,0,0
HCP100655,2024-12-01,0,1,0,0
HCP100655,2025-01-01,0,2,0,0
HCP100655,2025-02-01,0,1,0,0
HCP100655,2025-03-01,0,4,0,0
HCP100655,2025-04-01,0,0,0,0
HCP100655,2025-05-01,0,0,0,1
HCP100655,2025-06-01,0,1,0,0
HCP100655,2025-07-01,0,1,0,0
HCP100655,2025-08-01,0,0,0,0
HCP100655,2025-09-01,0,0,0,0
HCP100655,2025-10-01,0,1,0,0
HCP100655,2025-11-01,0,4,0,0
HCP100655,2025-12-01,0,2,0,0
HCP100655,2026-01-01,0,1,0,0
HCP100655,2026-02-01,0,2,0,1
HCP100655,2026-03-01,0,2,0,0
HCP100655,2026-04-01,0,0,0,0
HCP100655,2026-05-01,0,2,0,0
HCP100655,2026-06-01,0,4,0,0
HCP100655,2026-07-01,0,3,0,0
HCP100655,2026-08-01,0,1,0,0
HCP100656,2024-01-01,3,6,2,0
HCP100656,2024-02-01,3,7,10,0
HCP100656,2024-03-01,5,4,5,0
HCP100656,2024-04-01,4,1,6,1
HCP100656,2024-05-01,9,2,18,0
HCP100656,2024-06-01,5,6,5,0
HCP100656,2024-07-01,7,5,11,1
HCP100656,2024-08-01,6,1,5,0
HCP100656,2024-09-01,5,6,11,1
HCP100656,2024-10-01,5,5,7,0
HCP100656,2024-11-01,5,4,8,1
HCP100656,2024-12-01,5,4,9,0
HCP100656,2025-01-01,4,5,11,1
HCP100656,2025-02-01,8,5,12,0
HCP100656,2025-03-01,8,5,8,1
HCP100656,2025-04-01,9,1,15,0
HCP100656,2025-05-01,7,4,14,0
HCP100656,2025-06-01,5,1,10,0
HCP100656,2025-07-01,6,3,14,0
HCP100656,2025-08-01,3,2,4,0
HCP100656,2025-09-01,7,3,13,1
HCP100656,2025-10-01,6,1,13,1
HCP100656,2025-11-01,11,3,21,0
HCP100656,2025-12-01,4,5,5,0
HCP100656,2026-01-01,9,5,20,0
HCP100656,2026-02-01,7,5,20,2
HCP100656,2026-03-01,9,5,12,0
HCP100656,2026-04-01,8,8,13,1
HCP100656,2026-05-01,6,2,15,0
HCP100656,2026-06-01,3,5,3,1
HCP100656,2026-07-01,4,3,10,0
HCP100656,2026-08-01,9,1,16,0
HCP100657,2024-01-01,9,4,20,0
HCP100657,2024-02-01,5,3,17,3
HCP100657,2024-03-01,5,7,5,1
HCP100657,2024-04-01,7,9,9,0
HCP100657,2024-05-01,5,6,13,1
HCP100657,2024-06-01,4,2,10,0
HCP100657,2024-07-01,2,7,7,0
HCP100657,2024-08-01,3,3,6,0
HCP100657,2024-09-01,10,5,31,0
HCP100657,2024-10-01,4,4,4,0
HCP100657,2024-11-01,4,7,6,0
HCP100657,2024-12-01,1,0,1,0
HCP100657,2025-01-01,1,3,4,1
HCP100657,2025-02-01,6,4,19,2
HCP100657,2025-03-01,4,2,11,0
HCP100657,2025-04-01,4,5,15,1
HCP100657,2025-05-01,4,6,9,0
HCP100657,2025-06-01,5,4,11,1
HCP100657,2025-07-01,5,7,13,0
HCP100657,2025-08-01,8,5,25,2
HCP100657,2025-09-01,2,8,5,2
HCP100657,2025-10-01,5,8,13,0
HCP100657,2025-11-01,5,3,8,1
HCP100657,2025-12-01,5,2,12,0
HCP100657,2026-01-01,2,9,4,1
HCP100657,2026-02-01,2,6,3,0
HCP100657,2026-03-01,7,4,20,0
HCP100657,2026-04-01,7,7,21,0
HCP100657,2026-05-01,8,4,14,1
HCP100657,2026-06-01,6,6,15,0
HCP100657,2026-07-01,4,1,8,0
HCP100657,2026-08-01,9,5,13,0
HCP100658,2024-01-01,1,7,2,0
HCP100658,2024-02-01,4,5,17,1
HCP100658,2024-03-01,1,4,1,0
HCP100658,2024-04-01,3,8,13,1
