hcp_id,product,n_observed,n_missing
HCP100282,ONCOLERA,32,0
HCP100283,ENDOSTAT,32,0
HCP100283,NEUROVANT,31,1
HCP100283,ONCOLERA,32,0
HCP100284,CARDIVEX,31,1
HCP100284,ENDOSTAT,32,0
HCP100284,NEUROVANT,32,0
HCP100285,CARDIVEX,32,0
HCP100285,ENDOSTAT,31,1
HCP100285,NEUROVANT,32,0
HCP100286,CARDIVEX,32,0
HCP100286,ENDOSTAT,32,0
HCP100286,NEUROVANT,32,0
HCP100287,NEUROVANT,30,2
HCP100287,ONCOLERA,31,1
HCP100288,ENDOSTAT,31,1
HCP100288,ONCOLERA,31,1
HCP100289,CARDIVEX,31,1
HCP100289,NEUROVANT,32,0
HCP100289,ONCOLERA,31,1
HCP100290,CARDIVEX,31,1
HCP100290,ENDOSTAT,31,1
HCP100290,NEUROVANT,30,2
HCP100291,CARDIVEX,32,0
HCP100291,ENDOSTAT,29,3
HCP100291,NEUROVANT,32,0
HCP100292,CARDIVEX,32,0
HCP100292,ENDOSTAT,32,0
HCP100292,NEUROVANT,32,0
HCP100292,ONCOLERA,32,0
HCP100293,CARDIVEX,30,2
HCP100293,ENDOSTAT,32,0
HCP100293,ONCOLERA,32,0
HCP100294,NEUROVANT,32,0
HCP100294,ONCOLERA,32,0
HCP100295,CARDIVEX,30,2
HCP100295,ENDOSTAT,32,0
HCP100295,NEUROVANT,32,0
HCP100296,ENDOSTAT,32,0
HCP100296,NEUROVANT,31,1
HCP100296,ONCOLERA,31,1
HCP100297,ENDOSTAT,32,0
HCP100297,ONCOLERA,32,0
HCP100298,ENDOSTAT,32,0
HCP100298,NEUROVANT,31,1
HCP100298,ONCOLERA,32,0
HCP100299,CARDIVEX,32,0
HCP100299,ENDOSTAT,30,2
HCP100299,NEUROVANT,31,1
HCP100300,CARDIVEX,32,0
HCP100300,ENDOSTAT,31,1
HCP100300,ONCOLERA,32,0
HCP100301,NEUROVANT,32,0
HCP100302,CARDIVEX,32,0
HCP100302,ENDOSTAT,31,1
HCP100302,NEUROVANT,32,0
HCP100303,CARDIVEX,32,0
HCP100303,ENDOSTAT,32,0
HCP100303,NEUROVANT,32,0
HCP100304,CARDIVEX,32,0
HCP100304,ENDOSTAT,31,1
HCP100304,NEUROVANT,32,0
HCP100305,ENDOSTAT,31,1
HCP100305,ONCOLERA,31,1
HCP100306,NEUROVANT,31,1
HCP100306,ONCOLERA,32,0
HCP100307,CARDIVEX,32,0
HCP100307,ENDOSTAT,31,1
HCP100307,NEUROVANT,31,1
HCP100307,ONCOLERA,31,1
HCP100308,ENDOSTAT,30,2
HCP100308,NEUROVANT,32,0
HCP100308,ONCOLERA,31,1
HCP100309,CARDIVEX,31,1
HCP100309,ENDOSTAT,30,2
HCP100309,NEUROVANT,32,0
HCP100309,ONCOLERA,31,1
HCP100310,ENDOSTAT,32,0
HCP100310,NEUROVANT,32,0
HCP100311,CARDIVEX,32,0
HCP100311,ENDOSTAT,32,0
HCP100311,NEUROVANT,31,1
HCP100312,CARDIVEX,32,0
HCP100312,NEUROVANT,32,0
HCP100312,ONCOLERA,32,0
HCP100313,ENDOSTAT,32,0
HCP100313,NEUROVANT,32,0
HCP100313,ONCOLERA,32,0
HCP100314,NEUROVANT,31,1
HCP100314,ONCOLERA,30,2
HCP100315,ENDOSTAT,31,1
HCP100315,ONCOLERA,30,2
HCP100316,CARDIVEX,30,2
HCP100316,NEUROVANT,32,0
HCP100317,CARDIVEX,32,0
HCP100317,ENDOSTAT,30,2
HCP100317,NEUROVANT,31,1
HCP100318,NEUROVANT,32,0
HCP100318,ONCOLERA,31,1
HCP100319,ENDOSTAT,31,1
HCP100319,ONCOLERA,32,0
HCP100320,CARDIVEX,31,1
HCP100320,ENDOSTAT,31,1
HCP100320,NEUROVANT,32,0
HCP100320,ONCOLERA,31,1
HCP100321,CARDIVEX,29,3
HCP100321,ENDOSTAT,31,1
HCP100321,NEUROVANT,32,0
HCP100321,ONCOLERA,32,0
HCP100322,ENDOSTAT,30,2
HCP100323,ONCOLERA,32,0
HCP100324,CARDIVEX,30,2
HCP100324,ENDOSTAT,32,0
HCP100325,NEUROVANT,28,4
HCP100326,ENDOSTAT,31,1
HCP100326,NEUROVANT,32,0
HCP100327,CARDIVEX,31,1
HCP100327,ENDOSTAT,32,0
HCP100327,NEUROVANT,32,0
HCP100328,CARDIVEX,31,1
HCP100328,NEUROVANT,31,1
HCP100329,ENDOSTAT,30,2
HCP100330,CARDIVEX,31,1
HCP100330,ENDOSTAT,29,3
HCP100330,ONCOLERA,31,1
HCP100331,ENDOSTAT,32,0
HCP100331,ONCOLERA,32,0
HCP100332,NEUROVANT,32,0
HCP100332,ONCOLERA,31,1
HCP100333,CARDIVEX,27,5
HCP100333,ENDOSTAT,28,4
HCP100333,NEUROVANT,28,4
HCP100334,CARDIVEX,30,2
HCP100334,ENDOSTAT,30,2
HCP100334,NEUROVANT,31,1
HCP100334,ONCOLERA,30,2
HCP100335,CARDIVEX,31,1
HCP100336,CARDIVEX,32,0
HCP100336,ENDOSTAT,32,0
HCP100337,CARDIVEX,30,2
HCP100337,ENDOSTAT,31,1
HCP100337,NEUROVANT,32,0
HCP100337,ONCOLERA,31,1
HCP100338,CARDIVEX,31,1
HCP100338,ENDOSTAT,32,0
HCP100338,ONCOLERA,31,1
HCP100339,ENDOSTAT,32,0
HCP100339,NEUROVANT,31,1
HCP100339,ONCOLERA,31,1
HCP100340,NEUROVANT,32,0
HCP100341,ENDOSTAT,32,0
HCP100341,ONCOLERA,31,1
HCP100342,CARDIVEX,30,2
HCP100342,ENDOSTAT,32,0
HCP100343,CARDIVEX,31,1
HCP100343,ENDOSTAT,32,0
HCP100344,CARDIVEX,31,1
HCP100344,ENDOSTAT,31,1
HCP100344,ONCOLERA,31,1
HCP100345,CARDIVEX,30,2
HCP100345,ENDOSTAT,30,2
HCP100345,NEUROVANT,30,2
HCP100346,CARDIVEX,32,0
HCP100346,NEUROVANT,31,1
HCP100346,ONCOLERA,30,2
HCP100347,ENDOSTAT,32,0
HCP100347,NEUROVANT,31,1
HCP100347,ONCOLERA,31,1
HCP100348,CARDIVEX,30,2
HCP100348,ENDOSTAT,32,0
HCP100348,NEUROVANT,31,1
HCP100348,ONCOLERA,32,0
HCP100349,CARDIVEX,31,1
HCP100349,NEUROVANT,31,1
HCP100350,CARDIVEX,31,1
HCP100350,ENDOSTAT,32,0
HCP100350,ONCOLERA,31,1
HCP100351,CARDIVEX,32,0
HCP100351,ENDOSTAT,32,0
HCP100351,NEUROVANT,31,1
HCP100351,ONCOLERA,31,1
HCP100352,CARDIVEX,31,1
HCP100352,ENDOSTAT,32,0
HCP100352,NEUROVANT,32,0
HCP100352,ONCOLERA,32,0
HCP100353,CARDIVEX,32,0
HCP100353,ENDOSTAT,32,0
HCP100353,NEUROVANT,30,2
HCP100354,CARDIVEX,32,0
HCP100354,ENDOSTAT,32,0
HCP100354,NEUROVANT,32,0
HCP100354,ONCOLERA,30,2
HCP100355,CARDIVEX,32,0
HCP100355,ENDOSTAT,32,0
HCP100356,CARDIVEX,27,5
HCP100356,ENDOSTAT,28,4
HCP100356,ONCOLERA,27,5
HCP100357,CARDIVEX,32,0
HCP100357,ENDOSTAT,32,0
HCP100357,ONCOLERA,32,0
HCP100358,CARDIVEX,32,0
HCP100358,ENDOSTAT,31,1
HCP100359,ONCOLERA,31,1
HCP100360,ONCOLERA,31,1
HCP100361,CARDIVEX,31,1
HCP100361,ENDOSTAT,32,0
HCP100361,NEUROVANT,30,2
HCP100362,CARDIVEX,31,1
HCP100362,ENDOSTAT,31,1
HCP100362,NEUROVANT,31,1
HCP100363,CARDIVEX,30,2
HCP100363,ENDOSTAT,30,2
HCP100363,NEUROVANT,31,1
HCP100363,ONCOLERA,30,2
HCP100364,CARDIVEX,29,3
HCP100364,ENDOSTAT,31,1
HCP100365,ONCOLERA,32,0
HCP100366,ENDOSTAT,31,1
HCP100366,ONCOLERA,29,3
HCP100367,ENDOSTAT,30,2
HCP100367,NEUROVANT,30,2
HCP100368,CARDIVEX,32,0
HCP100368,ENDOSTAT,31,1
HCP100368,NEUROVANT,31,1
HCP100369,ENDOSTAT,32,0
HCP100369,NEUROVANT,31,1
HCP100369,ONCOLERA,31,1
HCP100370,CARDIVEX,32,0
HCP100370,NEUROVANT,32,0
HCP100371,CARDIVEX,31,1
HCP100371,ENDOSTAT,32,0
HCP100372,CARDIVEX,30,2
HCP100373,CARDIVEX,32,0
HCP100373,ENDOSTAT,32,0
HCP100373,NEUROVANT,31,1
HCP100374,CARDIVEX,32,0
HCP100374,ENDOSTAT,32,0
HCP100375,ENDOSTAT,32,0
HCP100375,ONCOLERA,32,0
HCP100376,CARDIVEX,31,1
HCP100376,ENDOSTAT,30,2
HCP100376,ONCOLERA,32,0
HCP100377,CARDIVEX,32,0
HCP100378,CARDIVEX,32,0
HCP100378,NEUROVANT,31,1
HCP100378,ONCOLERA,30,2
HCP100379,ENDOSTAT,31,1
HCP100379,ONCOLERA,31,1
HCP100380,CARDIVEX,32,0
HCP100380,ENDOSTAT,30,2
HCP100380,NEUROVANT,30,2
HCP100380,ONCOLERA,31,1
HCP100381,CARDIVEX,31,1
HCP100381,ENDOSTAT,32,0
HCP100381,NEUROVANT,32,0
HCP100382,CARDIVEX,32,0
HCP100382,ENDOSTAT,30,2
HCP100382,NEUROVANT,30,2
HCP100383,CARDIVEX,31,1
HCP100383,ENDOSTAT,32,0
HCP100383,NEUROVANT,29,3
HCP100383,ONCOLERA,30,2
HCP100384,CARDIVEX,32,0
HCP100384,ENDOSTAT,31,1
HCP100384,NEUROVANT,31,1
HCP100385,CARDIVEX,31,1
HCP100385,ENDOSTAT,31,1
HCP100385,NEUROVANT,29,3
HCP100386,CARDIVEX,31,1
HCP100386,ENDOSTAT,32,0
HCP100386,NEUROVANT,32,0
HCP100387,CARDIVEX,31,1
HCP100387,ENDOSTAT,30,2
HCP100387,NEUROVANT,31,1
HCP100388,CARDIVEX,32,0
HCP100388,ENDOSTAT,31,1
HCP100388,NEUROVANT,31,1
HCP100389,CARDIVEX,32,0
HCP100389,ENDOSTAT,31,1
HCP100389,NEUROVANT,30,2
HCP100389,ONCOLERA,32,0
HCP100390,CARDIVEX,31,1
HCP100390,ENDOSTAT,30,2
HCP100390,NEUROVANT,32,0
HCP100390,ONCOLERA,31,1
HCP100391,ONCOLERA,29,3
HCP100392,CARDIVEX,31,1
HCP100392,ENDOSTAT,32,0
HCP100392,NEUROVANT,31,1
HCP100392,ONCOLERA,32,0
HCP100393,CARDIVEX,31,1
HCP100393,NEUROVANT,32,0
HCP100394,ENDOSTAT,32,0
HCP100394,ONCOLERA,32,0
HCP100395,CARDIVEX,31,1
HCP100395,ENDOSTAT,32,0
HCP100395,NEUROVANT,32,0
HCP100396,CARDIVEX,31,1
HCP100396,ENDOSTAT,31,1
HCP100397,CARDIVEX,32,0
HCP100397,ENDOSTAT,32,0
HCP100397,NEUROVANT,32,0
HCP100398,CARDIVEX,31,1
HCP100398,ENDOSTAT,32,0
HCP100398,ONCOLERA,30,2
HCP100399,ONCOLERA,32,0
HCP100400,CARDIVEX,30,2
HCP100400,ENDOSTAT,31,1
HCP100400,ONCOLERA,31,1
HCP100401,CARDIVEX,31,1
HCP100401,ENDOSTAT,31,1
HCP100402,ENDOSTAT,32,0
HCP100403,CARDIVEX,31,1
HCP100403,NEUROVANT,32,0
HCP100404,CARDIVEX,32,0
HCP100404,ENDOSTAT,31,1
HCP100404,ONCOLERA,30,2
HCP100405,CARDIVEX,32,0
HCP100405,ENDOSTAT,30,2
HCP100406,CARDIVEX,31,1
HCP100406,ENDOSTAT,32,0
HCP100407,CARDIVEX,30,2
HCP100407,ENDOSTAT,31,1
HCP100407,NEUROVANT,31,1
HCP100407,ONCOLERA,30,2
HCP100408,CARDIVEX,31,1
HCP100408,ENDOSTAT,32,0
HCP100408,NEUROVANT,30,2
HCP100409,CARDIVEX,30,2
HCP100409,ENDOSTAT,30,2
HCP100409,NEUROVANT,31,1
HCP100409,ONCOLERA,31,1
HCP100410,CARDIVEX,24,8
HCP100410,ENDOSTAT,24,8
HCP100411,CARDIVEX,32,0
HCP100411,NEUROVANT,31,1
HCP100411,ONCOLERA,31,1
HCP100412,CARDIVEX,32,0
HCP100412,ENDOSTAT,31,1
HCP100413,CARDIVEX,32,0
HCP100413,ENDOSTAT,32,0
HCP100413,NEUROVANT,31,1
HCP100414,CARDIVEX,31,1
HCP100414,ENDOSTAT,31,1
HCP100414,NEUROVANT,30,2
HCP100415,CARDIVEX,32,0
HCP100415,ENDOSTAT,32,0
HCP100415,NEUROVANT,32,0
HCP100416,CARDIVEX,32,0
HCP100416,ENDOSTAT,32,0
HCP100416,ONCOLERA,31,1
HCP100417,CARDIVEX,32,0
HCP100417,ENDOSTAT,31,1
HCP100417,NEUROVANT,32,0
HCP100418,CARDIVEX,29,3
HCP100418,ENDOSTAT,30,2
HCP100418,NEUROVANT,32,0
HCP100419,CARDIVEX,29,3
HCP100419,ENDOSTAT,31,1
HCP100420,CARDIVEX,32,0
HCP100420,ENDOSTAT,32,0
HCP100421,CARDIVEX,31,1
HCP100421,ENDOSTAT,31,1
HCP100421,NEUROVANT,29,3
HCP100422,ENDOSTAT,32,0
HCP100422,NEUROVANT,29,3
HCP100422,ONCOLERA,31,1
HCP100423,ENDOSTAT,31,1
HCP100424,CARDIVEX,32,0
HCP100424,ENDOSTAT,32,0
HCP100424,ONCOLERA,32,0
HCP100425,CARDIVEX,31,1
HCP100425,ONCOLERA,32,0
HCP100426,CARDIVEX,31,1
HCP100426,ENDOSTAT,31,1
HCP100426,ONCOLERA,31,1
HCP100427,ONCOLERA,32,0
HCP100428,CARDIVEX,31,1
HCP100428,NEUROVANT,30,2
HCP100428,ONCOLERA,32,0
HCP100429,CARDIVEX,29,3
HCP100429,ENDOSTAT,31,1
HCP100429,NEUROVANT,32,0
HCP100430,CARDIVEX,28,4
HCP100430,ENDOSTAT,28,4
HCP100430,ONCOLERA,28,4
HCP100431,CARDIVEX,32,0
HCP100431,ENDOSTAT,32,0
HCP100431,NEUROVANT,32,0
HCP100431,ONCOLERA,32,0
HCP100432,CARDIVEX,22,10
HCP100432,ENDOSTAT,21,11
HCP100432,NEUROVANT,23,9
HCP100433,CARDIVEX,31,1
HCP100433,NEUROVANT,32,0
HCP100434,ENDOSTAT,32,0
HCP100434,NEUROVANT,32,0
HCP100434,ONCOLERA,31,1
HCP100435,CARDIVEX,31,1
HCP100435,ENDOSTAT,31,1
HCP100435,NEUROVANT,31,1
HCP100436,CARDIVEX,32,0
HCP100436,ENDOSTAT,32,0
HCP100436,ONCOLERA,32,0
HCP100437,ENDOSTAT,31,1
HCP100437,NEUROVANT,31,1
HCP100437,ONCOLERA,32,0
HCP100438,ENDOSTAT,32,0
HCP100438,NEUROVANT,30,2
HCP100438,ONCOLERA,32,0
HCP100439,CARDIVEX,32,0
HCP100439,ENDOSTAT,31,1
HCP100439,NEUROVANT,32,0
HCP100440,CARDIVEX,29,3
HCP100440,ENDOSTAT,32,0
HCP100440,NEUROVANT,30,2
HCP100441,CARDIVEX,30,2
HCP100441,NEUROVANT,31,1
HCP100441,ONCOLERA,32,0
HCP100442,NEUROVANT,32,0
HCP100443,ENDOSTAT,25,7
HCP100443,ONCOLERA,24,8
HCP100444,CARDIVEX,31,1
HCP100444,ENDOSTAT,32,0
HCP100444,NEUROVANT,31,1
HCP100444,ONCOLERA,29,3
HCP100445,CARDIVEX,31,1
HCP100445,ENDOSTAT,32,0
HCP100445,NEUROVANT,31,1
HCP100445,ONCOLERA,32,0
HCP100446,ENDOSTAT,32,0
HCP100446,ONCOLERA,31,1
HCP100447,CARDIVEX,32,0
HCP100447,ENDOSTAT,30,2
HCP100447,NEUROVANT,32,0
HCP100447,ONCOLERA,32,0
HCP100448,ENDOSTAT,32,0
HCP100448,NEUROVANT,30,2
HCP100448,ONCOLERA,30,2
HCP100449,CARDIVEX,31,1
HCP100449,ENDOSTAT,32,0
HCP100449,ONCOLERA,30,2
HCP100450,CARDIVEX,31,1
HCP100450,ENDOSTAT,32,0
HCP100450,NEUROVANT,31,1
HCP100451,CARDIVEX,32,0
HCP100451,ENDOSTAT,30,2
HCP100451,NEUROVANT,31,1
HCP100452,ENDOSTAT,30,2
HCP100452,NEUROVANT,31,1
HCP100452,ONCOLERA,30,2
HCP100453,CARDIVEX,32,0
HCP100453,ENDOSTAT,32,0
HCP100453,ONCOLERA,31,1
HCP100454,ENDOSTAT,32,0
HCP100454,ONCOLERA,32,0
HCP100455,ENDOSTAT,32,0
HCP100455,NEUROVANT,31,1
HCP100456,ENDOSTAT,31,1
HCP100456,ONCOLERA,31,1
HCP100457,CARDIVEX,32,0
HCP100457,ENDOSTAT,32,0
HCP100457,NEUROVANT,31,1
HCP100458,CARDIVEX,31,1
HCP100458,ENDOSTAT,32,0
HCP100458,NEUROVANT,32,0
HCP100459,CARDIVEX,32,0
HCP100459,ENDOSTAT,31,1
HCP100459,NEUROVANT,32,0
HCP100459,ONCOLERA,31,1
HCP100460,CARDIVEX,32,0
HCP100460,ENDOSTAT,31,1
HCP100460,NEUROVANT,32,0
HCP100460,ONCOLERA,32,0
HCP100461,NEUROVANT,31,1
HCP100462,CARDIVEX,32,0
HCP100462,ENDOSTAT,32,0
HCP100462,NEUROVANT,32,0
HCP100463,CARDIVEX,31,1
HCP100463,ENDOSTAT,30,2
HCP100463,NEUROVANT,32,0
HCP100464,CARDIVEX,31,1
HCP100464,ENDOSTAT,32,0
HCP100464,ONCOLERA,31,1
HCP100465,ENDOSTAT,31,1
HCP100465,NEUROVANT,30,2
HCP100465,ONCOLERA,32,0
HCP100466,CARDIVEX,30,2
HCP100466,ENDOSTAT,32,0
HCP100466,NEUROVANT,32,0
HCP100467,CARDIVEX,32,0
HCP100467,ENDOSTAT,31,1
HCP100467,NEUROVANT,30,2
HCP100468,ENDOSTAT,32,0
HCP100468,NEUROVANT,32,0
HCP100468,ONCOLERA,29,3
HCP100469,ENDOSTAT,32,0
HCP100469,NEUROVANT,31,1
HCP100469,ONCOLERA,31,1
HCP100470,CARDIVEX,31,1
HCP100470,NEUROVANT,31,1
HCP100471,CARDIVEX,30,2
HCP100471,ENDOSTAT,32,0
HCP100471,NEUROVANT,32,0
HCP100471,ONCOLERA,31,1
HCP100472,CARDIVEX,31,1
HCP100472,ENDOSTAT,30,2
HCP100473,CARDIVEX,31,1
HCP100473,ENDOSTAT,32,0
HCP100473,NEUROVANT,31,1
HCP100474,CARDIVEX,32,0
HCP100474,ENDOSTAT,31,1
HCP100474,ONCOLERA,32,0
HCP100475,ENDOSTAT,32,0
HCP100475,ONCOLERA,32,0
HCP100476,ENDOSTAT,31,1
HCP100476,NEUROVANT,32,0
HCP100477,ENDOSTAT,32,0
HCP100478,CARDIVEX,31,1
HCP100478,ENDOSTAT,31,1
HCP100478,NEUROVANT,32,0
HCP100478,ONCOLERA,31,1
HCP100479,ENDOSTAT,31,1
HCP100480,CARDIVEX,24,8
HCP100480,ENDOSTAT,24,8
HCP100480,NEUROVANT,23,9
HCP100480,ONCOLERA,23,9
HCP100481,CARDIVEX,32,0
HCP100481,ENDOSTAT,31,1
HCP100481,NEUROVANT,31,1
HCP100482,CARDIVEX,32,0
HCP100482,ENDOSTAT,31,1
HCP100482,NEUROVANT,30,2
HCP100482,ONCOLERA,31,1
HCP100483,CARDIVEX,31,1
HCP100483,ENDOSTAT,31,1
HCP100484,CARDIVEX,31,1
HCP100484,ENDOSTAT,30,2
HCP100484,NEUROVANT,30,2
HCP100484,ONCOLERA,31,1
HCP100485,CARDIVEX,32,0
HCP100485,ENDOSTAT,31,1
HCP100486,CARDIVEX,31,1
HCP100486,ENDOSTAT,32,0
HCP100487,ENDOSTAT,30,2
HCP100487,NEUROVANT,31,1
HCP100488,NEUROVANT,32,0
HCP100488,ONCOLERA,32,0
HCP100489,CARDIVEX,30,2
HCP100489,ENDOSTAT,31,1
HCP100489,NEUROVANT,32,0
HCP100489,ONCOLERA,31,1
HCP100490,CARDIVEX,32,0
HCP100490,ONCOLERA,32,0
HCP100491,NEUROVANT,31,1
HCP100491,ONCOLERA,32,0
HCP100492,NEUROVANT,29,3
HCP100492,ONCOLERA,31,1
HCP100493,ENDOSTAT,31,1
HCP100493,NEUROVANT,32,0
HCP100494,CARDIVEX,32,0
HCP100494,ENDOSTAT,32,0
HCP100494,ONCOLERA,32,0
HCP100495,CARDIVEX,30,2
HCP100495,ENDOSTAT,31,1
HCP100495,NEUROVANT,31,1
HCP100495,ONCOLERA,31,1
HCP100496,CARDIVEX,30,2
HCP100496,ENDOSTAT,31,1
HCP100496,NEUROVANT,31,1
HCP100496,ONCOLERA,30,2
HCP100497,CARDIVEX,32,0
HCP100497,ENDOSTAT,32,0
HCP100498,ENDOSTAT,32,0
HCP100498,NEUROVANT,31,1
HCP100499,ENDOSTAT,32,0
HCP100499,NEUROVANT,32,0
HCP100500,CARDIVEX,32,0
HCP100500,ENDOSTAT,32,0
HCP100500,NEUROVANT,32,0
HCP100501,ENDOSTAT,32,0
HCP100501,ONCOLERA,31,1
HCP100502,CARDIVEX,31,1
HCP100502,NEUROVANT,29,3
HCP100503,CARDIVEX,32,0
HCP100503,ENDOSTAT,31,1
HCP100503,NEUROVANT,31,1
HCP100504,CARDIVEX,32,0
HCP100504,ENDOSTAT,31,1
HCP100504,NEUROVANT,32,0
HCP100504,ONCOLERA,32,0
HCP100505,CARDIVEX,30,2
HCP100505,ENDOSTAT,31,1
HCP100505,NEUROVANT,31,1
HCP100506,CARDIVEX,31,1
HCP100506,ENDOSTAT,30,2
HCP100506,NEUROVANT,31,1
HCP100507,ENDOSTAT,31,1
HCP100507,ONCOLERA,30,2
HCP100508,CARDIVEX,29,3
HCP100508,ENDOSTAT,32,0
HCP100508,NEUROVANT,32,0
HCP100509,CARDIVEX,30,2
HCP100509,ENDOSTAT,30,2
HCP100510,ONCOLERA,31,1
HCP100511,ENDOSTAT,31,1
HCP100511,NEUROVANT,31,1
HCP100511,ONCOLERA,31,1
HCP100512,ENDOSTAT,30,2
HCP100512,NEUROVANT,32,0
HCP100512,ONCOLERA,31,1
HCP100513,CARDIVEX,29,3
HCP100513,ENDOSTAT,32,0
HCP100513,NEUROVANT,32,0
HCP100513,ONCOLERA,30,2
HCP100514,ENDOSTAT,30,2
HCP100514,NEUROVANT,32,0
HCP100514,ONCOLERA,32,0
HCP100515,ONCOLERA,31,1
HCP100516,ENDOSTAT,28,4
HCP100516,NEUROVANT,32,0
HCP100517,CARDIVEX,31,1
HCP100517,ENDOSTAT,32,0
HCP100517,NEUROVANT,31,1
HCP100518,CARDIVEX,32,0
HCP100518,ENDOSTAT,32,0
HCP100519,CARDIVEX,31,1
HCP100519,ENDOSTAT,31,1
HCP100519,NEUROVANT,32,0
HCP100520,CARDIVEX,30,2
HCP100520,ENDOSTAT,31,1
HCP100520,NEUROVANT,32,0
HCP100520,ONCOLERA,31,1
HCP100521,CARDIVEX,31,1
HCP100521,ENDOSTAT,30,2
HCP100521,NEUROVANT,32,0
HCP100522,CARDIVEX,31,1
HCP100522,ENDOSTAT,32,0
HCP100522,NEUROVANT,31,1
HCP100523,CARDIVEX,32,0
HCP100523,ENDOSTAT,30,2
HCP100523,NEUROVANT,30,2
HCP100524,CARDIVEX,31,1
HCP100524,ENDOSTAT,32,0
HCP100524,ONCOLERA,32,0
HCP100525,ONCOLERA,32,0
HCP100526,ENDOSTAT,32,0
HCP100526,NEUROVANT,31,1
HCP100527,ENDOSTAT,32,0
HCP100527,NEUROVANT,31,1
HCP100527,ONCOLERA,30,2
HCP100528,CARDIVEX,32,0
HCP100528,ENDOSTAT,31,1
HCP100528,NEUROVANT,32,0
HCP100529,CARDIVEX,32,0
HCP100529,ENDOSTAT,31,1
HCP100529,NEUROVANT,31,1
HCP100529,ONCOLERA,32,0
HCP100530,CARDIVEX,31,1
HCP100530,ENDOSTAT,31,1
HCP100530,NEUROVANT,30,2
HCP100530,ONCOLERA,31,1
HCP100531,CARDIVEX,31,1
HCP100531,ENDOSTAT,31,1
HCP100531,NEUROVANT,30,2
HCP100531,ONCOLERA,31,1
HCP100532,CARDIVEX,30,2
HCP100532,ENDOSTAT,29,3
HCP100532,NEUROVANT,31,1
HCP100533,CARDIVEX,32,0
HCP100533,ENDOSTAT,32,0
HCP100533,NEUROVANT,31,1
HCP100534,CARDIVEX,31,1
HCP100534,ENDOSTAT,32,0
HCP100534,NEUROVANT,32,0
HCP100535,CARDIVEX,32,0
HCP100535,ENDOSTAT,32,0
HCP100535,NEUROVANT,32,0
HCP100536,CARDIVEX,32,0
HCP100537,CARDIVEX,32,0
HCP100537,ENDOSTAT,32,0
HCP100537,NEUROVANT,31,1
HCP100537,ONCOLERA,32,0
HCP100538,ENDOSTAT,31,1
HCP100539,CARDIVEX,32,0
HCP100539,ENDOSTAT,31,1
HCP100539,NEUROVANT,32,0
HCP100539,ONCOLERA,32,0
HCP100540,CARDIVEX,32,0
HCP100540,ENDOSTAT,30,2
HCP100540,ONCOLERA,32,0
HCP100541,NEUROVANT,32,0
HCP100541,ONCOLERA,32,0
HCP100542,ONCOLERA,28,4
HCP100543,CARDIVEX,32,0
HCP100543,ENDOSTAT,31,1
HCP100544,CARDIVEX,32,0
HCP100544,NEUROVANT,32,0
HCP100544,ONCOLERA,32,0
HCP100545,CARDIVEX,32,0
HCP100545,NEUROVANT,30,2
HCP100546,CARDIVEX,31,1
HCP100546,ENDOSTAT,31,1
HCP100546,NEUROVANT,30,2
HCP100546,ONCOLERA,32,0
HCP100547,CARDIVEX,32,0
HCP100547,ENDOSTAT,31,1
HCP100548,CARDIVEX,32,0
HCP100548,ONCOLERA,31,1
HCP100549,ENDOSTAT,31,1
HCP100549,NEUROVANT,32,0
HCP100549,ONCOLERA,31,1
HCP100550,ENDOSTAT,32,0
HCP100550,NEUROVANT,32,0
HCP100550,ONCOLERA,30,2
HCP100551,CARDIVEX,23,9
HCP100551,ENDOSTAT,23,9
HCP100551,NEUROVANT,23,9
HCP100552,NEUROVANT,31,1
HCP100552,ONCOLERA,29,3
HCP100553,NEUROVANT,30,2
HCP100554,CARDIVEX,32,0
HCP100554,ENDOSTAT,30,2
HCP100554,NEUROVANT,29,3
HCP100555,CARDIVEX,27,5
HCP100555,NEUROVANT,27,5
HCP100556,CARDIVEX,32,0
HCP100556,NEUROVANT,32,0
HCP100557,NEUROVANT,31,1
HCP100558,CARDIVEX,32,0
HCP100558,ENDOSTAT,32,0
HCP100558,NEUROVANT,31,1
HCP100559,CARDIVEX,32,0
HCP100559,ENDOSTAT,31,1
HCP100559,NEUROVANT,32,0
HCP100559,ONCOLERA,32,0
HCP100560,NEUROVANT,31,1
HCP100560,ONCOLERA,32,0
HCP100561,CARDIVEX,28,4
HCP100561,ENDOSTAT,32,0
HCP100561,NEUROVANT,32,0
HCP100561,ONCOLERA,30,2
HCP100562,CARDIVEX,31,1
HCP100562,ENDOSTAT,31,1
HCP100562,NEUROVANT,32,0
HCP100563,CARDIVEX,31,1
HCP100563,ENDOSTAT,31,1
HCP100563,NEUROVANT,32,0
HCP100564,CARDIVEX,32,0
HCP100564,ENDOSTAT,30,2
HCP100564,NEUROVANT,32,0
HCP100565,CARDIVEX,31,1
HCP100565,ENDOSTAT,31,1
HCP100565,NEUROVANT,32,0
HCP100565,ONCOLERA,31,1
HCP100566,CARDIVEX,32,0
HCP100566,ENDOSTAT,32,0
HCP100566,NEUROVANT,32,0
HCP100567,CARDIVEX,30,2
HCP100567,ENDOSTAT,32,0
HCP100567,NEUROVANT,32,0
HCP100568,CARDIVEX,32,0
HCP100568,ENDOSTAT,31,1
HCP100568,NEUROVANT,30,2
