hcp_id,specialty,region,segment,active_flag
HCP100673,Primary Care,Northeast,Medium,1
HCP100674,Oncology,Mountain,High,1
HCP100675,Cardiology,Southeast,Low,1
HCP100676,Endocrinology,West,Medium,1
HCP100677,Psychiatry,Mountain,Low,1
HCP100678,Endocrinology,Northeast,Medium,1
HCP100679,Primary Care,West,High,1
HCP100680,Neurology,Pacific Northwest,High,1
HCP100681,Psychiatry,Southwest,Medium,1
HCP100682,Endocrinology,Midwest,Medium,1
HCP100683,Psychiatry,Northeast,Medium,0
HCP100684,Dermatology,Midwest,Medium,1
HCP100685,Primary Care,West,Low,1
HCP100686,Primary Care,Southeast,Low,1
HCP100687,Cardiology,Southwest,Low,1
HCP100689,Primary Care,Northeast,Low,0
HCP100691,Gastroenterology,West,Low,0
HCP100693,Dermatology,Pacific Northwest,Medium,1
HCP100694,Primary Care,Southeast,Low,1
HCP100695,Primary Care,Southeast,Medium,1
HCP100696,Dermatology,West,Low,0
HCP100697,Dermatology,West,High,1
HCP100698,Primary Care,West,Low,1
HCP100699,Cardiology,Southwest,High,1
HCP100700,Primary Care,Southeast,Low,0
HCP100702,Primary Care,Northeast,Low,0
HCP100703,Psychiatry,Southwest,High,1
HCP100704,Cardiology,Pacific Northwest,Low,1
HCP100705,Oncology,Midwest,Low,1
HCP100706,Psychiatry,Mountain,Low,0
HCP100707,Dermatology,Southeast,High,0
HCP100708,Neurology,West,Low,1
HCP100709,Psychiatry,Northeast,Medium,0
HCP100710,Endocrinology,Midwest,Medium,1
HCP100711,Cardiology,Midwest,Low,1
HCP100712,Cardiology,Southeast,Low,1
HCP100713,Primary Care,Southeast,Low,1
HCP100714,Cardiology,Midwest,Medium,1
HCP100715,Oncology,Southeast,Medium,1
HCP100716,Neurology,Southeast,Low,1
HCP100717,Psychiatry,Northeast,Low,1
HCP100718,Neurology,Southeast,Medium,1
HCP100719,Endocrinology,West,Low,1
HCP100720,Endocrinology,Southwest,High,1
HCP100721,Neurology,Pacific Northwest,High,1
HCP100722,Primary Care,Southeast,Low,1
HCP100723,Neurology,Mountain,Low,1
HCP100724,Oncology,Northeast,Low,1
HCP100725,Oncology,Mountain,Medium,1
HCP100726,Primary Care,Northeast,High,1
HCP100727,Cardiology,Southwest,Medium,1
HCP100728,Neurology,Northeast,Low,1
HCP100729,Endocrinology,Northeast,Low,1
HCP100730,Cardiology,Midwest,High,1
HCP100731,Oncology,Southeast,Low,1
HCP100732,Endocrinology,West,Low,0
HCP100733,Endocrinology,Northeast,Low,1
HCP100734,Psychiatry,Northeast,Low,1
HCP100735,Psychiatry,Northeast,Low,1
HCP100736,Gastroenterology,Southeast,Low,1
HCP100737,Primary Care,Midwest,Low,0
HCP100738,Primary Care,Midwest,Low,1
HCP100739,Cardiology,Northeast,Low,1
HCP100740,Dermatology,Northeast,Medium,1
HCP100741,Primary Care,Southeast,Low,1
HCP100743,Psychiatry,Southeast,Low,1
HCP100744,Oncology,Northeast,Medium,1
HCP100745,Gastroenterology,Northeast,Medium,1
HCP100746,Primary Care,Southeast,Low,1
HCP100747,Dermatology,West,Low,1
HCP100748,Oncology,West,High,1
HCP100750,Endocrinology,Southwest,Medium,1
HCP100751,Cardiology,Southwest,Low,1
HCP100752,Oncology,Midwest,High,1
HCP100753,Endocrinology,Midwest,Medium,0
HCP100754,Psychiatry,West,Medium,1
HCP100755,Neurology,Southwest,Low,1
HCP100756,Primary Care,Southeast,High,1
HCP100757,Cardiology,Southwest,High,1
HCP100758,Endocrinology,Midwest,High,1
HCP100759,Neurology,Midwest,Low,1
HCP100760,Cardiology,Midwest,Medium,1
HCP100761,Primary Care,Midwest,Medium,1
HCP100762,Cardiology,Southeast,Low,1
HCP100763,Oncology,Midwest,Low,1
HCP100764,Cardiology,Southwest,Medium,1
HCP100765,Primary Care,West,Medium,1
HCP100766,Primary Care,Midwest,High,1
HCP100768,Neurology,Southeast,Low,1
HCP100769,Neurology,Northeast,High,1
HCP100770,Oncology,Midwest,High,1
HCP100771,Neurology,Southeast,Low,1
HCP100772,Dermatology,Mountain,Low,1
HCP100773,Primary Care,Midwest,Medium,1
HCP100774,Oncology,West,Low,1
HCP100775,Cardiology,West,Low,1
HCP100776,Primary Care,Midwest,Low,1
HCP100777,Primary Care,Southeast,High,1
HCP100778,Cardiology,Midwest,Medium,1
HCP100779,Primary Care,West,High,1
HCP100780,Oncology,Midwest,Medium,1
HCP100781,Psychiatry,Southwest,Medium,1
HCP100782,Gastroenterology,Pacific Northwest,Medium,1
HCP100783,Primary Care,Northeast,Medium,1
HCP100784,Psychiatry,Mountain,High,1
HCP100785,Primary Care,Midwest,Medium,1
HCP100786,Cardiology,Southwest,Medium,1
HCP100787,Oncology,Southwest,Medium,1
HCP100788,Endocrinology,Southeast,Low,1
HCP100789,Neurology,Midwest,Medium,1
HCP100790,Primary Care,West,Medium,1
HCP100791,Psychiatry,Midwest,Medium,1
HCP100792,Oncology,Pacific Northwest,Low,1
HCP100793,Neurology,West,Low,1
HCP100794,Primary Care,Southeast,Medium,1
HCP100795,Primary Care,Northeast,Medium,0
HCP100796,Cardiology,Southwest,Low,1
HCP100797,Gastroenterology,Southeast,Low,1
HCP100798,Endocrinology,Northeast,High,1
HCP100799,Endocrinology,Northeast,High,1
HCP100800,Oncology,West,Low,1
HCP100801,Gastroenterology,Midwest,Low,0
HCP100802,Cardiology,Midwest,Medium,1
HCP100803,Primary Care,Southeast,High,1
HCP100804,Dermatology,Midwest,Medium,1
HCP100805,Endocrinology,Midwest,Low,1
HCP100806,Primary Care,Northeast,Medium,0
HCP100808,Primary Care,West,Low,1
HCP100809,Psychiatry,Southwest,Low,1
HCP100810,Primary Care,Northeast,High,1
HCP100811,Endocrinology,Pacific Northwest,Low,1
HCP100812,Cardiology,Midwest,Medium,1
HCP100813,Dermatology,Northeast,Low,1
HCP100814,Neurology,Northeast,High,0
HCP100815,Primary Care,Midwest,High,1
HCP100816,Gastroenterology,Southeast,Low,1
HCP100817,Endocrinology,West,High,1
HCP100819,Cardiology,Mountain,Medium,1
HCP100820,Endocrinology,Southeast,High,1
HCP100821,Psychiatry,Northeast,Medium,0
HCP100822,Endocrinology,Southeast,Medium,1
HCP100823,Psychiatry,Southeast,Low,1
HCP100824,Primary Care,Midwest,High,1
HCP100825,Endocrinology,West,Medium,1
HCP100826,Cardiology,Southeast,Low,1
HCP100827,Primary Care,Midwest,High,1
HCP100828,Primary Care,Southwest,Low,1
HCP100829,Oncology,Midwest,Low,1
HCP100831,Dermatology,Northeast,Medium,1
HCP100833,Cardiology,West,Low,1
HCP100834,Primary Care,Midwest,Low,0
HCP100835,Psychiatry,Northeast,High,1
HCP100836,Primary Care,Midwest,Medium,1
HCP100837,Endocrinology,Midwest,Medium,1
HCP100838,Dermatology,Southeast,Low,1
HCP100839,Endocrinology,Northeast,High,1
HCP100840,Primary Care,Northeast,Low,1
HCP100841,Psychiatry,Midwest,Medium,0
HCP100842,Oncology,Southeast,High,1
HCP100843,Gastroenterology,Mountain,Medium,1
HCP100844,Oncology,Mountain,Low,1
HCP100845,Primary Care,Northeast,Medium,0
HCP100846,Primary Care,Mountain,Low,1
HCP100847,Endocrinology,Northeast,Medium,1
HCP100848,Endocrinology,Southwest,High,1
HCP100849,Endocrinology,Northeast,Low,1
HCP100850,Endocrinology,Southeast,Medium,1
HCP100851,Psychiatry,Southeast,High,1
HCP100852,Cardiology,Southeast,Low,1
HCP100853,Oncology,Midwest,Low,1
HCP100854,Oncology,Midwest,Medium,1
HCP100855,Cardiology,Southwest,Low,1
HCP100856,Psychiatry,Mountain,High,1
HCP100858,Endocrinology,Southeast,Low,1
HCP100859,Neurology,Midwest,Medium,1
HCP100860,Primary Care,Southeast,Low,1
HCP100861,Gastroenterology,Midwest,Low,0
HCP100862,Primary Care,Midwest,Low,0
HCP100863,Primary Care,Midwest,Low,0
HCP100864,Endocrinology,Mountain,Low,1
HCP100865,Primary Care,West,Low,1
HCP100866,Neurology,Southeast,High,1
HCP100867,Oncology,West,Medium,1
HCP100868,Gastroenterology,Southeast,Medium,1
HCP100870,Oncology,Southeast,Medium,1
HCP100871,Oncology,West,Low,1
HCP100872,Primary Care,Midwest,Medium,1
HCP100874,Oncology,West,Low,1
HCP100875,Dermatology,Southeast,Low,1
HCP100876,Neurology,Mountain,Medium,1
HCP100877,Primary Care,West,High,0
HCP100878,Gastroenterology,West,Low,1
HCP100879,Primary Care,Midwest,Low,0
HCP100880,Neurology,Southwest,Low,1
HCP100882,Primary Care,Northeast,Medium,1
HCP100884,Dermatology,Southwest,Medium,1
HCP100885,Cardiology,West,Low,1
HCP100886,Endocrinology,Midwest,Low,1
HCP100887,Primary Care,Northeast,Medium,1
HCP100888,Endocrinology,Southeast,Low,1
HCP100889,Gastroenterology,Southwest,Low,1
HCP100890,Gastroenterology,Northeast,Low,1
HCP100891,Psychiatry,Pacific Northwest,High,1
HCP100892,Dermatology,Northeast,Low,1
HCP100893,Oncology,Southeast,Low,1
HCP100894,Primary Care,West,Medium,1
HCP100895,Dermatology,Northeast,Low,0
HCP100897,Gastroenterology,Southwest,Medium,1
HCP100898,Neurology,Southeast,Medium,0
HCP100900,Neurology,Southeast,Medium,1
HCP100901,Oncology,Southeast,Low,1
HCP100902,Endocrinology,West,Low,1
HCP100903,Psychiatry,Northeast,Medium,1
HCP100904,Endocrinology,Southwest,Medium,1
HCP100905,Neurology,Southeast,Medium,1
HCP100906,Primary Care,Northeast,Low,1
HCP100907,Endocrinology,Northeast,Medium,1
HCP100908,Endocrinology,Northeast,High,1
HCP100909,Cardiology,Northeast,Low,1
HCP100910,Psychiatry,Southeast,Low,1
HCP100911,Endocrinology,Midwest,Medium,1
HCP100912,Oncology,Northeast,Low,0
HCP100913,Primary Care,West,High,1
HCP100914,Endocrinology,Northeast,High,1
HCP100915,Neurology,Northeast,High,1
HCP100916,Gastroenterology,Southwest,Medium,1
HCP100917,Cardiology,Northeast,Low,1
HCP100918,Psychiatry,West,Medium,1
HCP100919,Neurology,West,Medium,1
HCP100920,Primary Care,Midwest,Medium,1
HCP100921,Oncology,West,Medium,1
HCP100922,Primary Care,Northeast,Medium,1
HCP100923,Endocrinology,Northeast,High,1
HCP100924,Neurology,Mountain,Low,0
HCP100925,Psychiatry,Southeast,Low,1
HCP100926,Neurology,Midwest,Low,1
HCP100927,Oncology,West,Medium,1
HCP100928,Oncology,Mountain,Low,1
HCP100929,Cardiology,Southeast,Medium,1
HCP100930,Primary Care,West,Low,1
HCP100931,Cardiology,Midwest,Low,1
HCP100932,Oncology,Midwest,High,1
HCP100933,Oncology,Midwest,Low,1
HCP100934,Cardiology,Southeast,High,1
HCP100935,Primary Care,Northeast,Medium,1
HCP100936,Primary Care,Southeast,Medium,1
HCP100938,Dermatology,Midwest,Low,0
HCP100939,Primary Care,Southeast,High,1
HCP100940,Cardiology,Southeast,Medium,1
HCP100941,Primary Care,Pacific Northwest,Low,1
HCP100942,Gastroenterology,Northeast,Low,1
HCP100943,Primary Care,Southwest,High,1
HCP100944,Primary Care,West,Medium,1
HCP100945,Psychiatry,Northeast,Medium,1
HCP100946,Psychiatry,Southeast,Low,0
HCP100948,Psychiatry,Southwest,High,1
HCP100949,Neurology,Mountain,High,1
HCP100950,Cardiology,Southeast,Medium,1
HCP100951,Neurology,Northeast,Medium,1
HCP100952,Psychiatry,Midwest,Low,1
HCP100953,Cardiology,Northeast,Low,1
HCP100954,Cardiology,Mountain,Low,1
HCP100955,Cardiology,Mountain,Low,1
HCP100956,Psychiatry,West,Medium,1
HCP100957,Psychiatry,Midwest,Low,1
HCP100958,Primary Care,Southeast,Low,0
HCP100959,Neurology,Midwest,Medium,1
HCP100960,Endocrinology,West,Medium,1
HCP100961,Primary Care,Midwest,High,1
HCP100963,Cardiology,Northeast,Medium,1
HCP100964,Neurology,Mountain,Medium,1
HCP100965,Primary Care,Southeast,Medium,1
HCP100966,Psychiatry,Midwest,Low,1
HCP100967,Cardiology,Midwest,Low,1
HCP100968,Primary Care,Northeast,High,1
HCP100969,Primary Care,Northeast,Medium,1
HCP100970,Primary Care,Southwest,Low,1
HCP100971,Primary Care,Midwest,Low,1
HCP100972,Dermatology,Southwest,Low,0
HCP100973,Cardiology,Pacific Northwest,Low,1
HCP100974,Neurology,Midwest,Medium,1
HCP100975,Cardiology,Southwest,High,1
HCP100976,Endocrinology,West,Medium,1
HCP100977,Cardiology,Northeast,Medium,1
HCP100978,Endocrinology,Northeast,Low,1
HCP100979,Gastroenterology,Midwest,High,1
HCP100980,Psychiatry,West,Low,1
HCP100981,Cardiology,Southeast,High,1
HCP100982,Dermatology,West,Low,1
HCP100983,Gastroenterology,Pacific Northwest,Low,1
HCP100984,Cardiology,Midwest,Medium,1
HCP100985,Primary Care,Midwest,Low,1
HCP100986,Primary Care,Midwest,Low,1
HCP100987,Psychiatry,Southwest,Low,1
HCP100988,Psychiatry,Southeast,Low,1
HCP100989,Gastroenterology,West,Low,0
HCP100990,Endocrinology,Mountain,Medium,1
HCP100991,Oncology,Southeast,Medium,1
HCP100992,Neurology,Northeast,Medium,1
HCP100993,Dermatology,Midwest,Low,1
HCP100995,Primary Care,Northeast,Low,0
HCP100996,Cardiology,Southwest,Low,1
HCP100998,Primary Care,Southeast,Medium,1
HCP100999,Cardiology,Northeast,High,1
HCP101000,Primary Care,Northeast,Medium,1
HCP101001,Neurology,Midwest,Low,1
HCP101002,Primary Care,West,Low,0
HCP101003,Dermatology,Northeast,Medium,1
HCP101004,Endocrinology,Southeast,Low,0
HCP101005,Gastroenterology,Northeast,Medium,1
HCP101006,Cardiology,Midwest,Medium,1
HCP101007,Primary Care,Southeast,Low,1
HCP101008,Endocrinology,Southeast,Low,1
HCP101009,Cardiology,Pacific Northwest,Medium,1
HCP101010,Primary Care,Northeast,Medium,1
HCP101011,Gastroenterology,Southwest,Low,0
HCP101012,Neurology,Midwest,Low,1
HCP101013,Neurology,Southwest,Medium,1
HCP101014,Neurology,Northeast,High,1
HCP101015,Endocrinology,Southwest,Medium,1
HCP101016,Psychiatry,Midwest,Medium,1
HCP101017,Cardiology,Midwest,High,1
HCP101018,Neurology,West,Medium,1
HCP101019,Neurology,Midwest,Low,1
HCP101020,Neurology,Northeast,Low,1
HCP101021,Dermatology,Northeast,Low,1
HCP101022,Primary Care,Northeast,Medium,1
HCP101023,Neurology,Southwest,Low,1
HCP101024,Cardiology,Mountain,Medium,0
HCP101025,Endocrinology,Northeast,Low,1
HCP101026,Oncology,West,Low,0
HCP101027,Cardiology,Northeast,Medium,1
HCP101028,Primary Care,Southeast,Low,1
HCP101029,Oncology,Northeast,Low,0
HCP101030,Cardiology,Southwest,Medium,0
HCP101031,Neurology,Northeast,High,1
HCP101032,Oncology,Northeast,Medium,1
HCP101033,Cardiology,Midwest,Low,0
HCP101034,Cardiology,Southwest,Medium,1
HCP101035,Primary Care,Southeast,Low,1
HCP101036,Primary Care,West,Low,0
HCP101037,Endocrinology,Northeast,Low,1
HCP101038,Cardiology,West,Low,0
HCP101039,Cardiology,Southwest,Medium,1
HCP101040,Primary Care,Northeast,Medium,1
HCP101041,Neurology,Northeast,Low,1
HCP101042,Gastroenterology,Northeast,Low,1
HCP101043,Psychiatry,Pacific Northwest,Low,1
HCP101044,Endocrinology,Mountain,Low,1
HCP101045,Endocrinology,West,Low,0
HCP101046,Primary Care,Northeast,Medium,1
HCP101047,Oncology,Southwest,Low,1
HCP101048,Cardiology,Northeast,High,1
HCP101049,Primary Care,Southwest,High,1
HCP101050,Cardiology,Northeast,Medium,0
HCP101051,Neurology,Midwest,Low,1
HCP101052,Cardiology,Southeast,Low,1
HCP101053,Cardiology,Northeast,High,1
HCP101054,Primary Care,Northeast,Medium,1
HCP101055,Oncology,Southwest,High,1
HCP101056,Dermatology,West,High,1
HCP101057,Oncology,Northeast,High,1
HCP101058,Primary Care,Northeast,Low,1
HCP101059,Primary Care,West,Low,0
HCP101060,Endocrinology,Midwest,High,1
HCP101061,Oncology,Southeast,Low,0
HCP101063,Neurology,Northeast,Low,1
HCP101064,Oncology,Southwest,Low,1
HCP101065,Cardiology,West,Low,1
HCP101066,Psychiatry,Midwest,Medium,1
HCP101068,Psychiatry,Midwest,Low,1
HCP101069,Primary Care,Southeast,Medium,1
HCP101070,Cardiology,Midwest,Low,0
HCP101071,Cardiology,Southeast,Medium,1
HCP101072,Gastroenterology,Southeast,Medium,1
HCP101073,Neurology,Southwest,Low,1
HCP101074,Oncology,Southeast,High,1
HCP101075,Dermatology,Southeast,Low,1
HCP101076,Cardiology,Southwest,Low,1
HCP101077,Oncology,Northeast,Low,1
HCP101078,Primary Care,Southeast,Low,1
HCP101079,Oncology,Mountain,Low,1
HCP101080,Dermatology,Southeast,Medium,1
HCP101081,Primary Care,Southwest,Medium,1
HCP101082,Cardiology,Northeast,High,1
HCP101083,Endocrinology,West,Low,1
HCP101084,Dermatology,Midwest,Low,1
HCP101085,Endocrinology,Midwest,High,1
HCP101086,Oncology,Northeast,Medium,1
HCP101087,Cardiology,Southeast,Medium,1
HCP101088,Endocrinology,West,Low,1
HCP101089,Cardiology,Northeast,High,1
HCP101090,Primary Care,Southwest,Low,1
HCP101091,Oncology,Northeast,Medium,1
HCP101092,Oncology,Southeast,Low,1
HCP101093,Primary Care,Northeast,Medium,1
HCP101094,Endocrinology,Mountain,Low,1
HCP101095,Endocrinology,Southeast,Medium,1
HCP101096,Oncology,Northeast,High,1
HCP101097,Oncology,Southeast,High,1
HCP101098,Neurology,West,Low,1
HCP101099,Oncology,Midwest,Low,1
HCP101100,Oncology,West,Medium,1
HCP101101,Neurology,Southwest,Low,1
HCP101102,Endocrinology,Southeast,High,1
HCP101103,Dermatology,Pacific Northwest,Medium,1
HCP101104,Psychiatry,Pacific Northwest,Low,1
HCP101105,Cardiology,Southwest,Medium,1
HCP101106,Oncology,Midwest,Low,1
HCP101107,Gastroenterology,Southeast,Low,0
HCP101108,Primary Care,Northeast,High,1
HCP101109,Endocrinology,Southwest,Low,1
HCP101110,Dermatology,Southeast,Low,0
HCP101111,Dermatology,Northeast,High,1
HCP101112,Primary Care,West,Medium,1
HCP101113,Cardiology,Midwest,Medium,1
HCP101114,Neurology,Southeast,Medium,1
HCP101115,Gastroenterology,West,Medium,0
HCP101117,Primary Care,Southeast,Low,1
HCP101118,Endocrinology,West,Low,0
HCP101119,Cardiology,Northeast,High,1
HCP101120,Cardiology,Southwest,High,1
HCP101121,Endocrinology,Midwest,Medium,0
HCP101122,Primary Care,Northeast,Medium,1
HCP101123,Gastroenterology,Northeast,Medium,1
HCP101124,Primary Care,West,High,1
HCP101125,Primary Care,West,Medium,1
HCP101126,Gastroenterology,Midwest,Low,1
HCP101127,Dermatology,Southwest,Low,1
HCP101128,Cardiology,Southeast,Low,1
HCP101129,Cardiology,West,Medium,1
HCP101130,Cardiology,Southeast,Low,0
HCP101131,Dermatology,Mountain,Medium,1
HCP101132,Cardiology,West,Medium,0
HCP101133,Cardiology,Northeast,Low,1
HCP101135,Neurology,West,High,1
HCP101136,Primary Care,Midwest,Low,1
HCP101137,Endocrinology,Southeast,High,1
HCP101138,Neurology,Northeast,Medium,1
HCP101139,Psychiatry,West,Medium,1
HCP101140,Cardiology,Southwest,Low,1
HCP101141,Oncology,Southeast,Medium,1
HCP101142,Endocrinology,Midwest,Medium,1
HCP101143,Oncology,Mountain,High,0
HCP101144,Neurology,Southeast,Low,1
HCP101145,Psychiatry,Midwest,Low,1
HCP101146,Endocrinology,Southeast,Medium,1
HCP101148,Primary Care,Northeast,Low,1
HCP101149,Cardiology,Southeast,Medium,1
HCP101150,Psychiatry,Southwest,Medium,1
HCP101151,Primary Care,Midwest,High,1
HCP101152,Cardiology,Southwest,Low,1
HCP101153,Primary Care,Southeast,Low,1
HCP101154,Cardiology,Mountain,Medium,0
HCP101155,Neurology,Southwest,High,1
HCP101156,Endocrinology,Southeast,Low,1
HCP101157,Oncology,Pacific Northwest,High,1
HCP101158,Dermatology,Midwest,Low,1
HCP101159,Primary Care,Southeast,Low,1
HCP101160,Neurology,Southeast,Medium,1
HCP101161,Psychiatry,Southwest,Low,1
HCP101162,Dermatology,Midwest,Low,0
HCP101163,Primary Care,Mountain,Medium,1
HCP101164,Neurology,Southwest,Low,1
HCP101165,Cardiology,Southeast,Low,1
HCP101166,Primary Care,West,Low,1
HCP101167,Primary Care,Midwest,High,1
HCP101168,Psychiatry,Midwest,Low,1
HCP101169,Endocrinology,Midwest,Medium,1
HCP101170,Primary Care,Northeast,Low,1
HCP101171,Oncology,Southeast,Medium,1
HCP101172,Oncology,Northeast,Medium,1
HCP101173,Dermatology,Midwest,Medium,1
HCP101174,Dermatology,Midwest,High,1
HCP101175,Neurology,Midwest,Low,0
HCP101176,Psychiatry,Southwest,Low,1
HCP101177,Oncology,Pacific Northwest,Medium,1
HCP101178,Primary Care,Southeast,Medium,1
HCP101179,Primary Care,Northeast,Low,1
HCP101180,Cardiology,Southeast,Low,1
HCP101181,Endocrinology,Southeast,Low,1
HCP101183,Oncology,Southeast,Medium,0
HCP101184,Endocrinology,Southeast,Low,1
HCP101185,Primary Care,Southeast,High,1
HCP101186,Primary Care,Southeast,Low,1
HCP101187,Primary Care,Southeast,Medium,1
HCP101189,Primary Care,West,Medium,1
HCP101190,Endocrinology,West,Medium,1
HCP101191,Endocrinology,West,Medium,1
HCP101192,Dermatology,West,Low,1
HCP101193,Cardiology,Southwest,High,1
HCP101194,Primary Care,Southeast,High,1
HCP101195,Primary Care,West,High,0
HCP101196,Psychiatry,Southeast,Medium,1
HCP101197,Psychiatry,Midwest,Medium,1
HCP101198,Endocrinology,Southeast,Low,1
HCP101199,Oncology,Northeast,Low,1
HCP101200,Endocrinology,West,Medium,1
HCP101201,Endocrinology,Midwest,Medium,1
HCP101202,Oncology,Southwest,Low,1
HCP101203,Cardiology,Midwest,Low,1
HCP101204,Neurology,Southeast,High,1
HCP101205,Psychiatry,Southwest,Medium,0
HCP101206,Gastroenterology,Northeast,Medium,1
HCP101207,Neurology,Midwest,Low,1
HCP101208,Cardiology,Midwest,Medium,1
HCP101209,Psychiatry,Southeast,High,1
HCP101211,Psychiatry,Midwest,Low,1
HCP101212,Oncology,West,Medium,1
HCP101213,Psychiatry,Northeast,Medium,1
HCP101214,Cardiology,Southwest,Low,1
HCP101215,Cardiology,Mountain,Low,1
HCP101216,Psychiatry,Southeast,Medium,1
HCP101217,Cardiology,Midwest,Medium,1
HCP101218,Psychiatry,Midwest,Medium,1
HCP101219,Cardiology,Northeast,Low,1
HCP101220,Cardiology,Southeast,High,1
HCP101221,Oncology,Northeast,Medium,1
HCP101222,Dermatology,West,Low,1
HCP101223,Primary Care,Pacific Northwest,Medium,1
HCP101224,Oncology,Mountain,Medium,1
HCP101225,Psychiatry,Southwest,Low,0
HCP101227,Gastroenterology,Midwest,Medium,1
HCP101228,Dermatology,Southeast,High,1
HCP101229,Gastroenterology,Southwest,Low,1
HCP101230,Psychiatry,Northeast,Low,1
HCP101231,Cardiology,West,Low,1
HCP101232,Psychiatry,Northeast,Low,1
HCP101233,Dermatology,Mountain,Low,1
HCP101234,Cardiology,Northeast,Low,1
HCP101235,Cardiology,Southwest,Low,1
HCP101236,Endocrinology,Northeast,Low,1
HCP101237,Cardiology,West,Low,1
HCP101238,Primary Care,Midwest,High,1
HCP101239,Endocrinology,Northeast,High,0
HCP101240,Dermatology,Southeast,Medium,1
HCP101241,Primary Care,West,Low,0
HCP101242,Psychiatry,Southwest,Low,1
HCP101243,Oncology,Southeast,Medium,1
HCP101244,Endocrinology,Mountain,Medium,1
HCP101245,Gastroenterology,Southeast,Low,1
HCP101246,Primary Care,West,Low,1
HCP101247,Oncology,Southeast,Medium,1
HCP101248,Primary Care,Southeast,Medium,1
HCP101249,Neurology,Northeast,High,1
HCP101250,Dermatology,Southeast,Medium,0
HCP101251,Cardiology,West,Low,1
HCP101252,Dermatology,Northeast,Low,1
HCP101253,Primary Care,Southeast,Medium,1
HCP101254,Dermatology,Midwest,Low,1
HCP101255,Primary Care,Pacific Northwest,Medium,1
HCP101256,Psychiatry,Midwest,Medium,1
HCP101257,Cardiology,Southeast,High,1
HCP101258,Endocrinology,Northeast,Low,1
HCP101259,Primary Care,Midwest,High,1
HCP101260,Psychiatry,West,Low,1
HCP101262,Primary Care,Northeast,Low,1
HCP101263,Primary Care,Northeast,Low,0
HCP101264,Neurology,Northeast,Low,1
HCP101265,Oncology,West,Low,1
HCP101266,Endocrinology,Pacific Northwest,Medium,1
HCP101267,Neurology,Southeast,Medium,1
HCP101268,Neurology,Midwest,Medium,1
HCP101270,Primary Care,West,Medium,0
HCP101271,Cardiology,Midwest,High,1
HCP101272,Cardiology,Southeast,Medium,1
HCP101274,Cardiology,Midwest,Low,1
HCP101275,Cardiology,Mountain,Medium,1
HCP101276,Primary Care,West,Medium,1
HCP101277,Cardiology,West,Low,1
HCP101278,Primary Care,Southwest,Medium,1
HCP101279,Gastroenterology,Pacific Northwest,Medium,1
HCP101280,Gastroenterology,Pacific Northwest,Low,1
HCP101281,Primary Care,Southwest,Low,1
HCP101282,Oncology,Mountain,Low,1
HCP101283,Neurology,Southeast,Medium,1
HCP101284,Cardiology,Southeast,Low,1
HCP101285,Primary Care,Midwest,High,1
HCP101286,Psychiatry,Midwest,Low,1
HCP101287,Endocrinology,Northeast,Medium,1
HCP101288,Primary Care,West,Low,1
HCP101289,Oncology,Midwest,High,1
HCP101290,Cardiology,Southwest,Low,1
HCP101291,Cardiology,Southeast,High,1
HCP101292,Psychiatry,Northeast,Low,1
HCP101293,Oncology,Midwest,Low,1
HCP101294,Gastroenterology,Northeast,Low,1
HCP101295,Gastroenterology,West,Low,1
HCP101296,Primary Care,Northeast,High,1
HCP101297,Primary Care,Southeast,Medium,1
HCP101299,Cardiology,Midwest,Low,1
HCP101300,Neurology,West,High,1
HCP101301,Primary Care,Southwest,Low,1
HCP101302,Dermatology,Pacific Northwest,Low,1
HCP101303,Primary Care,Southwest,High,1
HCP101304,Psychiatry,Mountain,High,1
HCP101305,Gastroenterology,Northeast,High,1
HCP101307,Psychiatry,Southwest,Low,1
HCP101308,Neurology,Southeast,Low,0
HCP101310,Cardiology,Southeast,High,1
HCP101311,Cardiology,Southwest,Medium,1
HCP101312,Gastroenterology,Northeast,Medium,1
HCP101313,Oncology,Southwest,Medium,0
HCP101314,Primary Care,West,Low,1
HCP101315,Cardiology,Midwest,Low,1
HCP101316,Primary Care,Mountain,Low,0
HCP101317,Primary Care,Southeast,High,1
HCP101318,Cardiology,Southwest,Medium,1
HCP101319,Gastroenterology,Midwest,Low,1
HCP101320,Primary Care,Northeast,Low,1
HCP101321,Neurology,Midwest,High,1
HCP101322,Endocrinology,West,Low,1
HCP101323,Dermatology,Southeast,Medium,1
HCP101324,Cardiology,Southwest,Low,1
HCP101325,Psychiatry,Southeast,Low,1
HCP101327,Gastroenterology,Southwest,Low,1
HCP101328,Psychiatry,West,Medium,1
HCP101329,Primary Care,Midwest,High,1
HCP101330,Psychiatry,Midwest,Medium,0
HCP101331,Cardiology,Southwest,Low,1
HCP101332,Endocrinology,Southwest,Low,1
HCP101333,Cardiology,Pacific Northwest,Low,1
HCP101334,Oncology,Mountain,High,1
HCP101335,Psychiatry,Midwest,Low,0
HCP101337,Gastroenterology,Northeast,Low,1
HCP101338,Dermatology,West,Medium,1
HCP101339,Primary Care,Midwest,Medium,1
HCP101340,Neurology,Northeast,High,1
HCP101341,Endocrinology,West,Low,1
HCP101342,Cardiology,Southwest,Medium,1
HCP101343,Neurology,Midwest,Medium,1
HCP101345,Gastroenterology,West,Low,1
HCP101347,Cardiology,Northeast,Low,1
HCP101348,Oncology,West,High,1
HCP101349,Primary Care,Southwest,High,1
