master_hcp_id,event_id,event_date,group,exclusion_reason,contaminated
HCP100623,EV2073,2025-02-07,control_candidate,,False
HCP100865,EV2073,2025-02-07,control_candidate,,False
HCP102059,EV2073,2025-02-07,control_candidate,,False
HCP102102,EV2073,2025-02-07,control_candidate,,False
HCP100395,EV2073,2025-02-07,control_candidate,,False
HCP101484,EV2073,2025-02-07,control_candidate,,False
HCP101259,EV2073,2025-02-07,control_candidate,,False
HCP102199,EV2073,2025-02-07,control_candidate,,False
HCP101082,EV2073,2025-02-07,treatment,,False
HCP100848,EV2073,2025-02-07,excluded,insufficient_pre_event_rx_history,False
HCP102200,EV2073,2025-02-07,control_candidate,,False
HCP100180,EV2073,2025-02-07,control_candidate,,False
HCP100101,EV2073,2025-02-07,control_candidate,,False
HCP102159,EV2073,2025-02-07,control_candidate,,False
HCP100589,EV2073,2025-02-07,control_candidate,,False
HCP102367,EV2073,2025-02-07,control_candidate,,False
HCP101447,EV2073,2025-02-07,treatment,,False
HCP100062,EV2073,2025-02-07,control_candidate,,False
HCP100451,EV2073,2025-02-07,control_candidate,,False
HCP102273,EV2073,2025-02-07,control_candidate,,False
HCP100790,EV2073,2025-02-07,control_candidate,,False
HCP101884,EV2073,2025-02-07,treatment,,False
HCP101471,EV2073,2025-02-07,control_candidate,,False
HCP100307,EV2073,2025-02-07,control_candidate,,False
HCP100846,EV2073,2025-02-07,control_candidate,,False
HCP101119,EV2073,2025-02-07,control_candidate,,False
HCP101342,EV2073,2025-02-07,control_candidate,,False
HCP100802,EV2073,2025-02-07,control_candidate,,False
HCP102274,EV2073,2025-02-07,control_candidate,,False
HCP102087,EV2073,2025-02-07,control_candidate,,False
HCP100110,EV2073,2025-02-07,control_candidate,,False
HCP101272,EV2073,2025-02-07,treatment,,False
HCP100156,EV2073,2025-02-07,control_candidate,,False
HCP102146,EV2073,2025-02-07,control_candidate,,False
HCP101930,EV2073,2025-02-07,control_candidate,,False
HCP101456,EV2073,2025-02-07,control_candidate,,False
HCP101113,EV2073,2025-02-07,control_candidate,,False
HCP101017,EV2073,2025-02-07,treatment,,False
HCP100663,EV2073,2025-02-07,control_candidate,,False
HCP101931,EV2073,2025-02-07,control_candidate,,False
HCP101417,EV2073,2025-02-07,treatment,,False
HCP100474,EV2073,2025-02-07,control_candidate,,False
HCP102209,EV2073,2025-02-07,control_candidate,,False
HCP100034,EV2073,2025-02-07,control_candidate,,False
HCP100337,EV2073,2025-02-07,control_candidate,,False
HCP102122,EV2073,2025-02-07,control_candidate,,False
HCP100999,EV2073,2025-02-07,control_candidate,,False
HCP102448,EV2073,2025-02-07,excluded,contaminated_overlapping_exposure,True
HCP101468,EV2073,2025-02-07,control_candidate,,False
HCP101052,EV2073,2025-02-07,excluded,insufficient_pre_event_rx_history,False
HCP100408,EV2073,2025-02-07,control_candidate,,False
HCP101048,EV2073,2025-02-07,control_candidate,,False
HCP102075,EV2073,2025-02-07,control_candidate,,False
HCP102297,EV2073,2025-02-07,control_candidate,,False
HCP102167,EV2073,2025-02-07,control_candidate,,False
HCP102433,EV2073,2025-02-07,control_candidate,,False
HCP101457,EV2073,2025-02-07,control_candidate,,False
HCP101825,EV2073,2025-02-07,control_candidate,,False
HCP101925,EV2073,2025-02-07,control_candidate,,False
HCP101497,EV2073,2025-02-07,control_candidate,,False
HCP100824,EV2073,2025-02-07,treatment,,False
HCP100166,EV2073,2025-02-07,control_candidate,,False
HCP101403,EV2073,2025-02-07,control_candidate,,False
HCP100047,EV2073,2025-02-07,treatment,,False
HCP101595,EV2073,2025-02-07,control_candidate,,False
HCP100712,EV2073,2025-02-07,control_candidate,,False
HCP101962,EV2073,2025-02-07,excluded,insufficient_pre_event_rx_history,False
HCP101218,EV2073,2025-02-07,control_candidate,,False
HCP101126,EV2073,2025-02-07,control_candidate,,False
HCP101507,EV2073,2025-02-07,control_candidate,,False
HCP101529,EV2073,2025-02-07,control_candidate,,False
HCP100054,EV2073,2025-02-07,treatment,,False
HCP101256,EV2073,2025-02-07,control_candidate,,False
HCP101237,EV2073,2025-02-07,control_candidate,,False
HCP101876,EV2073,2025-02-07,treatment,,False
HCP102071,EV2073,2025-02-07,control_candidate,,False
HCP101179,EV2073,2025-02-07,control_candidate,,False
HCP100231,EV2074,2025-02-10,control_candidate,,False
HCP100228,EV2074,2025-02-10,control_candidate,,False
HCP102357,EV2074,2025-02-10,control_candidate,,False
HCP101678,EV2074,2025-02-10,control_candidate,,False
HCP101209,EV2074,2025-02-10,control_candidate,,False
HCP100766,EV2074,2025-02-10,control_candidate,,False
HCP100249,EV2074,2025-02-10,control_candidate,,False
HCP100951,EV2074,2025-02-10,control_candidate,,False
HCP100821,EV2074,2025-02-10,control_candidate,,False
HCP100311,EV2074,2025-02-10,control_candidate,,False
HCP100370,EV2074,2025-02-10,treatment,,False
HCP100718,EV2074,2025-02-10,treatment,,False
HCP101702,EV2074,2025-02-10,control_candidate,,False
HCP100586,EV2074,2025-02-10,control_candidate,,False
HCP101058,EV2074,2025-02-10,control_candidate,,False
HCP100729,EV2074,2025-02-10,excluded,insufficient_pre_event_rx_history,False
HCP101242,EV2074,2025-02-10,control_candidate,,False
HCP102326,EV2074,2025-02-10,treatment,,False
HCP102499,EV2074,2025-02-10,control_candidate,,False
HCP101975,EV2074,2025-02-10,control_candidate,,False
HCP101343,EV2074,2025-02-10,control_candidate,,False
HCP101459,EV2074,2025-02-10,control_candidate,,False
HCP101890,EV2074,2025-02-10,control_candidate,,False
HCP102493,EV2074,2025-02-10,control_candidate,,False
HCP102158,EV2074,2025-02-10,control_candidate,,False
HCP100793,EV2074,2025-02-10,control_candidate,,False
HCP101910,EV2074,2025-02-10,control_candidate,,False
HCP101855,EV2074,2025-02-10,control_candidate,,False
HCP102005,EV2074,2025-02-10,control_candidate,,False
HCP100952,EV2074,2025-02-10,control_candidate,,False
HCP102435,EV2074,2025-02-10,control_candidate,,False
HCP101418,EV2074,2025-02-10,excluded,contaminated_overlapping_exposure,True
HCP101464,EV2074,2025-02-10,control_candidate,,False
HCP100240,EV2074,2025-02-10,control_candidate,,False
HCP101536,EV2074,2025-02-10,control_candidate,,False
HCP100495,EV2074,2025-02-10,control_candidate,,False
HCP101820,EV2074,2025-02-10,control_candidate,,False
HCP102192,EV2074,2025-02-10,control_candidate,,False
HCP100301,EV2074,2025-02-10,control_candidate,,False
HCP102279,EV2074,2025-02-10,control_candidate,,False
HCP101145,EV2074,2025-02-10,control_candidate,,False
HCP102179,EV2074,2025-02-10,control_candidate,,False
HCP101549,EV2074,2025-02-10,control_candidate,,False
HCP100407,EV2074,2025-02-10,control_candidate,,False
HCP101560,EV2074,2025-02-10,control_candidate,,False
HCP101553,EV2074,2025-02-10,control_candidate,,False
HCP102426,EV2074,2025-02-10,control_candidate,,False
HCP102083,EV2074,2025-02-10,control_candidate,,False
HCP100859,EV2074,2025-02-10,excluded,contaminated_overlapping_exposure,True
HCP102030,EV2074,2025-02-10,treatment,,False
HCP102229,EV2074,2025-02-10,control_candidate,,False
HCP102166,EV2074,2025-02-10,control_candidate,,False
HCP102123,EV2074,2025-02-10,control_candidate,,False
HCP100460,EV2074,2025-02-10,control_candidate,,False
HCP100537,EV2074,2025-02-10,control_candidate,,False
HCP101439,EV2074,2025-02-10,excluded,insufficient_pre_event_rx_history,False
HCP102186,EV2074,2025-02-10,excluded,contaminated_overlapping_exposure,True
HCP101138,EV2074,2025-02-10,control_candidate,,False
HCP100397,EV2075,2025-02-11,control_candidate,,False
HCP100480,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP100975,EV2075,2025-02-11,control_candidate,,False
HCP102475,EV2075,2025-02-11,control_candidate,,False
HCP101039,EV2075,2025-02-11,control_candidate,,False
HCP100909,EV2075,2025-02-11,treatment,,False
HCP100940,EV2075,2025-02-11,control_candidate,,False
HCP100418,EV2075,2025-02-11,control_candidate,,False
HCP100077,EV2075,2025-02-11,control_candidate,,False
HCP101105,EV2075,2025-02-11,excluded,contaminated_overlapping_exposure,True
HCP101694,EV2075,2025-02-11,control_candidate,,False
HCP101535,EV2075,2025-02-11,control_candidate,,False
HCP101572,EV2075,2025-02-11,control_candidate,,False
HCP102133,EV2075,2025-02-11,control_candidate,,False
HCP100088,EV2075,2025-02-11,control_candidate,,False
HCP100377,EV2075,2025-02-11,control_candidate,,False
HCP100996,EV2075,2025-02-11,control_candidate,,False
HCP102452,EV2075,2025-02-11,control_candidate,,False
HCP102347,EV2075,2025-02-11,control_candidate,,False
HCP100371,EV2075,2025-02-11,control_candidate,,False
HCP100184,EV2075,2025-02-11,control_candidate,,False
HCP101351,EV2075,2025-02-11,control_candidate,,False
HCP101030,EV2075,2025-02-11,control_candidate,,False
HCP102336,EV2075,2025-02-11,control_candidate,,False
HCP100911,EV2075,2025-02-11,control_candidate,,False
HCP100388,EV2075,2025-02-11,control_candidate,,False
HCP101133,EV2075,2025-02-11,control_candidate,,False
HCP101916,EV2075,2025-02-11,control_candidate,,False
HCP100420,EV2075,2025-02-11,control_candidate,,False
HCP101721,EV2075,2025-02-11,control_candidate,,False
HCP100033,EV2075,2025-02-11,treatment,,False
HCP100302,EV2075,2025-02-11,control_candidate,,False
HCP100210,EV2075,2025-02-11,control_candidate,,False
HCP100380,EV2075,2025-02-11,control_candidate,,False
HCP101707,EV2075,2025-02-11,control_candidate,,False
HCP101609,EV2075,2025-02-11,control_candidate,,False
HCP101358,EV2075,2025-02-11,treatment,,False
HCP100845,EV2075,2025-02-11,control_candidate,,False
HCP101629,EV2075,2025-02-11,control_candidate,,False
HCP100534,EV2075,2025-02-11,control_candidate,,False
HCP102293,EV2075,2025-02-11,control_candidate,,False
HCP102000,EV2075,2025-02-11,control_candidate,,False
HCP101865,EV2075,2025-02-11,control_candidate,,False
HCP101851,EV2075,2025-02-11,control_candidate,,False
HCP101731,EV2075,2025-02-11,control_candidate,,False
HCP101187,EV2075,2025-02-11,control_candidate,,False
HCP102223,EV2075,2025-02-11,control_candidate,,False
HCP101664,EV2075,2025-02-11,control_candidate,,False
HCP100249,EV2075,2025-02-11,treatment,,False
HCP102007,EV2075,2025-02-11,control_candidate,,False
HCP100714,EV2075,2025-02-11,control_candidate,,False
HCP102255,EV2075,2025-02-11,treatment,,False
HCP102246,EV2075,2025-02-11,control_candidate,,False
HCP101315,EV2075,2025-02-11,control_candidate,,False
HCP100810,EV2075,2025-02-11,control_candidate,,False
HCP100977,EV2075,2025-02-11,control_candidate,,False
HCP100606,EV2075,2025-02-11,control_candidate,,False
HCP101757,EV2075,2025-02-11,control_candidate,,False
HCP100694,EV2075,2025-02-11,control_candidate,,False
HCP101977,EV2075,2025-02-11,control_candidate,,False
HCP101858,EV2075,2025-02-11,control_candidate,,False
HCP100403,EV2075,2025-02-11,control_candidate,,False
HCP101140,EV2075,2025-02-11,control_candidate,,False
HCP101605,EV2075,2025-02-11,control_candidate,,False
HCP100747,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP100652,EV2075,2025-02-11,treatment,,False
HCP101488,EV2075,2025-02-11,control_candidate,,False
HCP102431,EV2075,2025-02-11,control_candidate,,False
HCP101007,EV2075,2025-02-11,control_candidate,,False
HCP100756,EV2075,2025-02-11,treatment,,False
HCP102311,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP100929,EV2075,2025-02-11,control_candidate,,False
HCP102001,EV2075,2025-02-11,control_candidate,,False
HCP101939,EV2075,2025-02-11,control_candidate,,False
HCP102104,EV2075,2025-02-11,control_candidate,,False
HCP101311,EV2075,2025-02-11,control_candidate,,False
HCP100961,EV2075,2025-02-11,control_candidate,,False
HCP102225,EV2075,2025-02-11,control_candidate,,False
HCP102159,EV2075,2025-02-11,control_candidate,,False
HCP102022,EV2075,2025-02-11,control_candidate,,False
HCP101165,EV2075,2025-02-11,control_candidate,,False
HCP101317,EV2075,2025-02-11,treatment,,False
HCP100589,EV2075,2025-02-11,control_candidate,,False
HCP100356,EV2075,2025-02-11,control_candidate,,False
HCP100459,EV2075,2025-02-11,control_candidate,,False
HCP102060,EV2075,2025-02-11,control_candidate,,False
HCP100508,EV2075,2025-02-11,control_candidate,,False
HCP101471,EV2075,2025-02-11,control_candidate,,False
HCP102421,EV2075,2025-02-11,control_candidate,,False
HCP100307,EV2075,2025-02-11,treatment,,False
HCP101119,EV2075,2025-02-11,control_candidate,,False
HCP100290,EV2075,2025-02-11,control_candidate,,False
HCP100802,EV2075,2025-02-11,control_candidate,,False
HCP100610,EV2075,2025-02-11,control_candidate,,False
HCP100009,EV2075,2025-02-11,control_candidate,,False
HCP101102,EV2075,2025-02-11,control_candidate,,False
HCP101310,EV2075,2025-02-11,control_candidate,,False
HCP100275,EV2075,2025-02-11,control_candidate,,False
HCP101856,EV2075,2025-02-11,control_candidate,,False
HCP100393,EV2075,2025-02-11,control_candidate,,False
HCP102392,EV2075,2025-02-11,treatment,,False
HCP100503,EV2075,2025-02-11,control_candidate,,False
HCP100650,EV2075,2025-02-11,control_candidate,,False
HCP100812,EV2075,2025-02-11,control_candidate,,False
HCP101113,EV2075,2025-02-11,control_candidate,,False
HCP102390,EV2075,2025-02-11,control_candidate,,False
HCP101568,EV2075,2025-02-11,control_candidate,,False
HCP101475,EV2075,2025-02-11,control_candidate,,False
HCP100499,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP101976,EV2075,2025-02-11,treatment,,False
HCP102430,EV2075,2025-02-11,control_candidate,,False
HCP100124,EV2075,2025-02-11,control_candidate,,False
HCP101567,EV2075,2025-02-11,control_candidate,,False
HCP100433,EV2075,2025-02-11,control_candidate,,False
HCP101129,EV2075,2025-02-11,treatment,,False
HCP101495,EV2075,2025-02-11,control_candidate,,False
HCP101579,EV2075,2025-02-11,treatment,,False
HCP101076,EV2075,2025-02-11,control_candidate,,False
HCP100337,EV2075,2025-02-11,control_candidate,,False
HCP102122,EV2075,2025-02-11,control_candidate,,False
HCP101038,EV2075,2025-02-11,control_candidate,,False
HCP100075,EV2075,2025-02-11,control_candidate,,False
HCP100266,EV2075,2025-02-11,control_candidate,,False
HCP100787,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP101209,EV2075,2025-02-11,control_candidate,,False
HCP100642,EV2075,2025-02-11,control_candidate,,False
HCP102067,EV2075,2025-02-11,treatment,,False
HCP101152,EV2075,2025-02-11,control_candidate,,False
HCP101022,EV2075,2025-02-11,control_candidate,,False
HCP100828,EV2075,2025-02-11,control_candidate,,False
HCP100941,EV2075,2025-02-11,control_candidate,,False
HCP100727,EV2075,2025-02-11,treatment,,False
HCP100586,EV2075,2025-02-11,control_candidate,,False
HCP101058,EV2075,2025-02-11,control_candidate,,False
HCP101483,EV2075,2025-02-11,control_candidate,,False
HCP101880,EV2075,2025-02-11,control_candidate,,False
HCP102167,EV2075,2025-02-11,control_candidate,,False
HCP102181,EV2075,2025-02-11,control_candidate,,False
HCP101069,EV2075,2025-02-11,control_candidate,,False
HCP101527,EV2075,2025-02-11,control_candidate,,False
HCP101457,EV2075,2025-02-11,control_candidate,,False
HCP100134,EV2075,2025-02-11,control_candidate,,False
HCP100002,EV2075,2025-02-11,control_candidate,,False
HCP100354,EV2075,2025-02-11,control_candidate,,False
HCP100022,EV2075,2025-02-11,control_candidate,,False
HCP102152,EV2075,2025-02-11,control_candidate,,False
HCP101235,EV2075,2025-02-11,control_candidate,,False
HCP101296,EV2075,2025-02-11,control_candidate,,False
HCP102061,EV2075,2025-02-11,control_candidate,,False
HCP101644,EV2075,2025-02-11,control_candidate,,False
HCP101035,EV2075,2025-02-11,control_candidate,,False
HCP101257,EV2075,2025-02-11,control_candidate,,False
HCP100023,EV2075,2025-02-11,treatment,,False
HCP101881,EV2075,2025-02-11,control_candidate,,False
HCP100381,EV2075,2025-02-11,treatment,,False
HCP101909,EV2075,2025-02-11,excluded,insufficient_pre_event_rx_history,False
HCP102072,EV2075,2025-02-11,control_candidate,,False
HCP102024,EV2075,2025-02-11,control_candidate,,False
HCP101529,EV2075,2025-02-11,control_candidate,,False
HCP100678,EV2075,2025-02-11,control_candidate,,False
HCP100435,EV2075,2025-02-11,control_candidate,,False
HCP101655,EV2075,2025-02-11,control_candidate,,False
HCP100822,EV2075,2025-02-11,treatment,,False
HCP101700,EV2075,2025-02-11,control_candidate,,False
HCP101876,EV2075,2025-02-11,control_candidate,,False
HCP101285,EV2075,2025-02-11,control_candidate,,False
HCP101945,EV2075,2025-02-11,treatment,,False
HCP101157,EV2076,2025-02-18,control_candidate,,False
HCP100347,EV2076,2025-02-18,treatment,,False
HCP101183,EV2076,2025-02-18,control_candidate,,False
HCP100957,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100053,EV2076,2025-02-18,control_candidate,,False
HCP102286,EV2076,2025-02-18,control_candidate,,False
HCP100069,EV2076,2025-02-18,control_candidate,,False
HCP101572,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP101599,EV2076,2025-02-18,control_candidate,,False
HCP100871,EV2076,2025-02-18,control_candidate,,False
HCP100319,EV2076,2025-02-18,control_candidate,,False
HCP100388,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP102033,EV2076,2025-02-18,control_candidate,,False
HCP100445,EV2076,2025-02-18,control_candidate,,False
HCP100257,EV2076,2025-02-18,control_candidate,,False
HCP101375,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100280,EV2076,2025-02-18,control_candidate,,False
HCP100581,EV2076,2025-02-18,control_candidate,,False
HCP100221,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP101086,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP100640,EV2076,2025-02-18,treatment,,False
HCP102068,EV2076,2025-02-18,control_candidate,,False
HCP100951,EV2076,2025-02-18,control_candidate,,False
HCP101212,EV2076,2025-02-18,control_candidate,,False
HCP100213,EV2076,2025-02-18,treatment,,False
HCP100725,EV2076,2025-02-18,treatment,,False
HCP101626,EV2076,2025-02-18,control_candidate,,False
HCP101460,EV2076,2025-02-18,treatment,,False
HCP100867,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP100208,EV2076,2025-02-18,control_candidate,,False
HCP101943,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP101061,EV2076,2025-02-18,control_candidate,,False
HCP100167,EV2076,2025-02-18,control_candidate,,False
HCP102014,EV2076,2025-02-18,control_candidate,,False
HCP102107,EV2076,2025-02-18,treatment,,False
HCP102147,EV2076,2025-02-18,control_candidate,,False
HCP101229,EV2076,2025-02-18,control_candidate,,False
HCP100203,EV2076,2025-02-18,control_candidate,,False
HCP100469,EV2076,2025-02-18,control_candidate,,False
HCP100917,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP102172,EV2076,2025-02-18,control_candidate,,False
HCP101473,EV2076,2025-02-18,control_candidate,,False
HCP102477,EV2076,2025-02-18,control_candidate,,False
HCP100095,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100868,EV2076,2025-02-18,control_candidate,,False
HCP100228,EV2076,2025-02-18,control_candidate,,False
HCP101302,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP101772,EV2076,2025-02-18,control_candidate,,False
HCP101265,EV2076,2025-02-18,control_candidate,,False
HCP100122,EV2076,2025-02-18,control_candidate,,False
HCP100082,EV2076,2025-02-18,control_candidate,,False
HCP100344,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP101842,EV2076,2025-02-18,control_candidate,,False
HCP101199,EV2076,2025-02-18,control_candidate,,False
HCP102168,EV2076,2025-02-18,treatment,,False
HCP101501,EV2076,2025-02-18,control_candidate,,False
HCP100197,EV2076,2025-02-18,control_candidate,,False
HCP101202,EV2076,2025-02-18,control_candidate,,False
HCP101632,EV2076,2025-02-18,control_candidate,,False
HCP100028,EV2076,2025-02-18,control_candidate,,False
HCP102095,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP101032,EV2076,2025-02-18,control_candidate,,False
HCP101811,EV2076,2025-02-18,control_candidate,,False
HCP100774,EV2076,2025-02-18,treatment,,False
HCP100323,EV2076,2025-02-18,treatment,,False
HCP100663,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP102003,EV2076,2025-02-18,control_candidate,,False
HCP101458,EV2076,2025-02-18,treatment,,False
HCP100308,EV2076,2025-02-18,control_candidate,,False
HCP101451,EV2076,2025-02-18,control_candidate,,False
HCP102229,EV2076,2025-02-18,control_candidate,,False
HCP101612,EV2076,2025-02-18,treatment,,False
HCP100912,EV2076,2025-02-18,control_candidate,,False
HCP100086,EV2076,2025-02-18,control_candidate,,False
HCP100277,EV2076,2025-02-18,control_candidate,,False
HCP100337,EV2076,2025-02-18,control_candidate,,False
HCP100050,EV2076,2025-02-18,control_candidate,,False
HCP101097,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP102205,EV2076,2025-02-18,control_candidate,,False
HCP102353,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP100364,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP101011,EV2076,2025-02-18,control_candidate,,False
HCP100633,EV2076,2025-02-18,treatment,,False
HCP100517,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP101747,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP101243,EV2076,2025-02-18,control_candidate,,False
HCP102155,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP101047,EV2076,2025-02-18,control_candidate,,False
HCP101840,EV2076,2025-02-18,treatment,,False
HCP101408,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100457,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100930,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP102181,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100744,EV2076,2025-02-18,control_candidate,,False
HCP102260,EV2076,2025-02-18,control_candidate,,False
HCP101362,EV2076,2025-02-18,control_candidate,,False
HCP102098,EV2076,2025-02-18,control_candidate,,False
HCP101296,EV2076,2025-02-18,control_candidate,,False
HCP101497,EV2076,2025-02-18,control_candidate,,False
HCP102318,EV2076,2025-02-18,control_candidate,,False
HCP100084,EV2076,2025-02-18,control_candidate,,False
HCP100242,EV2076,2025-02-18,control_candidate,,False
HCP100165,EV2076,2025-02-18,control_candidate,,False
HCP100468,EV2076,2025-02-18,control_candidate,,False
HCP100024,EV2076,2025-02-18,control_candidate,,False
HCP100660,EV2076,2025-02-18,control_candidate,,False
HCP100245,EV2076,2025-02-18,control_candidate,,False
HCP101631,EV2076,2025-02-18,control_candidate,,False
HCP101962,EV2076,2025-02-18,control_candidate,,False
HCP100878,EV2076,2025-02-18,excluded,contaminated_overlapping_exposure,True
HCP100612,EV2076,2025-02-18,control_candidate,,False
HCP102382,EV2076,2025-02-18,treatment,,False
HCP100782,EV2076,2025-02-18,control_candidate,,False
HCP101507,EV2076,2025-02-18,excluded,insufficient_pre_event_rx_history,False
HCP100707,EV2076,2025-02-18,control_candidate,,False
HCP100400,EV2076,2025-02-18,control_candidate,,False
HCP102115,EV2076,2025-02-18,treatment,,False
HCP100752,EV2076,2025-02-18,control_candidate,,False
HCP101911,EV2077,2025-02-19,control_candidate,,False
HCP100999,EV2077,2025-02-19,excluded,contaminated_overlapping_exposure,True
HCP102448,EV2077,2025-02-19,control_candidate,,False
HCP102475,EV2077,2025-02-19,control_candidate,,False
HCP100032,EV2077,2025-02-19,control_candidate,,False
HCP101275,EV2077,2025-02-19,control_candidate,,False
HCP101152,EV2077,2025-02-19,treatment,,False
HCP102153,EV2077,2025-02-19,control_candidate,,False
HCP101944,EV2077,2025-02-19,control_candidate,,False
HCP100586,EV2077,2025-02-19,control_candidate,,False
HCP100606,EV2077,2025-02-19,control_candidate,,False
HCP100704,EV2077,2025-02-19,control_candidate,,False
HCP102298,EV2077,2025-02-19,excluded,insufficient_pre_event_rx_history,False
HCP100500,EV2077,2025-02-19,control_candidate,,False
HCP101952,EV2077,2025-02-19,treatment,,False
HCP101757,EV2077,2025-02-19,control_candidate,,False
HCP100808,EV2077,2025-02-19,control_candidate,,False
HCP101443,EV2077,2025-02-19,treatment,,False
HCP102385,EV2077,2025-02-19,control_candidate,,False
HCP101140,EV2077,2025-02-19,treatment,,False
HCP101457,EV2077,2025-02-19,control_candidate,,False
HCP102454,EV2077,2025-02-19,excluded,insufficient_pre_event_rx_history,False
HCP101982,EV2077,2025-02-19,control_candidate,,False
HCP100551,EV2077,2025-02-19,treatment,,False
HCP102224,EV2077,2025-02-19,control_candidate,,False
HCP100022,EV2077,2025-02-19,control_candidate,,False
HCP100778,EV2077,2025-02-19,control_candidate,,False
HCP101441,EV2077,2025-02-19,control_candidate,,False
HCP101276,EV2077,2025-02-19,control_candidate,,False
HCP101644,EV2077,2025-02-19,control_candidate,,False
HCP100996,EV2077,2025-02-19,control_candidate,,False
HCP100619,EV2077,2025-02-19,control_candidate,,False
HCP102016,EV2077,2025-02-19,control_candidate,,False
HCP101595,EV2077,2025-02-19,control_candidate,,False
HCP102390,EV2077,2025-02-19,control_candidate,,False
HCP101475,EV2077,2025-02-19,treatment,,False
HCP101631,EV2077,2025-02-19,control_candidate,,False
HCP101986,EV2077,2025-02-19,excluded,contaminated_overlapping_exposure,True
HCP101721,EV2077,2025-02-19,control_candidate,,False
HCP101507,EV2077,2025-02-19,treatment,,False
HCP102135,EV2077,2025-02-19,treatment,,False
HCP100101,EV2077,2025-02-19,control_candidate,,False
HCP100405,EV2077,2025-02-19,treatment,,False
HCP100917,EV2077,2025-02-19,treatment,,False
HCP102239,EV2077,2025-02-19,excluded,contaminated_overlapping_exposure,True
HCP101629,EV2077,2025-02-19,control_candidate,,False
HCP102367,EV2077,2025-02-19,control_candidate,,False
HCP100376,EV2077,2025-02-19,control_candidate,,False
HCP100285,EV2077,2025-02-19,treatment,,False
HCP102060,EV2077,2025-02-19,control_candidate,,False
HCP101389,EV2077,2025-02-19,excluded,contaminated_overlapping_exposure,True
HCP101275,EV2078,2025-02-19,control_candidate,,False
HCP101729,EV2078,2025-02-19,control_candidate,,False
HCP101913,EV2078,2025-02-19,treatment,,False
HCP101648,EV2078,2025-02-19,treatment,,False
HCP102190,EV2078,2025-02-19,treatment,,False
HCP100920,EV2078,2025-02-19,control_candidate,,False
HCP101572,EV2078,2025-02-19,control_candidate,,False
HCP101848,EV2078,2025-02-19,control_candidate,,False
HCP101994,EV2078,2025-02-19,control_candidate,,False
HCP102452,EV2078,2025-02-19,treatment,,False
HCP101617,EV2078,2025-02-19,treatment,,False
HCP100738,EV2078,2025-02-19,control_candidate,,False
HCP101916,EV2078,2025-02-19,control_candidate,,False
HCP100420,EV2078,2025-02-19,control_candidate,,False
HCP102000,EV2078,2025-02-19,control_candidate,,False
HCP102085,EV2078,2025-02-19,control_candidate,,False
HCP100949,EV2078,2025-02-19,control_candidate,,False
HCP102246,EV2078,2025-02-19,control_candidate,,False
HCP101214,EV2078,2025-02-19,treatment,,False
HCP100606,EV2078,2025-02-19,control_candidate,,False
HCP101844,EV2078,2025-02-19,control_candidate,,False
HCP102134,EV2078,2025-02-19,treatment,,False
HCP100694,EV2078,2025-02-19,treatment,,False
HCP100599,EV2078,2025-02-19,control_candidate,,False
HCP102055,EV2078,2025-02-19,control_candidate,,False
HCP101839,EV2078,2025-02-19,control_candidate,,False
HCP101528,EV2078,2025-02-19,control_candidate,,False
HCP100068,EV2078,2025-02-19,control_candidate,,False
HCP100208,EV2078,2025-02-19,treatment,,False
HCP101053,EV2078,2025-02-19,treatment,,False
