master_hcp_id,event_id,group,avg_nrx_3m,avg_nrx_6m,avg_trx_3m,avg_trx_6m,nrx_trend,competitor_trx_avg,rep_calls_3m,emails_3m,samples_3m,prior_event_count,specialty_topic_match,access_index,seasonality_index,competitor_index,segment,specialty,region
HCP100791,EV2017,control_candidate,2.6667,3.0,8.0,9.6,-0.0,23.2,8,19,5,0,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP100951,EV2017,control_candidate,4.6667,5.0,5.6667,10.8333,0.6286,20.0,7,12,22,0,1,0.6321,1.0402,1.1539,Medium,Neurology,Northeast
HCP100866,EV2017,control_candidate,6.0,7.0,21.0,23.5,-0.4571,18.3333,12,16,34,0,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP101020,EV2017,control_candidate,0.3333,0.3333,0.3333,0.5,-0.0571,3.0,3,15,6,0,1,0.6321,1.0402,1.1539,Low,Neurology,Northeast
HCP101833,EV2017,control_candidate,1.3333,1.6667,5.6667,5.5,-0.1714,11.1667,1,20,0,0,0,0.6679,1.0274,0.9667,Low,Dermatology,West
HCP100718,EV2017,control_candidate,10.0,7.1667,22.3333,19.1667,0.7143,31.3333,9,20,13,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP101391,EV2017,control_candidate,2.3333,3.0,6.0,8.1667,-0.5714,6.6667,4,20,6,0,1,0.8256,1.0282,1.4798,Low,Psychiatry,Midwest
HCP100658,EV2017,control_candidate,3.6667,4.3333,5.3333,6.3333,-0.5143,17.0,5,7,23,0,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP101946,EV2017,control_candidate,5.6667,4.0,8.3333,7.2,2.1,25.4,6,17,15,1,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP101300,EV2017,treatment,11.3333,12.3333,31.0,26.5,-0.1143,44.1667,28,23,74,0,1,0.6679,1.0274,0.9667,High,Neurology,West
HCP101821,EV2017,control_candidate,5.3333,4.1667,10.0,11.5,1.1143,10.1667,4,11,12,0,1,0.7982,1.0537,0.984,Low,Psychiatry,Southeast
HCP101949,EV2017,control_candidate,5.3333,7.3333,18.6667,23.6667,-0.8571,69.1667,12,16,32,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP102006,EV2017,control_candidate,2.6667,3.0,9.6667,10.0,-0.1,18.0,8,8,6,0,1,0.7982,1.0537,0.984,Medium,Psychiatry,Southeast
HCP101283,EV2017,control_candidate,2.6667,2.8333,8.0,6.5,-0.2571,12.1667,19,25,15,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP100069,EV2017,control_candidate,6.6667,9.3333,9.6667,13.6667,-1.8857,9.3333,11,12,35,0,0,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100814,EV2017,control_candidate,0.3333,1.2,0.6667,2.0,-0.9,2.4,2,1,6,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP102359,EV2017,control_candidate,8.6667,8.1667,16.6667,19.6667,-1.1143,26.1667,7,14,10,1,1,0.7982,1.0537,0.984,High,Neurology,Southeast
HCP102472,EV2017,control_candidate,8.0,8.6667,23.0,20.1667,0.1714,32.3333,13,11,23,0,1,0.6679,1.0274,0.9667,High,Psychiatry,West
HCP101160,EV2017,treatment,4.3333,3.3333,7.6667,7.5,0.6857,19.6667,4,8,15,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP101207,EV2017,control_candidate,3.6667,4.5,19.3333,19.8333,-0.5429,31.5,3,13,7,0,1,0.8256,1.0282,1.4798,Low,Neurology,Midwest
HCP100261,EV2017,control_candidate,19.0,15.0,21.6667,22.2,2.5,19.6,12,13,37,0,1,0.6679,1.0274,0.9667,Medium,Neurology,West
HCP100580,EV2017,control_candidate,6.3333,5.8333,9.6667,9.1667,0.8286,17.1667,4,8,5,0,0,0.8256,1.0282,1.4798,Medium,Primary Care,Midwest
HCP102409,EV2017,control_candidate,1.6667,1.0,2.3333,1.6667,0.2286,2.1667,2,23,1,0,1,0.6679,1.0274,0.9667,Low,Psychiatry,West
HCP101023,EV2017,control_candidate,2.6667,3.0,3.0,5.0,-0.4,16.3333,4,12,5,0,1,0.6881,1.0356,1.1606,Low,Neurology,Southwest
HCP101942,EV2017,control_candidate,8.3333,9.6667,17.0,17.1667,-1.4286,28.8333,7,13,22,0,0,0.7799,1.0456,1.1713,Medium,Primary Care,Mountain
HCP100224,EV2017,control_candidate,3.0,1.8333,6.0,4.3333,0.4857,8.3333,8,21,7,0,0,0.8256,1.0282,1.4798,Medium,Primary Care,Midwest
HCP100495,EV2017,control_candidate,1.3333,2.2,2.6667,3.6,-0.7,8.2,3,3,3,0,1,0.6321,1.0402,1.1539,High,Psychiatry,Northeast
HCP101536,EV2017,control_candidate,1.3333,1.3333,3.3333,4.5,-0.1143,7.8333,3,8,10,0,1,0.6881,1.0356,1.1606,High,Neurology,Southwest
HCP101031,EV2017,control_candidate,11.6667,10.8333,35.6667,34.1667,1.3429,25.5,32,13,80,0,1,0.6321,1.0402,1.1539,High,Neurology,Northeast
HCP101985,EV2017,control_candidate,5.0,6.6,11.3333,12.4,-1.5,2.2,5,10,7,0,1,0.7982,1.0537,0.984,Low,Neurology,Southeast
HCP102262,EV2017,control_candidate,5.6667,3.5,8.0,6.0,1.0,9.3333,1,19,1,0,1,0.7982,1.0537,0.984,Low,Neurology,Southeast
HCP101066,EV2017,control_candidate,2.3333,1.5,8.6667,7.8333,0.6,25.3333,6,7,18,0,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP100671,EV2017,control_candidate,3.6667,6.1667,13.6667,13.5,-1.2286,26.3333,10,15,6,0,0,0.6321,1.0402,1.1539,High,Endocrinology,Northeast
HCP101493,EV2017,control_candidate,6.6667,6.4,11.0,11.8,0.2,39.0,4,17,2,0,1,0.8256,1.0282,1.4798,Medium,Neurology,Midwest
HCP102426,EV2017,control_candidate,2.6667,5.6667,6.6667,9.1667,-1.8286,10.5,12,16,47,0,1,0.7982,1.0537,0.984,Medium,Neurology,Southeast
HCP101003,EV2017,control_candidate,1.0,0.8333,3.3333,3.1667,0.2,7.0,8,12,24,0,0,0.6321,1.0402,1.1539,Medium,Dermatology,Northeast
HCP101529,EV2017,control_candidate,0.3333,2.1667,5.0,6.3333,-0.7714,16.3333,6,18,14,0,0,0.6881,1.0356,1.1606,Medium,Endocrinology,Southwest
HCP102437,EV2017,control_candidate,3.0,5.1667,7.0,9.8333,-0.5429,40.6667,6,8,13,0,0,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP101507,EV2017,control_candidate,0.3333,1.1667,2.0,3.3333,-0.4857,1.5,4,19,4,0,0,0.7799,1.0456,1.1713,Low,Cardiology,Mountain
HCP101256,EV2017,control_candidate,6.6667,6.5,16.0,15.3333,-0.3714,35.8333,6,14,7,0,1,0.8256,1.0282,1.4798,Medium,Psychiatry,Midwest
HCP102393,EV2017,treatment,3.6667,2.4,8.0,7.0,1.4,29.0,4,8,7,0,1,0.6679,1.0274,0.9667,Low,Neurology,West
HCP100530,EV2017,treatment,4.0,5.2,23.6667,22.4,-0.9,31.8,11,21,19,0,1,0.6321,1.0402,1.1539,Medium,Neurology,Northeast
HCP102171,EV2017,control_candidate,1.6667,4.6667,5.0,8.6667,-2.1143,28.0,6,17,10,0,1,0.6321,1.0402,1.1539,Medium,Psychiatry,Northeast
HCP102259,EV2017,control_candidate,11.3333,9.1667,21.6667,18.6667,0.3714,13.1667,6,21,5,0,0,0.6881,1.0356,1.1606,Medium,Primary Care,Southwest
HCP102434,EV2018,control_candidate,0.6667,0.5,1.6667,2.0,0.1429,5.5,12,14,29,0,1,0.6321,1.0402,1.1539,Medium,Dermatology,Northeast
HCP100539,EV2018,control_candidate,0.6667,0.3333,1.0,0.5,0.2857,3.0,3,27,2,0,1,0.6321,1.0402,1.1539,Low,Dermatology,Northeast
HCP100143,EV2018,control_candidate,3.3333,5.5,9.3333,11.1667,-1.9714,11.6667,5,17,9,0,1,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP100787,EV2018,control_candidate,1.3333,1.1667,3.6667,3.0,0.0286,3.5,9,20,16,0,1,0.6881,1.0356,1.1606,Medium,Oncology,Southwest
HCP102353,EV2018,control_candidate,2.6667,2.6667,9.6667,8.5,0.0571,19.1667,10,29,9,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100724,EV2018,control_candidate,0.6667,0.8333,2.3333,1.8333,-0.0286,1.0,2,13,4,0,1,0.6321,1.0402,1.1539,Low,Oncology,Northeast
HCP101029,EV2018,control_candidate,0.0,0.0,0.3333,0.1667,0.0,0.1667,2,1,7,0,1,0.6321,1.0402,1.1539,Low,Oncology,Northeast
HCP101289,EV2018,control_candidate,1.3333,2.0,4.0,4.1667,-0.4,8.3333,7,14,14,0,1,0.8256,1.0282,1.4798,High,Oncology,Midwest
HCP100288,EV2018,control_candidate,2.3333,2.2,4.3333,4.0,-0.6,3.0,6,19,20,0,1,0.7982,1.0537,0.984,Medium,Gastroenterology,Southeast
HCP100360,EV2018,control_candidate,1.6667,2.0,3.6667,4.3333,-0.0571,8.3333,4,11,7,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP101915,EV2018,control_candidate,1.3333,2.0,2.3333,4.6667,-0.1714,6.6667,11,12,34,0,1,0.7982,1.0537,0.984,High,Dermatology,Southeast
HCP101792,EV2018,control_candidate,0.0,0.5,0.0,1.0,-0.1429,1.8333,4,15,3,0,1,0.6881,1.0356,1.1606,Low,Oncology,Southwest
HCP100829,EV2018,control_candidate,1.3333,1.5,2.6667,2.3333,-0.0286,3.5,1,9,2,0,1,0.8256,1.0282,1.4798,Low,Oncology,Midwest
HCP101906,EV2018,control_candidate,3.0,3.0,6.3333,6.8,-0.0,7.2,19,10,29,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101497,EV2018,control_candidate,0.6667,0.6667,1.6667,1.5,-0.1714,1.1667,5,18,8,0,1,0.6321,1.0402,1.1539,Low,Gastroenterology,Northeast
HCP100871,EV2018,control_candidate,0.3333,0.6,1.6667,1.4,-0.0,4.0,3,17,1,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP100550,EV2018,treatment,6.3333,5.0,15.3333,15.6667,1.1429,32.6667,15,15,10,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP100842,EV2018,control_candidate,8.3333,6.2,23.3333,20.6,1.1,12.0,16,17,27,0,1,0.7982,1.0537,0.984,High,Oncology,Southeast
HCP100174,EV2018,control_candidate,1.3333,1.6667,6.3333,4.8333,0.0571,7.8333,5,18,5,0,1,0.8256,1.0282,1.4798,Medium,Oncology,Midwest
HCP100153,EV2018,treatment,2.6667,4.2,5.3333,7.2,-0.5,9.0,15,17,30,0,1,0.6321,1.0402,1.1539,High,Dermatology,Northeast
HCP100831,EV2018,control_candidate,0.6667,0.5,1.0,0.8333,0.0286,2.6667,4,19,11,0,1,0.6321,1.0402,1.1539,Medium,Dermatology,Northeast
HCP100257,EV2018,control_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,1,0.6679,1.0274,0.9667,Low,Oncology,West
HCP100280,EV2018,treatment,0.6667,2.1667,2.6667,4.5,-0.5429,7.5,0,16,0,0,1,0.7982,1.0537,0.984,Low,Oncology,Southeast
HCP102425,EV2018,treatment,4.6667,6.8333,12.6667,14.5,-1.4571,7.8333,14,7,41,0,1,0.6321,1.0402,1.1539,High,Oncology,Northeast
HCP101099,EV2018,control_candidate,2.0,1.5,2.6667,2.1667,0.1429,4.0,1,16,1,0,1,0.8256,1.0282,1.4798,Low,Oncology,Midwest
HCP101368,EV2018,control_candidate,4.0,5.3333,10.0,17.1667,-0.0571,22.5,7,8,26,0,1,0.7982,1.0537,0.984,Medium,Oncology,Southeast
HCP100003,EV2018,control_candidate,0.6667,1.1667,2.0,3.1667,-0.4286,1.8333,2,11,1,0,1,0.7982,1.0537,0.984,Low,Oncology,Southeast
HCP100752,EV2018,treatment,7.0,5.2,15.3333,11.8,1.0,4.4,18,8,18,0,1,0.8256,1.0282,1.4798,High,Oncology,Midwest
HCP100975,EV2019,control_candidate,9.0,12.6667,35.6667,46.1667,-1.3143,139.1667,18,18,35,0,1,0.6881,1.0356,1.1606,High,Cardiology,Southwest
HCP100940,EV2019,control_candidate,5.3333,6.1667,17.3333,14.6667,-0.6,61.0,9,9,15,0,1,0.7982,1.0537,0.984,Medium,Cardiology,Southeast
HCP100894,EV2019,control_candidate,4.6667,9.2,19.3333,23.6,-4.3,33.4,6,13,15,0,1,0.6679,1.0274,0.9667,Medium,Primary Care,West
HCP101947,EV2019,control_candidate,1.3333,1.8333,5.6667,6.8333,-0.2,10.1667,3,16,11,0,1,0.6321,1.0402,1.1539,Low,Endocrinology,Northeast
HCP100274,EV2019,control_candidate,0.0,0.3333,0.6667,1.0,-0.1714,4.6667,4,14,5,0,0,0.8256,1.0282,1.4798,Low,Dermatology,Midwest
HCP102099,EV2019,control_candidate,5.3333,3.8333,7.6667,7.5,0.6,9.8333,5,30,7,0,1,0.8256,1.0282,1.4798,Low,Endocrinology,Midwest
HCP101089,EV2019,treatment,11.3333,10.0,29.0,31.8,0.7,23.2,23,12,43,1,1,0.6321,1.0402,1.1539,High,Cardiology,Northeast
HCP100879,EV2019,control_candidate,0.0,0.5,0.6667,1.0,-0.0857,0.3333,0,4,0,0,1,0.8256,1.0282,1.4798,Low,Primary Care,Midwest
HCP100581,EV2019,control_candidate,18.0,27.4,58.3333,64.8,-5.5,139.8,36,13,46,0,0,0.7016,1.0471,1.0173,High,Dermatology,Pacific Northwest
HCP101363,EV2019,control_candidate,23.6667,24.8333,84.3333,88.3333,-0.5429,75.0,30,21,35,0,1,0.7799,1.0456,1.1713,High,Endocrinology,Mountain
HCP100089,EV2019,control_candidate,8.6667,6.1667,14.6667,11.6667,1.5714,6.8333,10,17,23,0,0,0.6321,1.0402,1.1539,Medium,Gastroenterology,Northeast
HCP100576,EV2019,control_candidate,4.6667,2.3333,8.3333,6.8333,1.5429,5.5,0,14,0,0,0,0.6679,1.0274,0.9667,Low,Gastroenterology,West
HCP100811,EV2019,control_candidate,5.3333,5.1667,8.0,8.5,0.4286,12.5,7,24,15,0,1,0.7016,1.0471,1.0173,Low,Endocrinology,Pacific Northwest
HCP101361,EV2019,control_candidate,6.0,7.0,19.3333,23.1667,-0.8,36.5,11,9,17,0,1,0.6881,1.0356,1.1606,High,Primary Care,Southwest
HCP100914,EV2019,treatment,18.3333,25.1667,50.3333,57.8333,-5.0,148.6667,14,14,46,0,1,0.6321,1.0402,1.1539,High,Endocrinology,Northeast
HCP100808,EV2019,control_candidate,1.6667,2.5,4.3333,6.1667,-0.7143,23.8333,3,14,8,0,1,0.6679,1.0274,0.9667,Low,Primary Care,West
HCP100042,EV2019,control_candidate,9.3333,10.1667,12.0,15.5,-0.1429,18.5,7,19,11,0,0,0.8256,1.0282,1.4798,Medium,Dermatology,Midwest
HCP101281,EV2019,control_candidate,2.6667,3.8333,5.0,6.8333,-0.3714,11.1667,1,9,2,0,1,0.6881,1.0356,1.1606,Low,Primary Care,Southwest
HCP102053,EV2019,control_candidate,19.3333,16.1667,38.6667,36.0,0.7143,33.5,15,16,14,0,1,0.7982,1.0537,0.984,Medium,Primary Care,Southeast
HCP102344,EV2019,control_candidate,4.6667,6.0,9.6667,14.3333,-0.1714,36.3333,13,14,32,0,1,0.6881,1.0356,1.1606,Medium,Primary Care,Southwest
HCP100208,EV2019,treatment,11.0,8.5,24.6667,26.6667,0.2,23.1667,16,26,51,0,1,0.6321,1.0402,1.1539,High,Cardiology,Northeast
HCP102403,EV2019,treatment,6.0,9.1667,11.0,17.1667,-1.9143,17.8333,24,11,54,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP100756,EV2019,control_candidate,26.3333,33.3333,76.3333,78.1667,-3.5429,154.3333,23,17,52,0,1,0.7982,1.0537,0.984,High,Primary Care,Southeast
HCP101053,EV2019,treatment,8.0,11.1667,15.6667,22.5,-1.2857,34.6667,19,11,26,0,1,0.6321,1.0402,1.1539,High,Cardiology,Northeast
HCP102104,EV2019,control_candidate,3.6667,12.0,7.6667,18.3333,-2.6857,15.1667,10,21,18,0,1,0.7982,1.0537,0.984,High,Primary Care,Southeast
HCP101060,EV2019,control_candidate,9.0,12.2,30.3333,31.0,-1.6,45.0,9,8,12,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP100395,EV2019,control_candidate,10.0,8.3333,22.6667,21.8333,0.5714,46.0,20,8,53,0,1,0.6881,1.0356,1.1606,High,Cardiology,Southwest
HCP101936,EV2019,treatment,6.0,7.1667,14.6667,18.3333,-0.4857,34.1667,7,11,22,0,1,0.7799,1.0456,1.1713,Medium,Primary Care,Mountain
HCP100588,EV2019,treatment,9.6667,6.6667,11.3333,9.1667,1.2571,6.8333,7,15,10,0,1,0.8256,1.0282,1.4798,Low,Endocrinology,Midwest
HCP100180,EV2019,control_candidate,5.6667,4.3333,10.3333,9.8333,0.6286,21.1667,4,8,8,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP101186,EV2019,treatment,2.3333,1.6667,7.0,7.0,0.1714,13.0,4,21,12,0,1,0.7982,1.0537,0.984,Low,Primary Care,Southeast
HCP101714,EV2019,control_candidate,9.3333,7.1667,28.6667,28.0,1.4,52.8333,6,13,11,0,1,0.6321,1.0402,1.1539,Medium,Endocrinology,Northeast
HCP100543,EV2019,control_candidate,0.0,0.5,1.3333,2.0,-0.2,4.0,3,26,4,0,1,0.6321,1.0402,1.1539,Low,Primary Care,Northeast
HCP101552,EV2019,treatment,28.6667,18.3333,53.6667,34.8333,2.4571,16.5,9,20,33,0,1,0.7016,1.0471,1.0173,Medium,Primary Care,Pacific Northwest
HCP100917,EV2019,control_candidate,3.6667,2.4,6.6667,6.4,1.3,6.8,6,20,13,0,1,0.6321,1.0402,1.1539,Low,Cardiology,Northeast
HCP101894,EV2019,control_candidate,7.6667,6.6667,14.0,15.6667,0.6286,54.3333,4,18,7,0,1,0.8256,1.0282,1.4798,Medium,Primary Care,Midwest
HCP102367,EV2019,control_candidate,6.0,8.1667,18.6667,24.6667,-1.2857,10.1667,9,30,8,0,1,0.7982,1.0537,0.984,Medium,Primary Care,Southeast
HCP100115,EV2019,control_candidate,9.6667,10.0,21.3333,23.3333,-1.4286,44.3333,26,12,55,0,1,0.6679,1.0274,0.9667,High,Cardiology,West
HCP102060,EV2019,treatment,7.6667,11.5,21.3333,25.8333,-0.0857,72.6667,11,14,29,0,1,0.7982,1.0537,0.984,High,Primary Care,Southeast
HCP101995,EV2019,control_candidate,4.6667,4.8333,10.0,10.1667,-0.7714,6.8333,2,20,3,0,1,0.6881,1.0356,1.1606,Low,Primary Care,Southwest
HCP101717,EV2019,control_candidate,18.6667,16.0,25.0,24.8333,1.2571,21.1667,4,6,5,0,1,0.7982,1.0537,0.984,Medium,Primary Care,Southeast
HCP102197,EV2019,treatment,3.3333,3.5,12.6667,11.5,0.1429,48.1667,1,9,1,0,1,0.6321,1.0402,1.1539,Low,Endocrinology,Northeast
HCP101146,EV2019,control_candidate,6.3333,6.1667,28.6667,31.0,-0.3143,69.0,10,11,8,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP100700,EV2019,control_candidate,0.3333,0.3333,0.3333,0.3333,0.0571,0.5,0,8,0,0,1,0.7982,1.0537,0.984,Low,Primary Care,Southeast
HCP101342,EV2019,control_candidate,5.0,4.5,15.0,14.6667,0.8286,19.1667,3,9,11,0,1,0.6881,1.0356,1.1606,Medium,Cardiology,Southwest
HCP101583,EV2019,control_candidate,13.3333,10.2,29.6667,24.2,1.2,64.0,12,17,32,0,1,0.7799,1.0456,1.1713,Medium,Primary Care,Mountain
HCP101604,EV2019,control_candidate,20.6667,27.0,83.0,91.0,-4.5143,55.0,24,9,56,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP100382,EV2019,control_candidate,3.6667,3.0,5.0,4.4,0.7,3.8,4,7,9,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP101799,EV2019,control_candidate,10.6667,8.6667,14.6667,12.8333,1.0857,3.8333,5,3,11,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP100529,EV2019,control_candidate,3.6667,2.8,10.0,8.0,0.3,10.6,7,14,8,0,0,0.6679,1.0274,0.9667,Medium,Neurology,West
HCP102266,EV2019,control_candidate,14.3333,12.0,61.0,50.8333,0.6286,68.6667,19,8,56,0,1,0.6679,1.0274,0.9667,High,Primary Care,West
HCP100398,EV2019,control_candidate,4.3333,3.5,9.0,7.6667,0.4857,11.6667,2,17,1,0,1,0.6321,1.0402,1.1539,Medium,Cardiology,Northeast
HCP100195,EV2019,treatment,9.0,7.5,21.0,17.6667,0.8857,37.0,7,11,11,0,1,0.6679,1.0274,0.9667,Medium,Cardiology,West
HCP101845,EV2019,control_candidate,1.3333,1.3333,3.0,3.1667,0.0,14.0,4,13,9,0,1,0.6321,1.0402,1.1539,Medium,Primary Care,Northeast
HCP101940,EV2019,treatment,11.6667,18.6667,22.6667,30.1667,-4.5714,47.0,12,8,11,0,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101192,EV2019,control_candidate,2.3333,3.0,8.6667,8.8333,-0.1714,18.5,4,11,4,0,0,0.6679,1.0274,0.9667,Low,Dermatology,West
HCP101129,EV2019,treatment,2.6667,3.1667,5.6667,6.0,-0.3714,13.0,5,8,11,0,1,0.6679,1.0274,0.9667,Medium,Cardiology,West
HCP102209,EV2019,control_candidate,3.6667,5.6667,16.0,17.6667,-0.4,85.5,7,10,10,0,1,0.6321,1.0402,1.1539,Medium,Endocrinology,Northeast
HCP101530,EV2019,control_candidate,4.6667,5.2,23.6667,20.0,-0.3,83.0,11,14,17,0,1,0.6321,1.0402,1.1539,Medium,Primary Care,Northeast
HCP102160,EV2019,control_candidate,10.0,15.8,55.6667,64.0,-3.5,29.4,10,16,19,0,1,0.6679,1.0274,0.9667,Medium,Endocrinology,West
HCP100034,EV2019,treatment,16.0,15.5,42.0,41.3333,0.5429,56.0,29,16,42,0,1,0.7982,1.0537,0.984,High,Cardiology,Southeast
HCP101095,EV2019,control_candidate,7.0,4.3333,12.6667,8.1667,1.8286,8.3333,9,17,9,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP100145,EV2019,control_candidate,1.6667,1.5,3.6667,3.3333,-0.2,7.5,1,17,0,0,1,0.6679,1.0274,0.9667,Low,Primary Care,West
HCP101238,EV2019,control_candidate,18.0,27.0,60.6667,60.3333,-5.5429,158.0,13,17,15,0,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101048,EV2019,control_candidate,11.6667,11.3333,29.6667,29.8333,-0.7429,71.8333,17,22,30,0,1,0.6321,1.0402,1.1539,High,Cardiology,Northeast
HCP100232,EV2019,control_candidate,2.6667,3.0,6.0,7.0,0.1714,5.0,2,6,2,0,1,0.6679,1.0274,0.9667,Medium,Endocrinology,West
HCP101831,EV2019,control_candidate,35.0,23.0,67.3333,52.0,4.8571,86.8333,20,23,30,0,0,0.6881,1.0356,1.1606,High,Dermatology,Southwest
HCP101872,EV2019,treatment,3.6667,6.1667,8.3333,13.8333,-1.2286,37.6667,6,18,8,0,1,0.8256,1.0282,1.4798,Medium,Endocrinology,Midwest
HCP101403,EV2019,treatment,11.0,9.8,19.6667,19.6,2.7,32.2,13,20,21,0,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101868,EV2019,treatment,4.6667,7.0,11.6667,13.6667,-0.8571,5.5,4,13,9,0,1,0.6321,1.0402,1.1539,Medium,Endocrinology,Northeast
HCP101985,EV2019,control_candidate,4.0,4.1667,8.0,10.3333,-0.2571,7.5,5,10,7,0,0,0.7982,1.0537,0.984,Low,Neurology,Southeast
HCP100361,EV2019,control_candidate,7.0,7.1667,17.0,18.6667,-0.8857,28.0,15,14,35,0,1,0.6881,1.0356,1.1606,Medium,Endocrinology,Southwest
HCP102487,EV2019,control_candidate,3.6667,3.3333,7.0,5.8333,-0.0571,11.6667,10,14,15,0,1,0.6321,1.0402,1.1539,Medium,Primary Care,Northeast
HCP100822,EV2019,control_candidate,15.3333,10.0,36.3333,28.3333,3.4286,67.6667,14,17,42,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP102394,EV2019,treatment,4.6667,4.1667,10.0,9.8333,0.2571,7.3333,5,23,9,0,1,0.6321,1.0402,1.1539,Low,Endocrinology,Northeast
HCP101006,EV2019,control_candidate,1.6667,1.2,5.3333,5.6,0.9,13.0,7,10,14,0,1,0.8256,1.0282,1.4798,Medium,Cardiology,Midwest
HCP101179,EV2019,control_candidate,2.0,1.8,3.3333,3.0,-0.0,9.0,1,11,4,0,1,0.6321,1.0402,1.1539,Low,Primary Care,Northeast
HCP100540,EV2019,control_candidate,2.6667,3.0,8.0,7.4,0.5,12.6,9,19,10,0,1,0.6881,1.0356,1.1606,Medium,Endocrinology,Southwest
HCP102178,EV2019,control_candidate,11.3333,11.3333,27.3333,26.8333,0.2857,69.8333,16,21,47,1,1,0.7799,1.0456,1.1713,Medium,Endocrinology,Mountain
HCP100462,EV2020,control_candidate,44.0,27.6667,58.3333,41.0,8.8,41.8333,35,15,36,1,1,0.8256,1.0282,1.4798,High,Primary Care,Midwest
HCP101275,EV2020,control_candidate,1.6667,2.8333,7.3333,10.1667,-0.7714,33.5,11,16,28,0,1,0.7799,1.0456,1.1713,Medium,Cardiology,Mountain
HCP102185,EV2020,treatment,4.3333,3.8333,12.0,11.6667,0.4857,25.3333,4,13,7,0,1,0.6679,1.0274,0.9667,Medium,Endocrinology,West
HCP101423,EV2020,control_candidate,2.3333,2.5,5.6667,6.0,-0.2,28.6667,9,18,20,0,1,0.6881,1.0356,1.1606,Medium,Primary Care,Southwest
HCP100429,EV2020,control_candidate,8.6667,8.1667,22.3333,19.0,0.3143,73.5,19,19,16,0,1,0.6881,1.0356,1.1606,Medium,Primary Care,Southwest
HCP100758,EV2020,control_candidate,9.6667,11.3333,35.6667,37.8333,-1.0286,64.8333,16,19,45,0,1,0.8256,1.0282,1.4798,High,Endocrinology,Midwest
HCP101443,EV2020,treatment,17.6667,15.8333,31.0,33.3333,-0.6,88.3333,18,17,43,0,1,0.6881,1.0356,1.1606,High,Primary Care,Southwest
HCP100820,EV2020,control_candidate,20.6667,21.8333,58.6667,60.1667,-1.4571,59.5,17,9,16,1,1,0.7982,1.0537,0.984,High,Endocrinology,Southeast
HCP102224,EV2020,control_candidate,66.6667,48.8333,98.6667,90.1667,8.2,122.8333,27,17,44,1,1,0.6881,1.0356,1.1606,High,Primary Care,Southwest
HCP101037,EV2020,control_candidate,3.3333,2.8,5.6667,4.2,0.9,14.0,2,12,8,0,1,0.6321,1.0402,1.1539,Low,Endocrinology,Northeast
HCP102307,EV2020,treatment,12.0,10.0,28.6667,33.5,1.8857,70.1667,9,13,22,0,1,0.7982,1.0537,0.984,Medium,Endocrinology,Southeast
HCP100778,EV2020,control_candidate,0.3333,2.5,6.3333,9.6667,-1.3429,32.5,5,11,11,0,1,0.8256,1.0282,1.4798,Medium,Cardiology,Midwest
HCP101351,EV2020,control_candidate,10.6667,6.6667,14.0,10.3333,1.8286,10.6667,12,24,27,0,1,0.6881,1.0356,1.1606,High,Cardiology,Southwest
HCP100760,EV2020,control_candidate,3.0,6.1667,5.6667,8.6667,-1.8,9.1667,7,18,5,0,1,0.8256,1.0282,1.4798,Medium,Cardiology,Midwest
HCP100628,EV2020,control_candidate,4.0,5.3333,9.3333,9.5,-0.9714,13.5,1,13,0,0,1,0.6679,1.0274,0.9667,Low,Endocrinology,West
