hcp_id,specialty,region,segment,active_flag,reason,source_file,event_id,invited_at,channel,eligible_reason,registered,verified_attended,duration,engagement,month,product,nrx,trx,competitor_trx,date,rep_calls,emails,samples,other_events
HCP102294,,,,,unresolved_identity,event_invitations.csv,EV2167,2025-08-07,Rep,Product affinity,,,,,,,,,,,,,,
HCP101226,,,,,unresolved_identity,event_invitations.csv,EV2167,2025-09-08,Email,Product affinity,,,,,,,,,,,,,,
HCP100554,,,,,unresolved_identity,event_invitations.csv,EV2168,2025-09-09,Email,Combination of factors,,,,,,,,,,,,,,
HCP100582,,,,,unresolved_identity,event_invitations.csv,EV2168,2025-09-02,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100947,,,,,unresolved_identity,event_invitations.csv,EV2168,2025-08-09,Rep,Product affinity,,,,,,,,,,,,,,
HCP102491,,,,,unresolved_identity,event_invitations.csv,EV2168,2025-09-07,Portal,Combination of factors,,,,,,,,,,,,,,
HCP101344,,,,,unresolved_identity,event_invitations.csv,EV2169,2025-09-16,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100162,,,,,unresolved_identity,event_invitations.csv,EV2169,2025-09-17,Email,Combination of factors,,,,,,,,,,,,,,
HCP101701,,,,,unresolved_identity,event_invitations.csv,EV2169,2025-09-05,Email,Product affinity,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2169,2025-08-04,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100043,,,,,unresolved_identity,event_invitations.csv,EV2169,2025-07-29,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101510,,,,,unresolved_identity,event_invitations.csv,EV2170,2025-09-07,Email,Product affinity,,,,,,,,,,,,,,
HCP101689,,,,,unresolved_identity,event_invitations.csv,EV2170,2025-09-15,Email,Product affinity,,,,,,,,,,,,,,
HCP100039,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-09-21,Email,Specialty match,,,,,,,,,,,,,,
HCP102464,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-09-18,Email,Combination of factors,,,,,,,,,,,,,,
HCP100477,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-09-10,Phone,Product affinity,,,,,,,,,,,,,,
HCP100194,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-08-21,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100230,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-09-01,Email,Product affinity,,,,,,,,,,,,,,
HCP101689,,,,,unresolved_identity,event_invitations.csv,EV2172,2025-09-03,Email,Prior engagement,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2173,2025-08-27,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101827,,,,,unresolved_identity,event_invitations.csv,EV2173,2025-09-19,Phone,Combination of factors,,,,,,,,,,,,,,
HCP101479,,,,,unresolved_identity,event_invitations.csv,EV2173,2025-09-18,Phone,Geographic proximity,,,,,,,,,,,,,,
HCP100039,,,,,unresolved_identity,event_invitations.csv,EV2173,2025-08-26,Email,Specialty match,,,,,,,,,,,,,,
HCP100688,,,,,unresolved_identity,event_invitations.csv,EV2173,2025-09-07,Rep,Product affinity,,,,,,,,,,,,,,
HCP100434,,,,,unresolved_identity,event_invitations.csv,EV2175,2025-08-31,Rep,Product affinity,,,,,,,,,,,,,,
HCP102404,,,,,unresolved_identity,event_invitations.csv,EV2175,2025-09-24,Email,Combination of factors,,,,,,,,,,,,,,
HCP101463,,,,,unresolved_identity,event_invitations.csv,EV2175,2025-09-19,Email,Geographic proximity,,,,,,,,,,,,,,
HCP101616,,,,,unresolved_identity,event_invitations.csv,EV2176,2025-09-15,Email,Combination of factors,,,,,,,,,,,,,,
HCP100896,,,,,unresolved_identity,event_invitations.csv,EV2176,2025-09-06,Email,Product affinity,,,,,,,,,,,,,,
HCP100244,,,,,unresolved_identity,event_invitations.csv,EV2176,2025-10-02,Phone,Product affinity,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2176,2025-09-22,Email,Combination of factors,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2176,2025-09-11,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2178,2025-09-18,Rep,Product affinity,,,,,,,,,,,,,,
HCP100554,,,,,unresolved_identity,event_invitations.csv,EV2178,2025-08-25,Rep,Combination of factors,,,,,,,,,,,,,,
HCP102230,,,,,unresolved_identity,event_invitations.csv,EV2178,2025-09-15,Portal,Geographic proximity,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2179,2025-09-24,Rep,Combination of factors,,,,,,,,,,,,,,
HCP102377,,,,,unresolved_identity,event_invitations.csv,EV2179,2025-09-22,Phone,Combination of factors,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2179,2025-10-04,Email,Geographic proximity,,,,,,,,,,,,,,
HCP101616,,,,,unresolved_identity,event_invitations.csv,EV2179,2025-10-01,Email,Product affinity,,,,,,,,,,,,,,
HCP101344,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-09-27,Email,Combination of factors,,,,,,,,,,,,,,
HCP100997,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-10-16,Email,Product affinity,,,,,,,,,,,,,,
HCP100188,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-09-29,Email,Specialty match,,,,,,,,,,,,,,
HCP100883,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-09-28,Email,Combination of factors,,,,,,,,,,,,,,
HCP102404,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-09-19,Email,Combination of factors,,,,,,,,,,,,,,
HCP100807,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-10-09,Email,Patient-volume threshold,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2180,2025-09-24,Rep,Product affinity,,,,,,,,,,,,,,
HCP101062,,,,,unresolved_identity,event_invitations.csv,EV2181,2025-09-18,Email,Combination of factors,,,,,,,,,,,,,,
HCP100899,,,,,unresolved_identity,event_invitations.csv,EV2181,2025-09-30,Rep,Combination of factors,,,,,,,,,,,,,,
HCP102207,,,,,unresolved_identity,event_invitations.csv,EV2182,2025-09-28,Email,Combination of factors,,,,,,,,,,,,,,
HCP100039,,,,,unresolved_identity,event_invitations.csv,EV2182,2025-09-19,Rep,Specialty match,,,,,,,,,,,,,,
HCP101134,,,,,unresolved_identity,event_invitations.csv,EV2183,2025-10-06,Email,Specialty match,,,,,,,,,,,,,,
HCP100558,,,,,unresolved_identity,event_invitations.csv,EV2183,2025-10-14,Phone,Specialty match,,,,,,,,,,,,,,
HCP102461,,,,,unresolved_identity,event_invitations.csv,EV2183,2025-10-16,Email,Product affinity,,,,,,,,,,,,,,
HCP100170,,,,,unresolved_identity,event_invitations.csv,EV2183,2025-09-27,Portal,Combination of factors,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-07,Email,Combination of factors,,,,,,,,,,,,,,
HCP100026,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-09-21,Rep,Product affinity,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-11,Rep,Product affinity,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-09-14,Rep,Product affinity,,,,,,,,,,,,,,
HCP101062,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-09-22,Portal,Combination of factors,,,,,,,,,,,,,,
HCP101116,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-14,Portal,Combination of factors,,,,,,,,,,,,,,
HCP102073,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-16,Phone,Product affinity,,,,,,,,,,,,,,
HCP100742,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-09-21,Portal,Combination of factors,,,,,,,,,,,,,,
HCP101893,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-03,Email,Specialty match,,,,,,,,,,,,,,
HCP100869,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-08,Phone,Prior engagement,,,,,,,,,,,,,,
HCP100832,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-20,Phone,Specialty match,,,,,,,,,,,,,,
HCP101210,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-13,Portal,Combination of factors,,,,,,,,,,,,,,
HCP100144,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-19,Email,Combination of factors,,,,,,,,,,,,,,
HCP102420,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-06,Email,Product affinity,,,,,,,,,,,,,,
HCP100899,,,,,unresolved_identity,event_invitations.csv,EV2184,2025-10-08,Email,Combination of factors,,,,,,,,,,,,,,
HCP101479,,,,,unresolved_identity,event_invitations.csv,EV2185,2025-10-02,Portal,Combination of factors,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2185,2025-09-28,Rep,Product affinity,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2185,2025-09-16,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100170,,,,,unresolved_identity,event_invitations.csv,EV2185,2025-09-06,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100303,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-10-21,Email,Specialty match,,,,,,,,,,,,,,
HCP101849,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-10-03,Portal,Product affinity,,,,,,,,,,,,,,
HCP100937,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-10-15,Email,Specialty match,,,,,,,,,,,,,,
HCP101510,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-10-23,Email,Combination of factors,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-09-28,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101067,,,,,unresolved_identity,event_invitations.csv,EV2186,2025-09-16,Rep,Product affinity,,,,,,,,,,,,,,
HCP102415,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-10-06,Email,Product affinity,,,,,,,,,,,,,,
HCP100997,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-09-28,Portal,Product affinity,,,,,,,,,,,,,,
HCP100107,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-09-19,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-09-28,Portal,Product affinity,,,,,,,,,,,,,,
HCP100162,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-10-18,Email,Combination of factors,,,,,,,,,,,,,,
HCP101780,,,,,unresolved_identity,event_invitations.csv,EV2187,2025-10-06,Rep,Specialty match,,,,,,,,,,,,,,
HCP102464,,,,,unresolved_identity,event_invitations.csv,EV2188,2025-10-02,Email,Combination of factors,,,,,,,,,,,,,,
HCP100355,,,,,unresolved_identity,event_invitations.csv,EV2188,2025-10-04,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2188,2025-09-19,Rep,Patient-volume threshold,,,,,,,,,,,,,,
HCP101134,,,,,unresolved_identity,event_invitations.csv,EV2188,2025-10-15,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100111,,,,,unresolved_identity,event_invitations.csv,EV2189,2025-10-05,Email,Product affinity,,,,,,,,,,,,,,
HCP102427,,,,,unresolved_identity,event_invitations.csv,EV2189,2025-10-27,Email,Product affinity,,,,,,,,,,,,,,
HCP101510,,,,,unresolved_identity,event_invitations.csv,EV2189,2025-10-25,Portal,Combination of factors,,,,,,,,,,,,,,
HCP101182,,,,,unresolved_identity,event_invitations.csv,EV2189,2025-10-13,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100039,,,,,unresolved_identity,event_invitations.csv,EV2189,2025-10-28,Email,Specialty match,,,,,,,,,,,,,,
HCP101188,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-10-16,Email,Product affinity,,,,,,,,,,,,,,
HCP100881,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-10-20,Portal,Prior engagement,,,,,,,,,,,,,,
HCP100111,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-09-14,Rep,Product affinity,,,,,,,,,,,,,,
HCP101873,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-09-30,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-10-29,Email,Patient-volume threshold,,,,,,,,,,,,,,
HCP100230,,,,,unresolved_identity,event_invitations.csv,EV2190,2025-09-24,Rep,Product affinity,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-11-06,Phone,Product affinity,,,,,,,,,,,,,,
HCP100818,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-23,Phone,Prior engagement,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-11-02,Phone,Combination of factors,,,,,,,,,,,,,,
HCP102415,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-18,Portal,Product affinity,,,,,,,,,,,,,,
HCP100434,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-04,Rep,Product affinity,,,,,,,,,,,,,,
HCP100100,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-11-03,Email,Combination of factors,,,,,,,,,,,,,,
HCP100701,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-24,Email,Geographic proximity,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-12,Rep,Product affinity,,,,,,,,,,,,,,
HCP102459,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-11-07,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100873,,,,,unresolved_identity,event_invitations.csv,EV2192,2025-10-16,Email,Product affinity,,,,,,,,,,,,,,
HCP101512,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-10-23,Rep,Patient-volume threshold,,,,,,,,,,,,,,
HCP100869,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-11-06,Email,Combination of factors,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-10-30,Email,Product affinity,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-10-09,Rep,Geographic proximity,,,,,,,,,,,,,,
HCP101827,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-10-29,Email,Product affinity,,,,,,,,,,,,,,
HCP102032,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-11-05,Portal,Specialty match,,,,,,,,,,,,,,
HCP100216,,,,,unresolved_identity,event_invitations.csv,EV2193,2025-10-14,Email,Specialty match,,,,,,,,,,,,,,
HCP101510,,,,,unresolved_identity,event_invitations.csv,EV2194,2025-10-18,Portal,Product affinity,,,,,,,,,,,,,,
HCP100881,,,,,unresolved_identity,event_invitations.csv,EV2194,2025-09-22,Rep,Product affinity,,,,,,,,,,,,,,
HCP101689,,,,,unresolved_identity,event_invitations.csv,EV2194,2025-10-27,Portal,Product affinity,,,,,,,,,,,,,,
HCP101616,,,,,unresolved_identity,event_invitations.csv,EV2195,2025-11-09,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100409,,,,,unresolved_identity,event_invitations.csv,EV2195,2025-11-09,Email,Geographic proximity,,,,,,,,,,,,,,
HCP100962,,,,,unresolved_identity,event_invitations.csv,EV2195,2025-10-29,Portal,Combination of factors,,,,,,,,,,,,,,
HCP100994,,,,,unresolved_identity,event_invitations.csv,EV2195,2025-10-17,Email,Combination of factors,,,,,,,,,,,,,,
HCP100896,,,,,unresolved_identity,event_invitations.csv,EV2195,2025-11-08,Portal,Product affinity,,,,,,,,,,,,,,
HCP101849,,,,,unresolved_identity,event_invitations.csv,EV2196,2025-10-30,Rep,Product affinity,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2196,2025-11-12,Email,Geographic proximity,,,,,,,,,,,,,,
HCP101723,,,,,unresolved_identity,event_invitations.csv,EV2196,2025-11-15,Email,Combination of factors,,,,,,,,,,,,,,
HCP100692,,,,,unresolved_identity,event_invitations.csv,EV2196,2025-11-04,Rep,Combination of factors,,,,,,,,,,,,,,
HCP102461,,,,,unresolved_identity,event_invitations.csv,EV2197,2025-10-13,Rep,Product affinity,,,,,,,,,,,,,,
HCP100558,,,,,unresolved_identity,event_invitations.csv,EV2197,2025-11-14,Email,Specialty match,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2197,2025-11-20,Email,Product affinity,,,,,,,,,,,,,,
HCP100807,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-11-02,Email,Patient-volume threshold,,,,,,,,,,,,,,
HCP100582,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-11-08,Rep,Patient-volume threshold,,,,,,,,,,,,,,
HCP101511,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-10-09,Rep,Product affinity,,,,,,,,,,,,,,
HCP100554,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-11-28,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-10-11,Rep,Product affinity,,,,,,,,,,,,,,
HCP100701,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-11-09,Email,Combination of factors,,,,,,,,,,,,,,
HCP102461,,,,,unresolved_identity,event_invitations.csv,EV2199,2025-11-28,Email,Product affinity,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2200,2025-11-05,Email,Product affinity,,,,,,,,,,,,,,
HCP100043,,,,,unresolved_identity,event_invitations.csv,EV2200,2025-11-11,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100100,,,,,unresolved_identity,event_invitations.csv,EV2200,2025-11-10,Email,Combination of factors,,,,,,,,,,,,,,
HCP101819,,,,,unresolved_identity,event_invitations.csv,EV2201,2025-10-13,Rep,Specialty match,,,,,,,,,,,,,,
HCP100161,,,,,unresolved_identity,event_invitations.csv,EV2201,2025-11-15,Rep,Product affinity,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2201,2025-11-24,Email,Combination of factors,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-29,Email,Product affinity,,,,,,,,,,,,,,
HCP100026,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-17,Rep,Product affinity,,,,,,,,,,,,,,
HCP100144,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-07,Email,Geographic proximity,,,,,,,,,,,,,,
HCP100690,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-10-24,Rep,Product affinity,,,,,,,,,,,,,,
HCP101511,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-08,Rep,Product affinity,,,,,,,,,,,,,,
HCP100749,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-08,Email,Combination of factors,,,,,,,,,,,,,,
HCP100994,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-10-16,Rep,Product affinity,,,,,,,,,,,,,,
HCP100701,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-18,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101849,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-09,Email,Combination of factors,,,,,,,,,,,,,,
HCP101226,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-22,Email,Product affinity,,,,,,,,,,,,,,
HCP101269,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-11-30,Phone,Specialty match,,,,,,,,,,,,,,
HCP102464,,,,,unresolved_identity,event_invitations.csv,EV2202,2025-10-23,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101269,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-26,Portal,Specialty match,,,,,,,,,,,,,,
HCP100161,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-10-29,Rep,Product affinity,,,,,,,,,,,,,,
HCP102464,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-30,Email,Combination of factors,,,,,,,,,,,,,,
HCP100026,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-14,Email,Combination of factors,,,,,,,,,,,,,,
HCP101147,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-14,Email,Specialty match,,,,,,,,,,,,,,
HCP100701,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-10,Email,Specialty match,,,,,,,,,,,,,,
HCP102491,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-04,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101512,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-10-23,Rep,Specialty match,,,,,,,,,,,,,,
HCP101873,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-10-17,Rep,Specialty match,,,,,,,,,,,,,,
HCP101261,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-12-06,Phone,Combination of factors,,,,,,,,,,,,,,
HCP101326,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-19,Email,Product affinity,,,,,,,,,,,,,,
HCP101616,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-30,Email,Specialty match,,,,,,,,,,,,,,
HCP101188,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-10-17,Rep,Product affinity,,,,,,,,,,,,,,
HCP100303,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-20,Email,Specialty match,,,,,,,,,,,,,,
HCP101116,,,,,unresolved_identity,event_invitations.csv,EV2203,2025-11-24,Phone,Combination of factors,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2204,2025-11-09,Email,Product affinity,,,,,,,,,,,,,,
HCP100434,,,,,unresolved_identity,event_invitations.csv,EV2204,2025-10-25,Rep,Product affinity,,,,,,,,,,,,,,
HCP100749,,,,,unresolved_identity,event_invitations.csv,EV2204,2025-11-23,Rep,Combination of factors,,,,,,,,,,,,,,
HCP100043,,,,,unresolved_identity,event_invitations.csv,EV2204,2025-11-09,Email,Combination of factors,,,,,,,,,,,,,,
HCP100749,,,,,unresolved_identity,event_invitations.csv,EV2205,2025-10-23,Rep,Geographic proximity,,,,,,,,,,,,,,
HCP102207,,,,,unresolved_identity,event_invitations.csv,EV2205,2025-11-25,Email,Specialty match,,,,,,,,,,,,,,
HCP102294,,,,,unresolved_identity,event_invitations.csv,EV2205,2025-11-19,Email,Product affinity,,,,,,,,,,,,,,
HCP100830,,,,,unresolved_identity,event_invitations.csv,EV2205,2025-10-26,Rep,Combination of factors,,,,,,,,,,,,,,
HCP101873,,,,,unresolved_identity,event_invitations.csv,EV2206,2025-11-29,Email,Specialty match,,,,,,,,,,,,,,
HCP102296,,,,,unresolved_identity,event_invitations.csv,EV2206,2025-11-17,Email,Geographic proximity,,,,,,,,,,,,,,
HCP100306,,,,,unresolved_identity,event_invitations.csv,EV2207,2025-11-25,Portal,Product affinity,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2207,2025-12-04,Phone,Product affinity,,,,,,,,,,,,,,
HCP102315,,,,,unresolved_identity,event_invitations.csv,EV2207,2025-11-26,Phone,Combination of factors,,,,,,,,,,,,,,
HCP100090,,,,,unresolved_identity,event_invitations.csv,EV2208,2025-11-21,Email,Combination of factors,,,,,,,,,,,,,,
HCP101873,,,,,unresolved_identity,event_invitations.csv,EV2208,2025-12-01,Email,Combination of factors,,,,,,,,,,,,,,
HCP100043,,,,,unresolved_identity,event_invitations.csv,EV2208,2025-12-17,Email,Geographic proximity,,,,,,,,,,,,,,
HCP101511,,,,,unresolved_identity,event_invitations.csv,EV2208,2025-11-20,Portal,Product affinity,,,,,,,,,,,,,,
HCP100818,,,,,unresolved_identity,event_invitations.csv,EV2208,2025-11-27,Email,Product affinity,,,,,,,,,,,,,,
HCP101346,,,,,unresolved_identity,event_invitations.csv,EV2209,2025-12-09,Email,Product affinity,,,,,,,,,,,,,,
HCP102461,,,,,unresolved_identity,event_invitations.csv,EV2209,2025-11-15,Rep,Product affinity,,,,,,,,,,,,,,
HCP101489,,,,,unresolved_identity,event_invitations.csv,EV2209,2025-12-02,Email,Product affinity,,,,,,,,,,,,,,
HCP100937,,,,,unresolved_identity,event_invitations.csv,EV2209,2025-12-12,Phone,Geographic proximity,,,,,,,,,,,,,,
HCP100554,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-11-07,Rep,Patient-volume threshold,,,,,,,,,,,,,,
HCP102412,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-12-10,Email,Product affinity,,,,,,,,,,,,,,
HCP100883,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-12-20,Email,Combination of factors,,,,,,,,,,,,,,
HCP100896,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-12-07,Rep,Product affinity,,,,,,,,,,,,,,
HCP100582,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-11-07,Rep,Patient-volume threshold,,,,,,,,,,,,,,
HCP100669,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-12-20,Portal,Specialty match,,,,,,,,,,,,,,
HCP101616,,,,,unresolved_identity,event_invitations.csv,EV2210,2025-12-13,Phone,Product affinity,,,,,,,,,,,,,,
HCP100409,,,,,unresolved_identity,event_invitations.csv,EV2211,2025-12-17,Portal,Prior engagement,,,,,,,,,,,,,,
HCP101723,,,,,unresolved_identity,event_invitations.csv,EV2211,2025-12-15,Phone,Combination of factors,,,,,,,,,,,,,,
HCP101188,,,,,unresolved_identity,event_invitations.csv,EV2211,2025-12-16,Email,Product affinity,,,,,,,,,,,,,,
HCP100701,,,,,unresolved_identity,event_invitations.csv,EV2211,2025-12-20,Email,Combination of factors,,,,,,,,,,,,,,
HCP102461,,,,,unresolved_identity,event_invitations.csv,EV2211,2025-12-03,Rep,Product affinity,,,,,,,,,,,,,,
HCP101769,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-15,Email,Product affinity,,,,,,,,,,,,,,
HCP101788,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-11-20,Rep,Specialty match,,,,,,,,,,,,,,
HCP100546,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-21,Email,Combination of factors,,,,,,,,,,,,,,
HCP100434,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-12,Email,Product affinity,,,,,,,,,,,,,,
HCP100162,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-01,Email,Combination of factors,,,,,,,,,,,,,,
HCP100194,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-11-26,Portal,Combination of factors,,,,,,,,,,,,,,
HCP100306,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-11-06,Rep,Product affinity,,,,,,,,,,,,,,
HCP101701,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-11,Email,Product affinity,,,,,,,,,,,,,,
HCP100807,,,,,unresolved_identity,event_invitations.csv,EV2212,2025-12-11,Email,Patient-volume threshold,,,,,,,,,,,,,,
HCP102073,,,,,unresolved_identity,event_invitations.csv,EV2213,2025-12-08,Email,Product affinity,,,,,,,,,,,,,,
HCP100807,,,,,unresolved_identity,event_invitations.csv,EV2213,2025-12-09,Email,Patient-volume threshold,,,,,,,,,,,,,,
HCP100477,,,,,unresolved_identity,event_invitations.csv,EV2214,2026-01-02,Phone,Geographic proximity,,,,,,,,,,,,,,
HCP100873,,,,,unresolved_identity,event_invitations.csv,EV2214,2025-12-22,Email,Combination of factors,,,,,,,,,,,,,,
